cve_periodo,cve_institucion,cve_TEC,cve_dato,saldo
201610,040014,3,3,3389
201510,040021,2,4,7048
201506,040036,4,3,1958
201608,040021,1,1,4254165192
201511,040021,5,0,3490824614
201606,040044,3,4,233
201606,040014,1,1,42677715931
201511,040072,2,1,25287209538
201506,040044,2,4,391
201606,040044,4,4,616
201506,5,3,0,68451310812
201508,040014,1,3,54342
201504,040036,3,3,549
201506,040002,5,0,533391528
201610,040014,2,4,13198
201501,040012,1,2,2260617711
201506,040021,3,2,266567371
201510,040014,2,2,945874979
201601,040021,4,0,1.12363E+11
201505,040014,3,4,1332
201510,040021,2,1,5878923465
201508,040072,3,1,7817543130
201508,040014,2,1,30258445239
201502,040002,2,4,30507
201509,040021,3,3,5502
201612,040021,2,0,7202320549
201608,040072,1,3,30892
201610,040072,2,0,28389732461
201607,040002,2,0,31952132870
201503,040072,2,4,16397
201508,040072,4,2,4397833513
201506,040002,1,0,7898054920
201601,040014,2,3,20540
201603,040012,1,2,2958421693
201506,040036,2,4,2678
201505,040072,1,1,10118127117
201509,040012,4,3,204973
201506,040021,4,1,90527679041
201505,040072,2,3,26253
201605,040012,1,0,64662185256
201501,040044,1,4,167
201510,040072,3,4,1226
201602,040036,1,0,1401174789
201503,040002,1,4,10234
201512,040014,1,1,41847048390
201510,040021,3,4,382
201601,040002,1,1,9733421133
201603,040044,3,2,190957020
201505,040014,2,3,20449
201512,040044,5,2,23582198
201608,5,4,0,1.32638E+12
201501,040002,4,1,1.31742E+11
201508,040021,1,1,4300030725
201509,040072,1,1,10075767989
201502,040012,4,0,2.20263E+11
201501,5,3,2,2615806048
201503,040012,5,1,3045917955
201508,040072,2,3,25670
201601,040036,5,1,43712223018
201512,040014,4,4,1580
201505,040002,2,3,38766
201601,040036,1,2,180754605
201503,040002,4,1,1.38368E+11
201503,040036,2,4,2735
201505,040002,4,3,3651
201507,5,4,4,4990
201612,040072,3,3,2907
201507,040021,3,2,266801185
201604,040014,1,1,42104831121
201605,040072,3,0,7692558036
201502,040014,3,0,10678712266
201508,040044,2,1,3676916349
201508,5,4,3,346819
201508,5,4,4,5020
201601,040036,4,0,1.12127E+11
201503,040002,4,2,148378484
201611,5,1,4,266058
201502,040044,1,1,1275153855
201503,040072,1,0,11144916419
201501,5,4,4,4950
201602,040014,4,1,1.73589E+11
201601,040036,4,2,2808663404
201502,040012,4,4,1786
201506,040021,5,3,55
201509,040014,2,1,31105989215
201512,040072,3,4,1189
201510,040012,5,0,3314416433
201503,040012,2,4,14126
201501,040036,2,0,2278829136
201608,5,4,4,5883
201608,040021,2,2,516074384
201504,040072,5,1,7857865785
201610,040012,5,0,4929500104
201510,040036,1,3,4059
201510,040044,1,4,181
201604,040021,3,3,5274
201505,040021,1,2,210521062
201508,040044,3,0,3309832604
201604,040014,1,4,40611
201602,040021,4,0,1.13006E+11
201607,040014,4,1,1.90562E+11
201611,040012,5,0,5110299696
201604,040044,4,2,1424334080
201502,5,1,0,1.35176E+11
201509,040036,2,2,319987353
201501,5,4,2,27822776754
201501,040044,5,1,1624018615
201610,040036,3,3,312
201612,5,4,3,392279
201604,040021,4,3,88562
201604,040036,1,3,13286
201508,040072,1,3,19372
201605,040012,5,4,12
201504,040036,4,3,2089
201503,040002,1,2,59444543
201504,040036,2,2,359935621
201608,5,3,0,66531926761
201605,040072,5,2,1701591314
201511,040072,3,3,2535
201611,040044,1,0,1962119638
201502,040012,4,3,178822
201611,040072,4,3,4457
201606,040044,1,3,245
201602,040014,3,3,3623
201512,040002,1,3,13067
201607,040021,5,4,10
201502,040021,1,0,4745066783
201606,040014,5,2,54652944
201609,040036,3,4,126
201509,040021,1,0,4553330795
201606,040012,4,2,2346715227
201502,5,2,1,1.52988E+11
201505,040014,2,4,12226
201507,040072,5,2,1729162427
201605,040014,1,0,43416514319
201502,040014,2,4,12408
201512,040002,4,2,45887707
201510,040014,2,0,32144653638
201502,040044,5,3,8
201609,040021,5,3,35
201611,040014,1,3,61004
201607,040021,5,0,3370406256
201610,040072,4,2,1475279885
201502,040036,3,1,841906882
201505,040012,2,3,35140
201601,040014,4,3,9305
201608,040002,3,2,65092531
201501,040072,3,3,3098
201509,5,2,3,194019
201601,5,5,3,741
201607,040002,4,0,1.69922E+11
201611,040012,3,0,13112791341
201507,040044,1,3,214
201503,040002,2,3,38273
201504,040012,5,0,2972659165
201503,040021,2,1,5782035080
201609,040002,3,1,9179001633
201505,040072,3,2,456849834
201505,040072,1,2,860936101
201506,040072,1,3,19194
201605,040072,5,3,71
201506,040072,4,2,4445488666
201612,040012,5,1,5200903257
201509,040002,4,1,1.53618E+11
201507,040014,1,1,39276363134
201610,040014,3,2,435757627
201609,040036,4,2,2727030706
201504,040044,2,2,236756471
201606,040012,3,2,576269521
201601,5,2,1,1.70755E+11
201603,040014,1,4,40483
201510,040002,2,4,32705
201509,040002,1,1,8514455561
201505,040072,4,4,1031
201507,040036,1,2,178960916
201505,040044,3,2,44845799
201607,5,2,4,77885
201612,040021,5,4,9
201611,040044,5,3,8
201607,5,5,0,83798003246
201611,040036,2,3,2653
201611,040012,3,1,12526923462
201603,040044,2,2,565334291
201508,040036,1,2,192916311
201609,040012,4,1,2.93518E+11
201504,040036,3,0,1024880162
201501,5,5,1,77490441980
201611,040044,2,2,595119690
201602,040014,4,0,1.78335E+11
201504,040072,1,3,18717
201604,040002,3,4,950
201611,040072,2,2,1582108836
201511,5,3,1,65647209056
201605,5,5,3,730
201602,040036,4,4,360
201611,040044,5,0,1800899645
201501,040044,2,1,3727967263
201611,040002,3,4,943
201511,040014,1,0,42683412351
201509,5,3,0,67969693669
201607,040012,1,0,66546721019
201503,040012,1,3,213913
201506,040014,1,2,1014362618
201506,040002,4,2,199458599
201609,040044,5,4,3
201608,040002,1,0,11319219947
201603,040014,4,2,4582983659
201507,040036,4,3,1952
201505,040014,1,3,53992
201607,040044,3,1,3598383312
201608,5,4,3,382195
201511,040012,2,3,36919
201602,040014,2,3,20671
201512,040014,4,0,1.76974E+11
201505,040014,4,4,1498
201508,040002,2,1,26519162912
201505,040002,1,2,79042933
201507,5,3,1,66283219922
201503,5,1,0,1.37541E+11
201606,040044,3,3,357
201608,040012,3,3,17962
201611,040012,5,4,13
201609,040072,5,4,17
201606,040021,2,0,6520026681
201506,040014,4,4,1523
201508,5,2,3,194179
201506,040036,3,1,790017342
201510,040036,3,1,769290025
201611,040021,2,1,6477469857
201510,040002,2,3,40615
201602,040002,4,0,1.62311E+11
201610,040036,4,2,2652765637
201609,5,5,4,99
201504,5,5,3,740
201603,040021,4,1,1.0342E+11
201605,040002,1,0,10445458064
201602,040002,3,2,43637703
201512,040012,1,4,150654
201607,040044,3,3,358
201602,040072,2,1,25596018513
201512,040036,1,4,2793
201604,040044,1,1,1706561219
201601,040014,5,4,16
201602,040012,1,3,211379
201511,040072,2,3,25000
201606,5,5,2,2151486320
201601,040014,5,2,54652944
201512,040021,2,0,6322008430
201605,040044,1,3,240
201612,040012,2,3,40052
201611,040014,3,1,10821684739
201501,040072,2,0,29636588725
201502,040014,3,3,3589
201510,040002,4,4,1263
201506,040072,5,1,7851333429
201508,040002,2,0,26934256901
201501,040036,3,3,559
201608,040021,4,3,93030
201511,040044,2,0,4311517370
201504,040021,1,3,56138
201501,040021,5,1,5487075843
201611,040072,5,3,59
201506,040044,3,1,3225702188
201604,040021,2,1,5899309948
201509,040072,3,4,1225
201609,040012,3,3,18357
201603,5,2,0,1.8219E+11
201606,040036,4,3,1611
201610,040072,5,4,17
201505,040036,1,0,1794209927
201505,040002,2,4,31149
201512,040002,4,3,3986
201504,040072,2,4,16208
201505,040044,3,1,3125547237
201610,040072,4,0,1.36838E+11
201609,040014,1,3,58563
201603,040012,3,1,12438770155
201503,040002,2,0,25578560502
201608,040012,5,4,12
201609,040036,5,2,416319
201603,040002,3,3,1606
201501,5,5,3,740
201601,040012,5,0,2917042615
201601,040021,3,3,4636
201509,040044,1,1,1410373584
201509,040014,4,3,9198
201509,5,1,0,1.49814E+11
201610,040012,3,2,570068167
201605,040014,4,1,1.63692E+11
201509,040036,1,2,180924987
201606,040014,1,0,43901340220
201509,040012,1,0,56952434661
201611,040002,4,0,1.87884E+11
201608,040044,5,3,7
201502,040012,5,1,3192881279
201603,040036,1,2,286861673
201602,040012,2,1,24734860371
201504,040014,1,3,54724
201503,040021,5,3,52
201508,040012,2,3,36224
201507,040002,3,4,1031
201607,040021,1,4,16927
201612,5,1,1,1.7157E+11
201610,040012,5,1,4929500104
201609,5,1,4,262522
201602,040036,3,3,390
201511,040014,1,3,55904
201610,040044,3,4,235
201601,040072,3,1,7452468040
201506,5,5,4,130
201502,040072,2,3,27791
201511,040044,5,4,4
201510,040012,2,0,25340259993
201611,040012,3,4,1602
201501,5,1,3,414440
201505,040012,2,2,1037132793
201611,040014,5,3,84
201612,040014,5,1,2995084333
201606,040014,5,1,2804403864
201601,040012,5,1,2917042615
201511,040072,3,4,1208
201505,040021,4,1,89062171311
201602,040044,3,4,225
201608,040021,2,1,6184263803
201602,040036,2,2,324070224
201506,040036,3,3,528
201611,040021,2,2,568732443
201507,040014,5,4,21
201502,040021,2,2,418866836
201508,040012,5,4,13
201603,040012,4,0,2.69155E+11
201609,040072,5,1,6836195625
201501,040021,1,2,200468017
201505,040072,5,2,1729832948
201506,040036,4,0,1.06082E+11
201607,040072,5,4,18
201610,040002,3,0,9044275650
201506,040072,5,4,24
201612,040044,2,1,4143841068
201601,040036,2,4,2021
201501,040002,5,3,5
201605,040014,1,1,42267286416
201608,5,5,4,101
201608,040036,2,0,2156413194
201610,040072,2,3,33438
201604,040014,1,3,55833
201611,040044,1,4,438
201502,040021,4,1,96794814607
201504,040072,1,1,10167671027
201505,040036,3,2,205800570
201609,040044,4,3,1127
201612,040044,3,1,3598538677
201503,040044,3,0,2817813082
201504,5,3,2,2430853820
201508,040012,1,2,2638581907
201608,040014,3,0,10980546090
201508,040002,4,4,1251
201608,040014,5,2,54652944
201511,040014,4,3,9439
201603,040002,1,1,9910176007
201603,040002,2,0,30448391017
201510,040072,2,0,27460146171
201604,040021,5,4,11
201610,040021,5,1,1528078118
201509,040044,5,2,31352198
201505,040014,5,3,130
201607,040014,2,4,12792
201603,040012,4,4,1902
201604,040012,1,0,63722688876
201506,5,5,2,2004362951
201509,040021,3,4,384
201509,040036,5,4,20
201602,040072,4,4,1182
201509,040072,3,3,2598
201608,040021,5,2,398417317
201501,040072,2,1,26967125092
201605,040002,2,3,42582
201501,040002,3,2,28007596
201508,040014,4,2,5615990628
201606,040044,2,4,433
201501,040002,3,1,8784489543
201511,040012,4,3,214186
201506,040021,2,4,6854
201507,5,1,2,5810780097
201608,040014,4,4,1616
201601,040012,4,0,2.69642E+11
201503,040021,5,1,5290655866
201507,040072,4,1,1.11038E+11
201504,040072,3,1,8259833478
201502,040014,2,2,895804815
201609,040021,1,4,16448
201607,040044,1,4,208
201510,040036,2,1,2081169192
201608,040044,2,3,562
201602,040044,5,0,1747628074
201601,040072,1,3,20307
201603,040044,2,4,421
201604,040044,5,1,1741669499
201611,040021,3,2,264962942
201611,040021,3,0,3202039166
201609,040044,2,1,3856419700
201504,040044,4,0,52353637745
201609,040021,1,3,44028
201502,040021,1,4,19269
201508,040072,3,3,2633
201611,040044,2,0,4763460818
201601,040014,4,0,1.80005E+11
201604,040012,5,0,2673496320
201602,5,5,1,77671678346
201612,040002,5,3,4
201608,040012,2,2,1341192726
201607,040014,4,3,9123
201503,040036,1,1,1456239427
201602,040021,1,3,51163
201603,5,2,1,1.74384E+11
201602,040002,4,4,1247
201506,040014,5,1,3815282278
201606,040044,5,1,1725093888
201604,040014,2,3,20627
201505,040002,1,0,7821155313
201506,040021,1,0,4525984838
201604,040002,1,4,11060
201609,040072,3,2,430042664
201605,040021,2,0,6512417627
201507,040036,2,1,2021088669
201604,5,4,0,1.20758E+12
201605,040014,3,4,1317
201506,040002,2,4,31244
201608,040014,3,3,3389
201506,040072,5,0,9581469688
201507,040044,3,3,337
201608,040072,5,3,61
201606,040012,1,2,3356232545
201607,040021,3,3,5578
201510,040012,4,3,212964
201606,040012,5,1,2556556783
201508,040002,5,3,3
201608,040072,4,1,1.29568E+11
201603,040036,1,4,11655
201603,040036,1,0,2167985126
201509,040072,3,0,7961753281
201608,040072,4,2,3009082556
201611,040014,5,1,2968920565
201612,040014,2,4,13517
201509,040072,5,0,8557310244
201607,040036,3,2,149183483
201602,040036,1,3,3423
201510,040021,3,1,2900807296
201612,5,5,2,2126039228
201511,040072,2,0,27503523790
201502,5,5,2,2043297715
201502,040036,5,1,34169667764
201505,040044,1,4,173
201609,5,1,1,1.68432E+11
201512,040002,2,4,33014
201507,040002,1,3,12415
201504,5,2,0,1.62423E+11
201603,040044,4,0,68828435649
201501,040014,1,0,36584273196
201611,040002,3,3,1558
201509,040021,1,4,17986
201503,040044,2,2,197698134
201501,040012,3,0,13751835132
201508,5,1,4,232120
201607,040036,4,4,414
201607,040012,1,1,63120442664
201508,040014,4,3,8920
201608,040012,4,2,2361646416
201608,040044,3,0,3680966559
201504,040021,2,0,5915197024
201510,5,2,4,70246
201612,040072,5,4,17
201601,040021,1,2,250294643
201608,5,2,4,78530
201604,5,5,0,82952755007
201607,040044,1,0,1743129846
201606,040044,3,0,3723331944
201502,040072,1,1,10367785399
201607,040002,2,4,35403
201609,040072,3,0,7140877313
201505,040036,5,2,405647
201512,040072,5,0,8914695768
201604,040014,5,0,3036416928
201512,5,4,1,1.17264E+12
201512,040002,5,4,3
201612,040021,2,2,567948698
201501,5,5,2,2043330849
201608,040002,4,2,133955564
201603,040036,2,3,3402
201606,040002,4,1,1.59711E+11
201508,040044,5,0,1572858221
201606,040012,4,1,2.83781E+11
201601,040012,1,2,2748442394
201608,040072,1,0,12741691346
201604,040072,4,0,1.28654E+11
201510,040072,3,0,8013132724
201606,040036,3,0,898266403
201512,040012,4,1,2.51072E+11
201608,040044,2,0,4443276430
201605,040021,5,3,38
201501,040036,1,1,1485314079
201511,040044,4,0,64747982433
201512,5,4,2,25314952167
201610,040002,3,3,1573
201511,040012,3,1,12659582255
201511,040012,2,1,24366841339
201504,040002,2,1,25109520391
201511,040014,5,0,3522897635
201604,5,3,3,41680
201605,5,4,1,1.21976E+12
201605,040036,4,1,1.01101E+11
201604,040072,4,3,4097
201501,040014,3,0,10692626833
201612,040021,2,1,6634371851
201507,040072,4,3,3509
201501,040012,2,4,13874
201602,040021,2,2,534622659
201503,040012,2,1,22029238569
201511,5,2,3,197281
201609,5,3,2,2910696546
201503,040012,5,0,3045917955
201609,040036,2,2,316648513
201503,040014,1,0,38354089907
201502,040002,1,2,69217678
201512,040044,4,3,1048
201605,040072,4,1,1.28117E+11
201605,040002,3,1,8682505971
201611,040021,5,4,9
201610,040002,4,4,1260
201607,040002,5,1,1435735179
201511,040036,2,1,1970076646
201506,5,1,4,224485
201507,040036,5,2,0
201510,040036,3,2,194298787
201510,040012,2,2,1101748595
201512,040021,4,4,661
201602,040012,5,3,37
201609,040002,3,0,9286525779
201606,040072,5,3,59
201609,040036,4,4,402
201506,5,3,1,65904110689
201609,040014,1,0,45384282474
201512,040044,2,2,575352358
201604,040021,3,0,3278069050
201612,040014,4,0,1.97667E+11
201611,5,4,0,1.43122E+12
201604,5,2,0,1.82899E+11
201511,040012,2,0,25398889967
201602,5,5,4,111
201610,040072,4,1,1.35363E+11
201510,040036,4,3,2013
201602,040044,4,2,1307391693
201603,040012,1,3,215242
201512,040014,5,3,123
201604,040044,3,3,343
201609,040072,5,2,1690504955
201506,040021,3,1,3034536246
201512,5,5,2,1783285462
201502,5,4,3,309831
201608,5,4,1,1.30387E+12
201507,040014,4,3,8939
201603,040036,3,4,154
201603,040002,2,4,33845
201610,040021,2,1,6244477360
201607,040021,1,2,396996291
201603,040014,1,1,42123916848
201606,5,1,1,1.62727E+11
201605,040014,2,2,929058150
201612,040072,3,2,372137576
201605,040014,5,3,96
201603,040021,4,0,1.12848E+11
201612,040012,1,0,67111422990
201611,040014,5,4,15
201612,040072,1,4,23359
201602,040021,1,0,4674607867
201508,040014,3,3,3546
201605,040002,4,2,50666346
201607,040002,4,3,3820
201507,040036,2,2,331866517
201607,040012,2,3,37043
201509,040036,3,0,981779097
201608,040044,1,3,258
201611,040072,3,2,411709608
201502,040072,3,4,1372
201507,040044,1,1,1389048201
201607,040002,3,0,8732285626
201503,5,4,1,1.01238E+12
201510,040002,3,1,8903705204
201607,040021,4,3,95845
201608,040021,5,1,2924382092
201604,040036,2,3,3355
201609,040036,3,1,684124286
201609,040036,4,0,1.16058E+11
201509,040014,1,4,40140
201604,040036,4,0,1.01655E+11
201512,040002,3,0,8996844636
201504,040072,2,0,28032920928
201509,5,4,1,1.11633E+12
201610,040036,2,3,2734
201509,040012,1,3,189226
201603,040036,5,2,319898
201604,040012,4,4,1903
201609,040072,3,4,1384
201505,5,4,4,4954
201605,5,4,4,5737
201602,040012,5,0,2797211302
201501,5,3,1,66037845767
201503,040044,4,3,946
201603,040014,4,3,9110
201605,040012,2,1,25359260942
201508,040012,3,0,13495885344
201608,040021,2,0,6700338187
201612,5,4,2,16110136701
201503,040021,3,0,3341014949
201611,040012,2,4,16526
201601,040036,5,2,319898
201506,040021,2,2,525486268
201612,040036,4,3,1716
201612,5,5,0,80854520030
201603,040072,4,1,1.28182E+11
201509,040021,4,1,92423691971
201502,040014,1,1,36434736961
201502,040036,3,2,237474836
201509,040002,1,3,12649
201506,040044,2,2,251889329
201602,040044,3,1,3573248160
201609,040036,3,0,832960191
201503,040021,2,0,6192691116
201512,040012,1,3,206134
201506,040014,4,2,6048532389
201601,040036,2,2,329610646
201502,040012,1,1,47880103155
201509,040072,5,4,22
201509,5,3,3,38967
201612,5,3,4,4421
201611,040072,1,4,23493
201511,5,3,2,2674776614
201512,040014,5,0,3482610679
201510,040012,1,2,2647597702
201612,040012,2,2,1326454018
201606,5,4,4,5834
201602,040044,3,0,3766826905
201510,040014,1,1,41641129273
201506,040002,3,0,8882715185
201612,040012,1,4,161249
201608,5,1,3,447000
201605,5,3,2,2817759853
201502,040012,2,1,21622578072
201507,040012,4,3,202596
201606,040072,1,3,31416
201612,040002,4,1,1.85029E+11
201601,040021,3,0,3144947981
201505,040021,2,1,5513146479
201512,040014,3,3,3606
201510,040012,3,4,1581
201511,040021,4,2,9875597816
201605,040012,5,1,2622812776
201502,040072,1,4,15915
201609,5,2,1,1.85183E+11
201605,040012,3,2,561900286
201604,040072,3,2,410420141
201605,040072,1,2,801497696
201509,040036,1,1,1444377945
201501,040044,4,2,1035661298
201512,040012,1,0,58808218805
201506,040012,1,1,50429245918
201508,040021,2,1,5639489129
201512,040012,2,2,1027907850
201509,040002,5,4,2
201606,040021,1,3,47294
201509,040072,4,1,1.12912E+11
201509,5,1,1,1.43938E+11
201607,040012,2,0,26666013325
201511,040021,4,1,95995662590
201507,040012,3,4,1599
201502,040014,5,1,3587178189
201605,040014,3,2,381889105
201501,040012,4,3,182181
201503,5,3,0,68259492583
201509,040021,5,3,56
201501,040072,2,2,2669463633
201610,040002,3,2,133211744
201511,040021,2,4,7106
201607,5,3,3,39304
201604,040021,5,1,2959104875
201606,040014,1,2,1223624289
201601,040044,2,0,4090560362
201503,040014,3,4,1340
201605,040072,3,2,433375967
201611,040012,3,2,585867879
201502,040012,2,0,22600581859
201607,040002,3,1,8668330166
201506,040002,2,3,38698
201610,040036,2,2,298051324
201608,5,1,2,7568421978
201509,040012,2,4,13559
201603,040072,5,4,21
201505,040044,1,2,66947552
201604,040072,5,2,1701804758
201603,040012,3,0,12955750902
201503,040072,4,2,4298677519
201508,040012,3,4,1600
201501,040002,3,4,1031
201609,040036,5,0,50081342328
201510,040044,3,0,3261265511
201502,040014,4,1,1.42914E+11
201612,040021,4,1,1.1945E+11
201602,040002,4,2,44247241
201512,5,4,0,1.19795E+12
201509,040002,4,3,3744
201612,040044,5,3,8
201501,040021,4,4,671
201612,040036,1,3,9885
201605,040044,2,2,553418603
201604,040014,5,4,15
201610,040002,5,1,988813508
201509,040012,1,2,2537548556
201512,040014,4,3,9503
201507,040012,2,3,35793
201508,040021,4,3,102924
201601,040002,1,3,13143
201509,040036,3,2,193343881
201505,040012,4,4,1777
201506,040072,4,0,1.1243E+11
201607,040021,1,0,4600036233
201612,040036,5,0,43575401372
201609,040014,4,0,2.09037E+11
201512,040044,1,4,184
201607,040044,2,1,4053278359
201507,040072,1,4,14894
201505,040044,5,4,5
201607,5,4,4,5870
201611,040021,1,2,395528059
201603,040021,2,2,521260463
201508,5,1,0,1.46561E+11
201611,040036,5,0,48502657178
201609,040044,5,3,7
201508,040012,4,2,3481673485
201502,040012,3,3,16209
201510,040002,4,2,57509377
201612,040072,2,4,19630
201501,040036,4,4,400
201509,040014,5,1,3459344581
201509,040021,4,3,98694
201605,040021,5,2,403174054
201601,5,1,1,1.53285E+11
201612,5,3,0,67564790372
201504,040002,4,1,1.36489E+11
201609,040012,5,4,12
201608,040072,5,0,8496911258
201502,040012,1,0,50163636102
201610,040014,1,4,43549
201507,040012,4,0,2.33407E+11
201606,040012,3,1,12238916479
201505,040036,5,1,40561130730
201610,5,4,2,17278983598
201609,040044,1,0,1901060690
201506,040002,4,4,1241
201612,5,3,3,38386
201504,040012,4,0,2.33756E+11
201508,5,3,3,39580
201607,040072,2,3,32606
201607,040072,1,0,12522157508
201512,040002,1,2,91982219
201607,040012,1,4,161187
201506,040044,3,3,327
201602,040044,4,1,69093840266
201602,040014,1,1,41981684075
201504,040036,2,4,2717
201501,040036,3,1,852234090
201501,5,1,0,1.3342E+11
201610,040036,5,3,373
201501,040014,1,1,35540480539
201602,040021,2,1,5777966924
201501,040012,5,3,38
201502,040044,5,1,1624611523
201510,040036,5,1,40974784398
201607,040044,3,0,3782141620
201612,040036,4,0,1.29385E+11
201601,040002,4,4,1273
201503,040014,5,1,3598331595
201508,040012,1,1,53170392169
201607,040012,1,2,3426278355
201507,040044,4,1,54149937432
201507,5,4,1,1.05153E+12
201504,5,3,0,67353323153
201604,040012,3,3,20193
201602,040002,4,3,3764
201604,040072,1,1,11204967565
201507,040012,4,2,3392764638
201609,040036,4,1,1.13331E+11
201609,040044,4,0,80442844988
201508,040021,1,0,4567862219
201603,040012,1,1,60065898869
201609,040014,3,1,10859693583
201604,040036,4,4,437
201607,5,4,2,22609789462
201508,040044,2,3,498
201511,040002,3,2,105217859
201511,040014,2,1,31811576910
201602,040014,5,0,3365417669
201606,040036,1,4,10688
201506,040014,3,2,415602215
201504,040014,2,3,20650
201602,040002,3,0,9048131002
201506,040044,1,4,174
201505,5,4,1,1.05319E+12
201501,040036,5,0,33929841943
201509,040002,1,0,8607493941
201507,040044,4,4,539
201504,040002,2,4,30889
201505,040014,5,1,3784054926
201604,040012,5,4,12
201506,040014,2,2,863660948
201610,040021,4,2,4605190590
201604,040072,1,4,23362
201506,040044,4,3,978
201510,040036,5,0,40975104296
201507,040021,3,4,392
201504,040036,1,4,3522
201501,040036,3,4,221
201502,040012,3,4,1673
201607,040036,2,3,3085
201512,040002,3,1,8905275738
201608,040014,2,0,34503512999
201603,5,1,0,1.64502E+11
201609,040036,5,3,373
201506,040002,5,1,533391528
201501,040021,2,2,393171559
201610,040002,2,3,44840
201505,040036,3,3,531
201609,040021,4,1,1.1393E+11
201506,040044,3,2,113041237
201608,040036,1,0,1845676842
201502,040072,2,0,28844383123
201506,040021,2,0,5963908085
201605,040014,2,3,20834
201501,040036,4,0,1.02154E+11
201507,040014,2,2,913040524
201506,040014,2,3,20621
201604,040036,3,1,735927547
201509,040036,2,1,2115696304
201604,040014,2,0,33687736010
201607,040014,3,2,451111556
201505,040014,5,2,273501145
201609,040044,1,1,1833128423
201505,040002,5,1,527365238
201609,040002,2,1,33065937811
201510,040014,2,4,12313
201609,040014,2,2,930868944
201604,040014,2,1,32708920576
201508,040036,2,1,1998963390
201604,040044,3,0,3630930893
201601,040021,1,4,17358
201506,040044,5,0,1536775478
201506,040036,4,2,3072588836
201609,5,4,1,1.34275E+12
201606,040021,5,0,3363889866
201505,5,1,3,387555
201507,040072,3,1,7978215020
201609,5,2,4,79361
201507,040014,5,3,125
201610,5,2,1,1.88474E+11
201504,5,5,2,2003409762
201504,040012,3,4,1641
201510,5,3,1,65397496298
201502,5,2,4,68470
201606,040021,2,2,546188349
201605,040002,5,4,3
201503,040014,2,0,29476074921
201503,040002,4,0,1.38517E+11
201501,5,1,2,5619965726
201503,5,2,2,7103555464
201504,040072,4,1,1.07233E+11
201610,040012,4,4,1958
201501,040072,1,1,10545347065
201501,040072,5,0,14319369626
201607,040002,4,4,1273
201606,040014,3,1,10847114832
201507,5,4,2,28776301401
201609,040021,2,3,22772
201504,040021,1,2,196471606
201609,040072,4,2,2965632210
201502,040014,2,3,20762
201507,040002,2,1,26551636977
201512,040021,4,1,99496197153
201505,5,3,1,66163406904
201602,040012,4,3,206802
201501,040014,2,2,909446977
201612,040021,1,2,372370355
201610,040012,4,0,2.83769E+11
201605,040012,4,3,209425
201607,040012,5,4,12
201603,040021,2,4,7413
201503,040044,4,1,47795820189
201612,040072,4,2,1451407640
201601,040002,4,2,62970970
201507,040012,5,3,39
201501,040072,3,0,8986740574
201602,040014,2,1,31960098454
201508,040036,5,4,21
201507,040014,4,4,1508
201603,040072,4,0,1.31026E+11
201601,040044,4,3,1042
201611,040072,5,2,1677770905
201511,040002,1,0,9435871645
201607,040002,5,3,7
201608,040014,2,1,33615942236
201607,040072,2,1,25817454992
201601,040044,5,3,7
201606,040044,4,2,1452061716
201610,040014,5,1,2720492689
201512,040012,3,1,12610448516
201505,5,2,4,68237
201503,040036,2,0,2245594410
201602,5,5,0,79843358476
201504,5,5,0,80244323733
201509,040014,5,3,116
201507,5,3,3,39370
201607,040021,4,2,6538779803
201505,5,5,4,129
201611,040014,2,1,35674621878
201611,040044,3,0,3725446879
201611,040044,4,3,1135
201506,040072,5,2,1730136259
201611,040036,1,3,10226
201609,040002,4,2,97779476
201501,040036,1,3,4715
201511,5,5,4,118
201610,040002,4,1,1.75499E+11
201505,040036,5,3,358
201507,040044,2,4,401
201603,040036,5,0,43637917076
201503,040014,4,3,9089
201502,040072,4,4,1056
201512,040014,1,3,56111
201511,040012,2,2,1032048628
201502,040014,5,2,313890141
201509,040014,1,1,41031134904
201512,040036,1,0,1460952634
201608,040036,1,2,249154457
201506,040014,3,1,10410183435
201611,040036,3,4,123
201604,5,2,4,76067
201605,040014,4,3,9230
201505,040036,2,3,3935
201607,040021,2,0,6583397527
201507,040072,1,1,10126643200
201507,040014,1,2,926770360
201607,040014,2,0,34259091498
201508,040002,4,2,141037743
201604,040002,2,4,34105
201607,040044,2,0,4598298801
201508,040012,4,3,198968
201601,040002,5,4,3
201505,040072,4,1,1.08695E+11
201608,040044,5,1,1770232785
201607,040021,2,4,7351
201506,040036,2,0,2353726786
201504,040002,2,2,396685115
201502,040012,3,0,14001724174
201511,040002,3,3,1722
201611,040072,2,1,26747296057
201509,040021,5,1,5854141279
201509,5,5,4,120
201612,040002,3,4,920
201601,040044,2,3,525
201509,040036,1,4,3177
201501,040002,2,2,360020743
201510,040012,1,4,144631
201508,5,5,0,80854130910
201605,040021,1,2,427212297
201507,040072,1,0,10972728671
201506,5,1,1,1.36483E+11
201505,040012,1,4,136746
201507,040036,2,4,2599
201604,5,2,1,1.75166E+11
201609,040072,2,2,1777550538
201510,040072,5,2,1708211262
201611,5,2,2,7777427904
201508,040014,3,0,10761259932
201609,040002,5,3,6
201512,040021,1,1,4515731997
201505,040014,1,2,1072243477
201604,040014,4,2,5053744704
201612,040036,5,3,375
201505,040036,4,1,1.08112E+11
201509,040044,2,4,409
201507,040044,5,3,7
201611,040021,1,3,39103
201608,040021,4,1,1.08685E+11
