cve_periodo,cve_institucion,cve_TEC,cve_dato,saldo
201604,040044,5,2,0
201612,040036,1,0,1562328989
201512,5,3,0,68487237908
201604,040021,3,2,228600317
201509,040072,2,4,15776
201604,040072,3,1,7402078746
201612,040021,5,3,32
201612,040012,2,4,16548
201505,040072,2,1,25686006843
201503,5,4,2,27759529297
201601,040012,5,3,39
201512,040044,5,4,4
201507,040036,1,0,1756040708
201505,040012,4,3,197361
201603,5,3,2,2660722793
201609,040002,1,3,13864
201502,5,2,3,194562
201501,040036,2,3,3972
201610,040021,4,3,82646
201503,040014,1,2,1024105903
201612,040036,1,2,252528894
201505,040002,2,1,25681853803
201506,5,2,0,1.65596E+11
201612,040044,2,2,613034093
201608,040044,3,4,234
201503,5,5,2,2046449924
201502,040002,4,0,1.29621E+11
201601,040036,2,3,2987
201506,040021,2,1,5438421817
201512,040014,5,2,54652944
201602,5,2,4,74692
201507,040072,3,2,419884667
201608,040012,2,0,26626846277
201601,040044,3,1,3438277952
201504,040072,3,3,2886
201612,040012,1,1,63427948322
201505,5,3,3,39095
201507,5,2,4,68912
201512,5,2,4,70814
201603,040002,3,0,8676436364
201501,040036,2,1,1927138926
201511,040002,3,0,9105860627
201502,040012,5,4,13
201504,040002,4,4,1231
201511,5,5,3,736
201502,040002,4,3,3605
201512,040072,2,3,24857
201610,040044,5,4,3
201507,040002,1,0,8156350526
201507,040021,4,4,651
201602,040021,3,3,4701
201602,040002,5,1,1378929751
201508,5,2,2,7538392143
201507,040021,1,2,248877725
201601,040002,2,4,33231
201610,040002,1,4,11370
201612,040036,5,1,43572247009
201511,5,1,0,1.55757E+11
201610,040002,4,0,1.75609E+11
201509,040014,2,4,12312
201504,040021,1,0,4596631499
201504,5,3,3,38854
201609,040021,2,2,539939444
201510,5,5,1,79116576682
201505,040014,4,2,5980948643
201610,040036,4,0,1.15865E+11
201604,040044,4,0,71341214183
201504,040021,4,3,96760
201605,040072,4,3,4257
201610,040014,5,4,15
201503,5,2,3,195056
201602,040012,2,4,14584
201607,5,3,0,67193322405
201511,5,5,0,80597911924
201602,040044,1,0,1670179983
201504,040021,5,1,5205105737
201507,040002,2,3,39005
201610,040012,1,4,159667
201504,040002,3,1,8738161428
201602,040036,5,3,395
201508,040002,2,2,415093989
201606,040044,1,1,1711908587
201605,040044,3,3,353
201501,5,4,1,9.95434E+11
201507,040012,1,3,194130
201510,040072,1,1,10195049936
201601,5,4,4,5205
201507,5,4,3,351716
201505,040036,4,2,3578532966
201601,040044,3,0,3602930612
201504,040021,2,3,27385
201606,5,1,3,439219
201509,040012,3,1,12779276264
201607,040072,5,0,8211836138
201501,040014,2,0,29033991315
201501,040036,3,2,243182030
201508,040044,5,4,4
201510,040012,4,2,3314813292
201503,040072,4,1,1.03445E+11
201609,040002,4,1,1.73288E+11
201508,040014,2,2,982293935
201508,5,5,3,754
201503,040021,3,1,3100067643
201610,5,2,4,79773
201510,5,3,0,68137822171
201501,040044,3,1,3171059448
201612,040014,4,2,2943951169
201502,040012,3,2,592679193
201502,040044,2,0,3894993454
201604,040044,3,2,179725987
201507,040002,3,2,142309052
201505,040021,3,3,5722
201510,040044,3,2,165192768
201604,040012,2,4,14907
201503,040002,3,3,1846
201510,040021,2,0,6341720962
201612,040014,5,0,3049737277
201607,5,1,3,438591
201608,040012,3,2,569059403
201611,040002,5,0,1068923160
201504,040012,2,0,23270933950
201603,040021,3,1,3231783854
201603,040072,2,1,25718949296
201612,040002,4,0,1.85125E+11
201603,040021,5,0,3384711325
201608,040021,5,4,10
201605,040014,3,0,11504231234
201504,040014,2,0,29967996932
201501,040072,3,1,8465412543
201606,040002,4,2,49665141
201502,040044,3,0,3073768022
201612,040072,3,0,7283777521
201512,040044,3,2,162488411
201507,040021,2,4,6905
201603,040014,5,1,3100095148
201608,040002,2,3,44242
201604,040036,3,0,876126349
201612,040014,1,4,44753
201609,040012,5,3,37
201611,040012,2,2,1341692109
201612,040036,3,3,296
201506,040002,1,3,12255
201601,040012,1,0,60315778954
201602,040044,1,2,47593598
201611,040072,1,0,13117622324
201602,040014,5,3,104
201601,040012,3,0,13122417831
201501,040002,4,3,3659
201504,5,4,1,1.03776E+12
201604,040002,4,3,3691
201501,040012,2,0,22595415294
201610,040036,3,4,127
201509,040012,4,0,2.49576E+11
201604,040002,5,4,3
201505,040014,4,1,1.56281E+11
201605,040036,4,2,2809621701
201612,040002,4,3,4081
201612,040021,1,1,4369656729
201610,040014,1,0,45553927734
201601,040014,4,4,1573
201502,040014,1,3,54648
201504,5,1,3,417420
201606,040036,3,1,747579605
201505,040014,5,0,4057556071
201507,040044,2,0,4074643132
201506,040044,4,2,952078365
201601,040021,2,2,490124095
201603,5,2,4,75462
201601,040012,3,2,533463921
201511,040012,5,0,2858756858
201509,040036,2,0,2435683657
201501,040012,1,4,153383
201512,040012,2,4,14282
201611,040002,3,1,8950131741
201502,040044,1,2,73410166
201611,040021,3,4,397
201508,040044,3,3,324
201610,040036,3,0,877838672
201604,040036,1,1,1920982951
201601,040044,1,2,50754598
201612,040021,4,3,88987
201512,040072,4,1,1.23809E+11
201502,040036,3,3,567
201510,040002,5,0,396287579
201607,040021,4,0,1.15918E+11
201511,040002,4,3,3864
201507,040002,5,0,391492531
201504,040002,1,0,7622545156
201502,5,2,2,7531628966
201602,5,5,2,2171680130
201612,040014,5,2,54652944
201605,040044,4,2,1450202122
201502,040036,4,0,1.00098E+11
201508,040036,4,2,4054362742
201603,040044,5,4,4
201602,040044,2,1,3627747667
201501,040044,2,3,480
201510,040072,4,3,3437
201602,040021,5,0,3500633779
201604,040002,4,4,1251
201602,040002,5,0,1378929751
201503,040002,3,1,8969789962
201610,040021,5,0,1922823277
201603,040021,2,0,6371338271
201510,040044,1,0,1480144783
201607,040002,1,4,11251
201603,040012,4,3,201323
201603,040021,5,2,405251295
201503,040002,1,3,12181
201610,040021,1,0,4790011313
201511,040014,4,4,1561
201502,040044,2,4,379
201612,040072,5,1,6573005597
201601,040012,3,3,17876
201602,040072,2,0,27581493930
201602,040044,1,3,217
201607,040012,4,3,227475
201603,040014,3,3,3665
201603,5,4,1,1.18361E+12
201507,040036,5,1,40794260554
201608,040012,3,1,11853101851
201606,040014,5,0,2859056808
201606,040072,2,4,19718
201608,040014,3,2,483873180
201612,5,3,1,64854878564
201506,040014,1,4,39276
201610,040044,2,0,4581842316
201510,5,4,1,1.11465E+12
201504,040036,1,3,4700
201606,040021,2,1,5973838332
201610,040072,2,1,26743361404
201508,040002,4,0,1.46672E+11
201509,040014,2,3,20570
201603,040014,5,4,16
201501,5,2,3,195717
201608,040014,5,1,2746483073
201501,040044,2,4,383
201603,040044,3,3,339
201504,040021,3,3,5766
201509,040021,2,1,5787016019
201512,040036,5,4,20
201504,040002,5,3,4
201510,040044,1,1,1429390185
201510,040036,3,4,170
201601,040002,4,0,1.66744E+11
201503,040021,2,4,6917
201504,040002,3,3,1813
201603,040002,4,0,1.48477E+11
201606,040002,4,3,3828
201503,040002,3,4,1016
201509,040014,2,0,32103221055
201501,040002,2,1,24566591594
201606,040012,4,4,1962
201604,5,1,4,259454
201511,040012,3,0,13203887014
201608,040014,1,2,1165594561
201601,040002,4,3,3829
201608,040012,2,3,37335
201506,040012,5,3,40
201506,040044,5,4,5
201505,040072,3,4,1292
201507,5,3,4,4398
201504,5,1,1,1.32874E+11
201505,040002,1,4,10306
201501,040072,5,3,80
201502,040014,4,0,1.4805E+11
201510,040072,5,4,22
201505,040044,2,2,253276950
201510,040021,3,0,3149105179
201507,040072,5,0,9425537696
201506,5,5,3,767
201508,040036,3,3,548
201609,040044,3,1,3663781550
201503,040014,4,2,5296866380
201611,040036,3,0,817212829
201504,040012,3,1,12505620497
201612,040012,2,1,27923966896
201509,5,2,2,7761675390
201510,040021,5,3,53
201611,040072,3,1,6849530933
201507,040036,3,0,1027767454
201504,040002,5,4,3
201607,040012,1,3,222183
201610,040036,2,4,1933
201502,040021,2,3,27983
201611,040072,3,4,1386
201507,040021,3,1,3070686339
201602,5,4,4,5491
201503,040021,2,3,27749
201608,040012,1,1,62863484339
201601,040021,4,1,1.0269E+11
201503,040014,2,3,21055
201605,040044,2,1,3813581778
201605,040014,1,2,1149227903
201508,5,4,1,1.07549E+12
201504,040044,1,2,68275791
201510,040021,4,3,99359
201510,040044,2,0,4372681106
201506,040036,5,4,21
201608,5,2,2,7759816842
201504,040036,1,2,175528491
201508,5,4,2,29722350828
201505,040012,5,4,14
201602,040014,1,4,40443
201607,040021,4,4,906
201604,5,1,1,1.59042E+11
201611,040021,5,2,394745159
201604,040072,5,3,69
201503,040072,5,0,13882024934
201507,040014,2,0,30969945795
201612,040036,2,3,2535
201505,040014,2,0,30240538463
201608,040012,5,1,2557659708
201611,5,5,3,671
201605,040002,1,1,10291605444
201601,040036,2,1,2182130647
201604,040044,5,4,4
201605,5,5,0,83256311294
201512,040021,2,1,5850953735
201511,040014,2,3,20819
201508,040014,4,0,1.57165E+11
201512,040044,3,3,336
201605,040044,4,0,72766246810
201501,040012,5,4,13
201512,040072,4,3,3454
201610,040072,5,2,1686014613
201602,040072,3,1,7390219447
201506,5,2,2,7495411835
201502,040021,4,3,89949
201503,040036,3,1,813671037
201603,040036,4,4,448
201608,040036,5,3,409
201502,040021,3,0,3537466666
201507,040012,5,4,13
201509,040036,2,3,3497
201509,040012,4,2,3306438813
201605,5,2,2,7720844722
201606,040002,4,0,1.59761E+11
201509,040072,2,0,27238511213
201505,040021,5,1,5147342731
201508,5,3,4,4366
201503,040036,3,2,230286750
201509,040036,5,1,41278923351
201607,5,5,3,705
201607,040002,1,2,158648793
201606,040014,2,1,33435258751
201608,040014,5,0,2801136017
201506,5,1,3,389332
201508,040021,2,0,6152336298
201611,040012,4,2,2197615328
201601,040036,3,4,154
201509,040072,5,3,67
201601,040002,5,3,5
201506,040012,2,4,13391
201605,040072,1,3,31295
201502,040014,5,3,122
201506,040021,4,2,9907388525
201602,040002,1,3,13230
201605,040044,2,0,4367000381
201601,040002,5,1,1399983876
201604,040036,2,0,2558689989
201602,040012,3,3,18854
201509,040072,5,1,6845875703
201505,040044,5,0,1695703293
201609,040021,1,1,4348924391
201609,040012,5,1,3558304306
201612,040036,3,0,824189253
201507,040014,3,1,10507359048
201505,040014,3,3,3621
201512,040014,5,1,3427957735
201610,040044,5,0,1765212061
201505,040014,4,0,1.62262E+11
201602,040072,1,0,11713235246
201604,040012,2,1,25121096476
201511,040072,1,0,10982101131
201603,5,3,0,68607765717
201606,040014,2,4,12559
201611,040072,1,1,12350330587
201601,040014,3,0,11907830790
201612,040072,1,0,13250078208
201608,040036,1,4,9848
201603,040002,1,2,97338826
201511,040012,4,2,2470121798
201501,040021,1,3,58134
201502,040012,4,2,3314732785
201601,040014,3,3,3531
201510,040021,4,0,1.03573E+11
201512,040014,2,0,32588417405
201604,040021,3,1,3049468733
201603,040014,2,4,12348
201507,040012,1,4,142714
201512,040044,5,3,7
201504,040002,1,4,10269
201606,040072,3,1,7259482682
201509,040044,1,4,188
201612,040072,4,1,1.4846E+11
201609,5,4,3,383383
201605,5,4,0,1.24373E+12
201605,040012,4,0,2.79125E+11
201603,040036,4,3,1739
201508,040021,5,1,5863052813
201602,040072,4,0,1.32377E+11
201611,040036,1,2,255174526
201604,040072,4,4,1267
201506,5,4,3,355108
201608,040036,3,1,696528511
201601,040044,1,3,216
201605,040072,4,2,3215178631
201602,040012,1,4,154543
201503,040012,3,1,13024865679
201611,040002,3,2,100347363
201505,040014,2,2,866819290
201507,040002,2,4,31514
201601,5,5,2,2180254317
201602,5,1,3,421221
201503,040012,5,3,39
201504,040044,5,4,5
201512,040014,2,2,1042876449
201508,040002,5,4,2
201609,5,4,2,21409150845
201511,040044,3,2,161385288
201609,040014,3,0,11322780385
201511,040036,4,3,1903
201609,040072,2,0,28236748703
201506,040002,4,1,1.39027E+11
201602,040012,2,3,36268
201503,040014,3,3,3639
201502,5,5,0,79265079436
201507,040014,5,2,54652944
201511,040002,2,0,29174775727
201609,040072,4,4,1339
201612,040002,2,3,45055
201609,040044,5,1,1764903352
201511,040021,5,3,50
201609,040044,3,2,178360118
201603,040072,3,0,7777362300
201601,040036,1,1,1246827914
201503,040021,4,1,89350210106
201610,040002,1,3,13897
201602,040036,3,4,152
201610,040014,5,3,81
201607,040044,2,2,545020442
201602,5,3,2,2761826081
201504,040012,1,3,214793
201509,040044,5,0,1565089537
201503,040036,2,3,3930
201510,040014,1,2,998591840
201507,040072,1,2,846085471
201503,040002,4,4,1218
201609,040036,1,4,9508
201509,040044,1,2,51423598
201603,040036,5,1,43637597178
201601,040072,5,3,67
201509,040002,3,0,8942086844
201611,040036,5,4,19
201512,040036,4,1,1.00207E+11
201511,040036,3,3,384
201605,040002,5,1,1411077714
201511,040002,3,4,1007
201607,040036,1,0,1870362488
201606,040002,1,4,11220
201611,040036,5,2,1056115
201603,040014,3,1,11179508709
201508,040014,2,3,20856
201501,040021,1,0,4640443555
201510,040012,4,0,2.51116E+11
201605,5,1,0,1.67604E+11
201602,040044,3,3,339
201505,040002,4,4,1235
201501,040044,2,0,3911603324
201604,040021,5,2,404346831
201503,040036,5,4,19
201601,040012,2,4,14430
201505,040002,5,3,4
201512,040072,4,2,2795964063
201502,040036,4,4,400
201501,040044,5,3,8
201507,040012,4,1,2.30014E+11
201512,040036,4,2,2820261505
201601,040044,4,1,70487202492
201510,5,1,3,397417
201504,040072,3,2,465655792
201601,040036,5,3,392
201504,040036,1,0,1648287591
201509,040072,2,2,2230563483
201511,040044,5,3,7
201608,040036,1,1,1596522385
201501,040012,1,0,49791699162
201609,040002,5,4,3
201507,040021,1,3,54263
201605,040012,2,0,26673982548
201510,040072,4,4,1009
201509,5,3,4,4331
201605,040012,2,3,36603
201608,040036,1,3,11297
201501,040044,3,3,331
201610,040014,5,2,54652944
201501,040044,1,1,1243949093
201503,040036,4,3,2071
201602,040044,5,4,4
201512,040012,5,1,2909728138
201609,040002,5,1,1019167043
201610,040012,3,0,12888155346
201509,040044,5,4,4
201603,040012,1,4,156536
201607,040014,3,3,3330
201508,040012,2,1,23388329723
201507,040014,3,0,10909642296
201601,040014,4,2,4900424908
201506,040014,3,4,1331
201604,040012,1,3,217095
201508,040021,3,2,290258707
201509,040044,4,4,581
201503,040072,4,4,1033
201511,040002,1,4,10833
201504,040044,4,4,531
201510,040044,5,0,1561441820
201603,040002,1,3,13316
201602,040072,3,3,3052
201605,040072,2,1,25673327060
201504,040044,5,3,8
201505,040072,2,4,16170
201503,040002,1,0,7454988411
201503,5,5,1,76801117053
201511,040014,1,4,40378
201508,040002,3,0,9003348293
201610,040002,4,3,3863
201606,040044,2,2,567603846
201505,040012,3,3,17077
201506,040002,1,1,7819462778
201501,040072,5,4,25
201601,040036,1,0,1427582519
201510,5,5,3,725
201510,040044,2,1,3869290848
201608,040072,2,1,25933447901
201609,040012,2,0,27677094033
201504,040002,3,2,66093386
201607,040021,3,2,199695452
201612,5,4,4,6090
201507,5,4,0,1.0803E+12
201507,040044,2,1,3764380243
201601,040072,2,0,27345819871
201506,040036,3,0,975836891
201510,040012,3,3,18756
201608,040002,3,1,8782334500
201610,040021,2,4,7288
201511,5,4,2,27560486427
201512,040072,2,4,15579
201510,040014,4,2,5558189884
201511,040012,3,3,18476
201612,040072,4,0,1.49911E+11
201511,040044,4,1,63655348887
201610,040012,4,1,2.81525E+11
201503,040002,5,4,3
201609,040036,3,2,148835905
201610,5,5,1,80610509521
201508,040036,1,1,1577028895
201601,040002,2,0,29605177695
201507,040014,3,2,402283248
201611,040072,5,0,8089387110
201609,040014,1,4,42498
201606,040002,1,3,13657
201509,5,4,2,28485632962
201612,040002,3,0,8806189580
201507,040014,4,0,1.58257E+11
201610,040021,2,0,6859474100
201505,040072,3,1,8212820790
201611,040012,1,0,68213247803
201611,040036,2,0,2045587366
201606,5,1,4,261991
201607,040072,3,1,7041697245
201505,040012,1,0,52401731723
201605,040036,3,4,146
201608,040014,4,3,9047
201609,040012,2,3,37532
201612,040036,4,2,2758727972
201602,040044,3,2,193578745
201610,040036,4,3,1743
201508,040002,4,3,3730
201602,040014,5,4,17
201506,040014,4,3,9099
201601,040021,5,1,3161398660
201506,040002,4,0,1.39226E+11
201609,040021,2,1,6400410475
201510,5,4,4,5087
201509,040036,4,0,1.00791E+11
201603,040014,2,1,32265014981
201607,040044,5,3,6
201605,040044,3,0,3723715254
201608,5,1,1,1.64369E+11
201608,040044,5,4,3
201605,040014,1,3,56438
201607,5,2,2,7813935813
201502,040044,1,0,1348564021
201602,040036,5,4,19
201605,040021,1,4,17339
201505,040002,5,4,3
201606,040002,2,0,31708731598
201510,040002,2,0,28795780839
201501,040014,4,0,1.52066E+11
201506,5,4,1,1.0443E+12
201610,5,5,3,664
201501,040012,5,0,3237421813
201607,040036,3,1,696768308
201504,040014,5,4,20
201608,040036,4,3,1627
201601,040036,3,1,827308210
201508,040014,5,4,18
201601,040072,3,3,2699
201607,5,2,1,1.78905E+11
201507,040072,2,4,15840
201512,040044,1,2,50754598
201507,040014,2,3,20535
201511,040072,1,4,14731
201605,040014,2,4,12351
201512,040072,3,2,374527155
201603,040072,5,3,69
201608,040014,1,3,58200
201510,5,2,1,1.6573E+11
201503,040072,5,4,25
201505,040002,3,2,132466166
201607,040012,3,1,12110929151
201607,5,5,1,81648766380
201611,040072,2,4,19649
201501,040044,3,2,55880774
201602,040072,3,2,448526229
201501,040021,3,4,422
201605,040002,3,3,1561
201512,040021,1,2,256225921
201611,5,1,0,1.78917E+11
201503,5,4,4,4947
201504,040072,5,2,1729822867
201604,040021,4,0,1.14306E+11
201511,040014,3,3,3513
201501,040002,3,0,8812497139
201607,040072,2,4,19290
201501,040044,4,0,49656930540
201610,040021,5,3,32
201609,5,3,3,38953
201607,040036,5,1,49624958768
201508,040014,2,4,12294
201506,040072,5,3,76
201504,040014,5,1,3656006604
201604,040012,3,4,1609
201509,040072,1,3,19316
201507,040021,5,4,13
201501,040014,5,3,119
201502,040036,5,4,19
201502,040072,1,3,20447
201607,040072,1,2,825078561
201510,040036,5,4,20
201612,5,2,4,80843
201511,040021,3,0,3170281370
201611,040036,4,2,2769135061
201607,040044,1,2,47396990
201510,040002,1,0,9174299436
201609,040002,1,2,163101811
201504,040012,3,2,567111848
201605,040012,3,3,20414
201612,040044,3,2,181759674
201511,040002,5,0,393836512
201506,040014,1,1,39098693958
201508,040044,1,0,1435509898
201603,040072,2,4,19139
201506,040036,4,1,1.0301E+11
201605,040002,2,1,30669266474
201512,040021,5,1,3550678467
201510,040072,4,2,4320414047
201607,040036,4,0,1.02276E+11
201511,040012,1,1,56808696065
201605,040036,5,2,319898
201509,040012,5,0,3071978052
201510,040036,4,2,3177309140
201505,040012,4,2,3367705579
201610,040014,1,2,1025559204
201511,040072,3,2,421116302
201505,040072,1,3,18635
201503,040044,4,4,535
201507,040044,4,3,951
201601,040021,5,0,3571850132
201611,5,5,4,98
201509,040012,3,2,652433884
201503,040002,5,0,529887615
201503,040021,1,2,201264416
201512,040021,1,0,4771957918
201602,5,4,2,25311653386
201509,040072,4,3,3346
201608,040012,5,3,38
201502,040021,3,4,424
201609,040044,1,4,300
201612,040021,5,2,394745159
201604,040036,3,2,140198802
201605,040014,2,1,32933469387
201601,040012,4,2,2699655438
201505,040044,4,3,958
201504,5,2,3,194578
201507,040072,5,4,24
201505,040014,1,1,38136701593
201505,040036,5,0,40561536377
201612,040036,1,4,8669
201610,040044,2,3,665
201508,040002,2,3,39080
201503,5,1,1,1.32098E+11
201504,5,5,4,130
201501,040012,3,4,1674
201604,040072,4,1,1.25788E+11
201608,040036,2,4,2032
201605,5,3,0,68114900565
201609,040014,5,0,2806247977
201502,040036,5,3,352
201605,040012,3,4,1598
201607,5,2,3,207271
201503,040044,5,0,1662173583
201606,5,4,0,1.27808E+12
201609,040002,3,4,963
201506,040044,5,3,8
201505,040012,2,0,23873852814
201508,040044,1,4,184
201602,040014,4,4,1553
201607,040002,4,2,53528060
201510,040044,4,2,1024907686
201606,5,1,2,7259280388
201606,040021,4,2,7436696697
201601,040044,5,1,1751524912
201601,040036,4,1,1.09318E+11
201608,040072,2,3,32767
201508,040036,4,3,1937
201610,5,5,0,82746658454
201601,040012,5,4,12
201508,040014,4,4,1511
201610,040012,1,1,64107920104
201510,040002,5,4,2
201506,5,4,2,29284433582
201510,040021,1,0,4594999236
201503,040002,5,3,4
201610,040014,3,1,10957404087
201604,040044,4,4,599
201607,040012,3,3,18051
201601,040072,5,0,9050630226
201608,040002,5,1,1273113465
201608,040036,2,3,3016
201510,040021,5,1,5633622622
201511,040072,1,3,18816
201509,040021,3,2,275591182
201505,040014,4,3,8936
201503,040036,1,3,4767
201506,040002,1,2,78592142
201606,040044,4,3,1120
201509,040014,2,2,997231840
201508,040014,2,0,31240739174
201512,040072,4,4,1002
201601,040014,5,3,112
201607,040014,1,0,43607093163
201508,040044,1,1,1384086300
201505,040072,5,0,9574064953
201612,040044,2,4,575
201509,040002,1,4,10521
201507,5,2,2,7457922749
201506,040012,2,3,34242
201510,040036,2,3,3372
201609,040044,3,0,3842141668
201510,040002,4,0,1.52482E+11
201608,040002,2,1,32005928370
201512,040021,4,3,97619
201602,040012,1,0,61341931116
201505,040036,4,0,1.11691E+11
201608,040014,3,4,1328
201505,040012,3,1,13001642359
201609,5,3,4,4437
201503,040072,2,0,28253003119
201510,040044,4,0,64176762430
201501,040002,1,3,12249
201604,040021,1,4,17480
201502,040072,4,1,1.02382E+11
201608,040036,4,2,2799239183
201510,040072,1,2,880614412
201507,040014,2,1,30056905271
201506,040002,3,4,1023
201503,040036,4,0,1.08728E+11
201508,040021,3,3,5781
201609,040072,4,1,1.31997E+11
201506,040036,3,2,185819549
201605,040072,1,4,23664
201510,040012,5,4,13
201603,040036,1,3,13401
201603,040044,1,4,192
201601,040012,3,4,1591
201603,040002,2,2,363255486
201501,040072,4,4,1056
201605,040002,4,3,3736
201505,040036,3,1,806628201
201610,5,2,3,209352
201506,040012,4,4,1802
201602,040014,3,0,11847262759
201609,040012,4,4,1959
201610,040012,2,2,1347446586
201509,040072,4,2,4365735695
201510,040002,1,1,9078438633
201510,5,4,2,28442639129
201503,040002,4,3,3608
201503,5,5,0,78847566977
201605,040072,2,0,27555027121
201601,5,2,4,71964
201601,040044,2,4,410
201612,040036,2,2,310386172
201507,040012,2,4,13673
201607,040036,5,4,19
201503,040012,2,3,36098
201510,040072,2,2,2297848327
201605,040012,5,0,2622812776
201509,5,1,2,5875219079
201603,040002,4,2,45283365
201504,040014,1,2,1019185688
201608,040014,4,2,4953172755
201512,040012,5,3,41
201504,5,5,1,78240913971
201510,040044,5,2,24652198
201612,040014,2,3,22189
201503,040014,2,4,12371
201504,040021,3,1,3036404457
201502,5,1,3,415444
201507,040021,2,2,514685282
201612,040072,1,2,741923939
201601,040002,1,0,9838233247
201610,040036,1,1,1450039538
201605,040014,4,4,1584
201507,040036,4,0,1.04492E+11
201604,5,5,4,111
201607,040044,2,3,561
201505,040012,2,4,13235
201510,040014,3,0,11179960267
201604,040044,3,4,229
201601,040021,1,0,4777460234
201602,040021,4,3,91687
201609,040002,1,4,11360
201503,040072,1,2,862872775
201605,040012,1,3,219646
201604,040012,2,3,36309
201602,040002,5,3,5
201608,040012,1,0,66517670344
201503,040002,3,0,9059871076
201602,040044,5,1,1741421071
201611,5,2,3,210445
201610,5,1,1,1.70437E+11
201502,040044,4,2,1036765419
201501,040036,1,4,3538
201512,040036,5,0,43501923108
201503,040072,4,3,3767
201509,040021,2,4,6994
201601,040072,3,0,7881143658
201511,040014,2,0,32811324194
201505,040014,1,4,39278
201508,040072,2,0,27179529634
201610,040012,3,1,12318087179
201608,040021,2,3,23073
201510,5,4,0,1.14309E+12
201606,040072,5,1,6144747519
201505,5,3,0,68686484245
201512,040012,5,4,12
201503,5,2,0,1.61407E+11
201510,5,2,3,195740
201609,040044,2,3,629
201502,040002,4,4,1205
201606,040036,2,2,309658435
201502,040002,2,1,24772538266
201606,040002,3,3,1562
201507,040014,1,3,53567
201511,040072,1,2,824250552
201504,040044,3,2,44958806
201509,040002,4,4,1254
201609,040002,1,0,11474383979
201511,040036,3,0,947463124
201506,040012,5,1,3094131766
201606,040002,4,4,1274
201610,040044,1,0,1945230479
201607,040002,4,1,1.69868E+11
201606,040036,5,0,49387638150
201605,5,2,4,76851
201511,040021,3,4,385
201509,5,2,4,69586
201509,040002,1,2,93038380
201602,040044,1,4,186
201508,040021,2,4,6959
201511,040012,3,2,544304759
201510,040014,5,1,3474995653
201607,040044,3,4,234
201603,040044,4,1,67497834491
201504,040014,2,1,29099407102
201512,040044,3,4,218
201509,040044,4,1,63690270088
201612,040072,2,2,1533122833
201511,040014,4,2,5487824867
201503,040044,4,2,1035770825
201505,040012,3,4,1601
201612,040012,3,3,18060
201609,5,3,1,65327461685
201502,040014,2,1,28373350571
201608,040072,4,3,4393
201612,040072,5,3,60
201610,040014,1,3,59792
201603,5,3,3,40557
201507,040002,1,2,75799917
201508,040044,2,0,3995531683
201605,040072,2,3,33910
201612,040014,4,4,1663
201605,040072,2,4,19697
201610,040012,3,4,1582
201501,040021,3,3,6883
201502,040021,2,4,6956
201604,040036,2,2,314839670
201605,040014,3,1,11122342129
201604,040044,1,4,192
201604,040072,1,3,30762
201606,040002,3,2,60538647
201511,040021,5,4,13
201603,040072,1,1,11175922249
201511,040014,3,1,10837127849
201508,040002,3,3,1818
201511,040044,5,2,24652198
201608,040044,4,2,1354400931
201504,040036,2,0,2262805539
201603,040014,2,2,998571880
201601,040044,5,2,10313025
201606,040012,1,4,160461
201611,040021,1,4,16133
201611,040044,4,0,84362711137
201503,5,3,4,4499
201508,040012,5,0,2578419618
201604,040014,1,0,43111924567
201501,040002,5,1,566455520
201609,5,4,0,1.36416E+12
201509,040044,4,3,1035
201508,5,3,1,64997469714
201511,040036,1,3,3913
201512,040002,2,0,29294422674
201511,040021,1,4,17825
201601,040014,3,1,11514308269
201509,040002,5,0,400910547
201611,040002,1,3,13963
201511,040036,2,2,330352217
201611,5,2,0,1.99151E+11
201612,040036,1,1,1309800095
201603,040021,2,1,5850077808
201510,040021,1,1,4324755775
201512,040036,1,3,3716
201609,5,5,3,663
201606,040072,4,1,1.30381E+11
201602,040072,2,4,19289
201612,040021,1,3,37625
201511,040021,1,2,272396890
201512,040044,3,0,3577267678
201504,040021,4,2,9954931522
201611,040021,2,0,7046202300
201612,040021,1,0,4742027084
201507,040014,3,4,1320
201611,5,3,1,65723566057
201601,040012,2,0,25637891474
201604,040014,4,4,1561
201601,040072,4,4,1047
201501,5,2,1,1.52796E+11
201608,5,2,1,1.8015E+11
201506,040014,3,0,10825785650
201508,040021,3,4,389
201504,040036,4,2,3355999476
201506,040021,1,2,220897514
201511,040072,4,3,3490
201611,040002,2,4,36601
201606,040021,4,3,94497
201511,5,5,2,1787151963
201607,040014,5,0,2858691232
201507,040072,2,1,25092951191
201509,040036,5,0,41279243249
201605,040036,5,1,49303276061
201501,040044,1,3,194
201601,040021,3,4,375
201504,040044,2,0,4005040143
201508,040002,3,2,179291789
201504,040014,1,4,39559
201606,040021,3,3,5583
201602,5,4,1,1.21506E+12
201510,040021,1,4,17902
201607,040036,1,2,256291775
201605,040012,4,4,1920
201505,040044,2,1,3549509771
201509,040044,4,0,64697977127
201507,040021,5,0,5240321259
201605,5,2,3,208736
201507,5,2,1,1.5917E+11
201510,5,1,1,1.47658E+11
201505,5,5,1,79487275919
201506,040012,3,4,1596
201508,040021,4,0,1.0226E+11
201512,040002,5,0,1331971415
201506,040036,1,3,4719
201603,040072,4,3,4038
201502,040014,1,0,37415446651
201510,040021,4,4,666
201501,5,4,3,315125
201506,040021,4,3,101913
201503,040072,1,3,19483
