cve_periodo,cve_institucion,cve_estado,cve_TEC,dat_id_credito_met_cnbv,dat_rfc,MDMC
201612,040021,6,4,11,3,176200000
201612,040014,32,1,6,6,25988605
201612,040012,8,4,5644,33,861662019
201612,040044,18,1,1,1,1450
201612,040036,9,2,11,8,135314475
201612,040044,17,2,3,3,2305850
201512,040014,25,2,65,53,172779518
201512,040012,19,1,401,61,97967919
201612,040012,32,3,11,2,8220974
201512,040072,20,2,37,31,54173173
201512,040021,26,2,84,65,33199138
201612,040021,9,4,1487,108,8105476515
201512,040021,27,1,55,52,4484238
201612,040002,6,1,5,5,6479153
201612,040036,9,5,6,1,21855622
201612,040036,10,4,1,1,50000000
201612,040002,5,2,51,50,37680533
201512,040014,23,1,71,40,91598282
201612,040021,10,3,7,4,11874538
201512,040014,20,4,13,3,120612672
201512,040012,25,1,102,35,48007123
201512,040012,23,3,125,3,14991336
201612,040021,22,4,10,5,203209766
201512,040072,4,2,7,7,11820920
201512,5,20,2,126,114,122499371
201612,040012,21,4,833,25,495393386
201512,040002,20,2,54,53,33412119
201612,5,29,4,20,9,299719798
201612,040072,6,2,54,45,16945550
201612,040012,23,2,97,9,38999883
201512,040072,32,3,4,4,29483538
201512,5,18,4,24,6,84289952
201512,5,19,3,1020,200,1721645846
201612,040036,26,4,1,1,1000000
201612,040021,23,3,2,2,10000000
201612,040014,22,1,21,21,42777890
201512,040002,22,3,12,4,18461784
201612,040021,19,4,9675,30,3236843045
201612,040072,8,3,19,15,15289749
201512,040072,7,4,3,3,44300106
201612,040072,2,1,183,170,28918593
201612,040044,25,2,5,5,6443662
201612,040014,11,4,44,21,686584622
201512,040072,8,3,17,14,66595234
201612,040002,12,3,1,1,5000000
201512,040072,9,2,586,552,489401083
201612,040002,11,4,43,27,476478227
201612,040002,14,1,51,51,89363534
201612,040002,10,2,23,20,57447149
201612,5,6,1,274,162,154465779
201612,5,5,2,686,476,399631781
201612,040072,7,1,137,126,20437036
201612,5,31,2,391,284,398724918
201512,5,21,1,540,363,347857331
201612,040021,22,1,121,101,15233390
201512,040002,21,1,22,21,24726325
201612,040021,21,2,124,90,59360131
201612,040012,22,3,82,9,44554527
201612,040014,21,2,26,24,95030967
201512,040002,23,2,18,18,17826698
201512,040072,2,1,46,41,29431733
201512,040044,18,3,1,1,4393640
201612,040036,30,3,3,1,2000000
201612,040021,24,2,48,41,23971174
201612,040072,5,3,23,9,15477577
201512,040044,19,2,11,9,38876936
201512,040072,1,3,13,8,40715529
201612,040044,26,2,8,8,25552279
201512,040044,24,4,5,3,53534967
201512,040012,14,3,172,35,195263701
201612,040044,24,4,6,3,27751492
201512,040012,10,1,302,23,35629102
201512,040012,7,4,8,6,136499509
201512,040044,21,4,11,6,74155523
201512,040044,25,3,6,4,6236688
201512,040012,15,2,703,67,281165360
201512,040002,15,3,17,12,33428148
201512,040012,13,4,14,5,147491126
201512,040014,8,1,102,99,188342704
201512,040002,14,4,68,39,1708068170
201512,040002,22,2,75,75,67169048
201512,040044,23,2,5,5,11896057
201512,040002,16,1,37,36,22302559
201512,040044,23,3,2,2,7689367
201612,040012,16,4,49,11,350267366
201612,040002,7,2,42,41,42658466
201512,040014,9,4,745,215,16051960117
201512,5,30,3,323,62,496878599
201512,5,32,1,210,164,76300045
201612,5,28,3,284,48,316352157
201612,5,24,4,1003,46,1397017059
201612,5,27,4,269,16,757674899
201612,5,25,3,402,61,366289319
201512,040014,10,3,5,4,10606696
201512,040012,11,4,4631,27,694013138
201512,040014,11,2,65,49,75375077
201512,040002,14,3,14,13,51944609
201612,040014,16,2,22,19,103823703
201612,5,27,1,285,218,125571212
201612,040072,27,2,46,40,8852462
201612,040012,19,1,543,64,130221758
201612,040012,1,1,80,20,42748689
201512,040002,2,3,11,6,25675470
201612,5,10,3,38,20,152256017
201612,5,9,4,21891,774,74357452927
201612,040002,25,2,127,101,214496380
201512,040002,4,1,5,5,7263022
201512,040044,11,1,2,2,843197
201512,040044,18,4,1,1,2664283
201612,040012,12,3,3,1,12000001
201512,5,22,4,2117,47,1846673440
201512,040012,4,4,3,3,92400000
201512,040012,13,1,46,40,52531463
201612,040044,19,3,10,10,78305347
201512,040012,9,5,1,1,447795051
201612,040012,13,2,32,17,24548909
201612,040044,20,2,1,1,16800
201612,040012,14,1,381,125,304438585
201512,040012,12,2,23,4,5105277
201512,040014,5,1,40,40,41038289
201512,040012,5,3,28,7,57202671
201512,040012,10,4,21,7,249614503
201512,5,25,1,1028,618,560660026
201512,040014,10,2,8,7,11558697
201512,040044,20,2,1,1,503546
201612,040021,6,2,26,26,3715020
201512,5,30,4,962,72,3681426304
201612,040021,4,4,11,3,135533932
201512,040036,28,3,9,2,3203055
201612,040021,7,1,50,46,35770797
201612,040021,12,2,15,14,824005
201512,040002,16,3,4,3,14609264
201612,040072,3,2,73,66,8787649
201612,040072,23,2,64,61,24001568
201612,040072,21,4,6,5,405150000
201612,040072,22,3,8,6,19162583
201612,040072,1,4,5,5,100209466
201512,040012,14,2,264,68,256165227
201612,040021,5,3,10,5,38662662
201512,040044,25,2,5,4,15503749
201612,040002,17,2,29,29,15161189
201612,040012,19,4,15243,97,9813036246
201512,040012,2,1,48,45,33553319
201612,040012,21,2,204,27,82078053
201512,040072,22,3,1,1,585000
201612,040021,24,3,32,1,2861196
201512,040014,29,1,8,8,6659886
201512,5,22,2,530,274,350474291
201612,040021,26,1,177,165,20044023
201612,040044,30,3,3,3,24417069
201512,040014,32,4,1,1,6037045
201512,5,23,1,266,189,228294798
201512,5,20,4,187,12,310707551
201512,040012,28,4,375,12,176283685
201612,040002,6,4,29,3,52376809
201512,040012,30,2,154,46,131285946
201612,040021,23,1,99,93,9030596
201512,040072,24,1,72,69,69131951
201612,040021,21,3,3,3,9002677
201512,040002,1,2,28,28,27069652
201612,040012,6,1,19,10,13480430
201612,040044,14,3,6,6,21832704
201612,040072,32,2,203,159,94281174
201612,5,19,2,3644,2192,3198520763
201612,5,20,1,248,207,85170374
201512,040012,21,4,576,28,1915846755
201612,040044,15,2,15,14,42281142
201512,040021,27,3,4,4,29195163
201612,040002,31,4,3,3,241028621
201612,040072,31,3,8,8,95226
201612,5,18,3,115,9,72572306
201612,040012,6,2,6,2,2648203
201512,040072,25,1,106,96,70237020
201612,040014,3,3,4,2,5605084
201512,040002,31,3,2,2,12199151
201612,040014,2,4,16,14,188462279
201612,040012,7,1,29,22,19548483
201612,040012,1,4,218,10,209133055
201612,040072,22,4,8,4,27683899
201512,040002,28,3,8,7,8520875
201512,040002,29,2,4,3,15585646
201512,040002,30,1,42,41,29722090
201612,040012,2,3,63,7,35672709
201512,040002,27,4,2,1,30723878
201512,040036,9,1,13,10,32269604
201512,040072,20,3,4,2,5240667
201512,040072,21,2,60,55,105493684
201612,040012,4,1,10,8,8691098
201612,040012,3,4,34,4,10552824
201612,5,17,4,1391,17,371544425
201512,040014,19,4,221,103,4319416487
201612,040044,16,1,3,2,539000
201512,040014,22,1,27,22,47352185
201612,040012,5,2,74,21,38860211
201512,040014,20,3,4,4,7881604
201512,040012,22,3,53,9,44120850
201512,040021,29,1,22,22,1441160
201512,040002,7,3,3,3,37000000
201612,040014,4,1,6,6,2513000
201512,040002,8,2,84,83,60698193
201612,040014,3,2,5,4,3037314
201512,040012,24,1,48,20,24262562
201512,040021,24,3,42,2,4999159
201612,5,21,3,265,38,261309212
201612,040002,23,3,1,1,5000000
201612,5,23,1,328,265,189794683
201612,040036,8,4,4,2,9700000
201612,5,20,4,174,10,628493683
201612,040044,19,1,13,12,4675109
201612,040002,22,4,17,13,179338805
201612,040044,11,3,8,6,39004726
201512,040072,16,2,55,47,97825103
201612,5,22,2,582,334,434714331
201612,040072,25,3,38,19,50922956
201612,040044,31,3,2,2,4619953
201612,040014,27,4,3,2,57081504
201612,040012,1,3,17,5,15629000
201612,040021,31,3,1,1,6000000
201512,040021,6,4,224,1,9241522
201512,040072,21,3,4,4,33156331
201612,040021,23,2,46,44,24759309
201512,040072,20,4,3,2,667059
201612,040072,15,1,419,392,50433872
201612,040014,28,3,23,17,94068035
201612,040072,14,2,815,680,445719947
201512,040021,7,3,2,2,5026887
201612,040014,1,1,22,18,79235772
201612,040002,21,1,20,20,20847015
201612,040012,2,2,34,20,49245826
201612,040044,30,4,23,12,342955978
201612,040072,15,4,48,26,1099836433
201612,040012,31,2,43,19,72496530
201612,040012,32,1,14,14,27307848
201612,040072,11,3,13,12,33788658
201612,040014,25,1,57,48,106499370
201612,040012,25,3,122,11,39923683
201612,040072,12,2,26,25,2485483
201512,040021,8,1,108,94,9984298
201612,040014,23,3,4,4,8961884
201512,040021,17,1,71,57,3476366
201512,040021,11,1,120,96,7986865
201512,040021,5,4,371,9,132774022
201512,040021,9,3,381,40,263097236
201612,040072,9,5,2,1,4000000
201512,040021,14,4,1570,42,1050687441
201612,5,29,1,72,69,26446121
201512,040021,16,2,56,39,31310297
201512,040002,27,1,10,10,4690896
201512,040002,26,2,77,70,107779054
201612,040072,10,1,81,78,10010030
201512,040072,2,4,18,12,97103149
201612,040012,24,1,16,13,20469800
201612,040014,19,4,117,78,4530443398
201512,040072,31,4,12,8,168126790
201612,040012,27,1,71,15,22558347
201612,040012,24,4,132,10,110383247
201612,040072,10,4,4,4,21952785
201612,040014,22,4,39,14,890109775
201512,040044,9,5,1,1,30000000
201512,040021,4,1,37,27,2012960
201512,040072,22,4,3,3,31080800
201512,040002,32,2,16,16,10034267
201612,040072,25,1,242,230,33320374
201512,040072,24,2,83,68,108641931
201612,040012,5,3,82,8,23608524
201512,040002,30,4,47,14,530574185
201512,040072,19,4,146,66,7670378825
201612,040014,5,1,18,17,26647114
201612,040012,4,4,7,3,97896182
201612,040072,23,3,1,1,10400000
201612,040014,29,4,3,3,149098026
201612,040072,23,1,101,98,9873173
201512,040036,31,4,2,1,78987303
201612,040014,9,1,432,389,746085898
201612,040002,30,3,10,8,38026830
201512,040014,16,2,29,26,61256505
201512,040014,17,1,30,28,44865106
201612,040012,2,1,75,49,85920665
201512,040072,21,1,47,45,30126394
201612,040072,22,2,125,105,54626084
201512,040002,5,1,16,15,4533346
201512,040002,31,4,2,2,91772700
201612,040021,7,3,6,2,10883948
201612,040072,21,3,3,3,6913
201612,040014,6,4,5,4,126008751
201612,040072,20,4,2,2,10000000
201612,040014,31,2,12,12,47323605
201612,040014,7,3,3,2,16865617
201512,5,31,4,405,46,1589891908
201512,040012,26,3,67,14,116221105
201612,040036,4,4,1,1,32872857
201612,040012,1,2,33,16,45632002
201612,040012,31,4,333,15,288882280
201512,040014,23,4,59,18,232656227
201612,040002,31,2,32,32,33337300
201512,040012,16,4,19,9,197646830
201512,040014,24,3,39,7,35850841
201512,040014,19,2,142,119,238462938
201512,040014,20,1,30,24,27650559
201612,040002,3,1,8,7,5222324
201612,5,11,3,600,121,752100529
201612,5,13,1,231,168,102012388
201512,040002,5,4,75,9,163566912
201512,040044,5,3,3,3,7355360
201512,040012,20,3,6,3,6810000
201612,040014,5,2,16,15,66273891
201612,040014,3,4,1,1,6041421
201612,040044,9,4,76,65,2156029014
201512,040002,6,3,4,2,3250244
201612,040002,26,4,34,18,632308746
201612,040021,3,4,1,1,6316
201612,040021,5,2,73,67,15729235
201612,040012,3,3,2,1,3000000
201612,040014,3,1,10,10,14433499
201612,040002,1,3,3,3,60000000
201612,040014,6,1,27,26,37223903
201612,040021,4,3,23,1,3765085
201612,040002,999,4,1,1,2285740
201512,040014,17,4,5,4,146334582
201612,040012,11,1,279,81,186775152
201612,040044,13,3,1,1,26141959
201612,040044,14,2,23,22,73788293
201612,040012,9,3,1946,148,863174200
201612,040044,15,4,26,23,1030244700
201512,040014,26,1,92,71,117140015
201612,040021,8,2,69,64,18138099
201512,040021,1,1,35,35,1193999
201512,040072,19,3,44,37,313424726
201612,040021,9,1,865,790,151464536
201512,040002,2,4,25,14,170378062
201512,040012,25,4,6510,29,680468007
201612,040014,8,2,28,26,141539454
201512,040014,15,3,67,31,164339299
201512,040012,28,1,127,49,73968730
201512,040012,17,3,5,2,3070000
201512,5,32,3,51,9,67823244
201612,040044,15,1,7,6,24690321
201512,040014,14,4,326,88,1979173770
201512,040012,27,2,44,14,28445301
201612,040012,10,2,12,9,33022575
201612,040002,999,1,2,2,4998243
201512,040002,4,2,10,10,7572087
201612,040044,32,1,1,1,169906
201612,040012,27,2,20,15,11474330
201612,040012,26,3,86,12,97519343
201512,040012,29,3,32,4,36996821
201612,040002,9,4,263,119,9621070979
201612,040021,20,4,17,2,10558569
201612,040014,26,1,33,32,41163589
201612,040072,17,1,34,32,2560491
201512,040002,31,1,9,9,3932099
201512,040012,3,3,14,2,6428787
201512,040044,10,1,1,1,15479775
201612,040021,19,2,236,196,98976075
201512,040012,32,3,20,2,5078694
201512,040014,32,1,16,16,17390870
201512,040002,30,2,105,101,106671106
201612,040072,14,1,532,499,100324396
201512,040014,3,1,8,8,18043042
201612,040072,15,3,43,24,76530480
201612,040036,27,4,1,1,400000000
201512,040012,4,2,3,3,2024000
201612,040002,12,4,1,1,356284
201612,040072,11,4,8,8,95279986
201512,040014,30,3,25,17,124396773
201512,040012,5,1,198,43,72566299
201512,040002,28,4,11,8,122341222
201512,040002,29,3,2,2,18126372
201612,040044,17,3,1,1,29253149
201512,5,1,1,297,184,123440013
201612,040072,27,1,55,53,5716067
201512,040044,27,3,1,1,15000000
201512,040072,14,4,59,27,611603697
201512,040072,14,1,136,133,109897787
201612,040072,24,4,13,11,173495371
201512,040072,15,3,32,19,70489522
201512,040044,28,2,2,2,11350000
201612,040072,1,1,103,90,29558381
201612,040044,12,2,1,1,5800
201612,040072,26,2,124,107,48092695
201512,040072,13,2,10,10,3635154
201612,040072,5,1,248,240,14985657
201512,040044,21,2,4,3,14800842
201512,040036,28,2,4,1,384548
201512,040012,19,2,142,54,135886525
201512,5,25,2,1473,456,950808361
201512,5,26,1,668,423,426489687
201512,040021,19,1,250,161,18812443
201512,040012,17,4,1140,8,275967567
201512,040044,22,1,3,3,10000000
201612,5,24,1,593,394,268115590
201512,040014,15,4,141,54,952674297
201612,040072,2,4,27,20,101351408
201512,040014,14,5,4,1,21175447
201512,040012,18,3,14,3,5991033
201512,5,24,3,408,36,249843446
201512,040014,16,3,1,1,4389040
201512,040044,10,4,7,5,258711571
201512,040036,24,1,1,1,517609
201612,040072,29,2,18,17,1515380
201512,040002,15,1,81,81,35571667
201512,040021,21,3,5,2,4816729
201512,040002,14,2,221,197,194183353
201512,040002,9,4,200,102,7727146430
201512,040002,11,2,109,98,125049027
201612,040072,28,3,30,18,41721428
201512,040002,8,5,1,1,325036243
201612,040021,8,3,6,4,1125820
201512,040002,10,3,2,2,8000000
201612,5,9,1,5155,3220,3689193384
201512,040002,6,2,18,18,12336219
201512,5,17,2,187,112,109164579
201612,040021,30,2,184,58,24830969
201612,040002,19,2,157,145,245881665
201612,040012,31,3,51,7,66170531
201512,040072,19,1,269,242,107391518
201612,040021,999,3,1,1,13120
201512,040044,1,2,1,1,3000000
201512,040044,31,4,7,4,25804202
201612,040044,31,4,7,7,195896625
201612,040021,4,2,17,17,14310947
201612,040012,32,2,22,6,5890755
201612,040044,2,4,15,12,126165986
201512,040072,17,3,1,1,1110213
201612,040012,30,4,279,15,671632267
201512,040021,30,2,170,42,50833822
201512,040021,31,1,125,99,17748976
201612,040044,5,3,4,4,546289
201512,5,13,4,52,12,504508482
201612,5,8,4,6471,81,3562468841
201512,040012,27,4,114,7,69962722
201512,040002,3,1,5,5,1759322
201512,040012,30,1,102,80,118137186
201612,040021,29,2,108,9,5080574
201512,040044,13,3,1,1,25201398
201612,040021,30,1,118,112,5456884
201612,040021,27,4,9,1,48785948
201612,5,10,2,205,155,250197469
201512,040044,12,4,3,2,65000000
201512,5,15,2,1820,911,1549150896
201512,040021,5,2,84,62,18052907
201512,040021,2,2,42,33,11612373
201512,040014,1,2,13,11,22347899
201512,040014,24,2,23,22,34324019
201512,040021,1,3,1,1,5000000
201512,040044,9,1,22,22,75895992
201512,040012,24,4,181,8,133587278
201512,040036,9,5,46,5,767872344
201612,040044,2,3,5,1,178874
201512,040044,6,4,4,3,52205872
201512,040072,30,3,24,9,73270153
201612,040021,13,3,1,1,49575
201612,040044,24,1,2,2,10970000
201612,040072,8,2,171,151,168575516
201612,040044,21,4,9,6,57339389
201612,040014,13,3,3,3,9624086
201612,040012,16,2,131,16,68883350
201612,040012,15,3,243,39,300846290
201612,040072,12,1,49,48,2285175
201612,040002,10,1,11,10,11303116
201612,040014,20,2,5,5,1066522
201612,040044,23,2,7,7,7623795
201512,040021,14,2,315,199,178483885
201612,040002,30,4,46,10,55497683
201612,040012,20,4,126,6,443481312
201612,040072,11,2,239,211,119101979
201612,040012,21,3,202,13,108516754
201512,040021,9,5,10,3,50967064
201512,040036,9,3,9,7,41998918
201612,040044,26,4,9,7,75975182
201612,040012,22,4,1851,17,418182408
201512,040014,6,1,49,48,72713140
201512,040021,11,3,49,10,37809831
201612,040014,21,3,4,3,27289231
201612,040044,28,2,5,5,11950000
201512,040002,19,4,53,43,4512759902
201512,040021,10,4,6,2,23878000
201512,040012,8,1,95,68,84860238
201512,040012,6,3,40,2,26644615
201512,040021,13,1,81,45,14776788
201612,040044,24,3,6,5,19714784
201612,040044,23,4,11,10,246936149
201612,040002,13,2,52,51,35823435
201512,5,999,1,21,5,2089766
201512,040072,10,1,24,22,9822168
201612,040044,19,2,13,12,66054927
201512,5,3,4,51,18,1110077026
201512,5,6,1,261,149,151167510
201512,5,5,2,538,345,444061097
201612,040044,20,1,4,4,364447
201612,040014,12,3,1,1,2428000
201612,040014,14,1,111,103,219297929
201612,040072,1,2,104,86,46816601
201612,040002,11,1,28,28,34124884
201612,040002,8,4,52,9,241264983
201512,5,4,3,26,8,101349382
201612,040072,12,4,2,2,3183000
201612,040072,16,3,7,6,9695011
201612,040021,22,3,12,4,1965754
201512,040021,9,1,849,551,240718427
201612,040012,30,3,215,16,84500387
201612,040021,32,2,10,10,12488329
201512,040044,9,4,65,63,2621476284
201512,040021,8,2,59,47,23384738
201512,5,18,2,197,75,125434284
201512,5,19,1,2418,1654,1369006333
201512,5,17,3,35,11,100283639
201512,5,16,4,7373,63,1543053377
201512,040044,11,2,5,5,10896830
201612,040072,17,2,56,47,24304867
201612,040021,1,1,52,52,3831762
201612,040012,29,4,5,3,37000000
201512,040021,22,4,18,4,275185506
201512,040012,11,1,210,90,139437661
201612,040044,22,2,9,6,19597718
201512,040021,24,2,31,17,16034387
201612,040021,9,3,263,32,154589814
201612,040021,8,4,516,12,201252257
201512,040044,26,3,11,7,81485662
201612,040021,10,2,37,30,29182061
201612,040044,20,4,1,1,46709988
201512,040002,9,5,3,3,613098659
201612,040021,11,4,206,13,660394667
201512,040014,7,3,2,2,5186448
201612,040021,15,3,11,11,62023597
201612,040044,23,1,2,2,10688665
201512,040014,6,4,10,7,219310643
201512,040002,12,2,22,22,11945998
201612,040072,8,1,173,151,60226843
201612,040021,25,4,2192,16,534465498
201512,040044,8,4,22,18,208902987
201512,040002,1,4,4,3,93409841
201612,5,11,2,2567,977,1541410814
201612,5,12,1,221,156,60346999
201612,5,8,5,8,4,109426947
201612,040002,23,4,10,6,29534822
201612,040021,27,2,65,62,8867398
201612,040002,25,4,45,19,441595529
201512,5,27,4,205,23,1018226292
201512,5,4,4,37,12,1562714072
201612,040014,7,4,1,1,45
201612,040002,26,3,13,5,68230297
201612,040012,9,4,17292,243,17838964960
201612,040012,7,3,48,4,19022794
201512,040012,20,2,3,3,4471196
201612,040002,27,2,41,36,20689194
201612,040012,15,1,587,117,273352990
201512,5,999,2,29,6,90325181
201612,040044,21,2,5,5,9519895
201512,040044,1,3,3,2,10300000
201512,5,4,1,101,73,54724802
201512,040072,8,1,71,65,52079086
201512,5,1,4,707,35,1362133159
201512,5,7,1,317,266,183597851
201612,040044,19,4,32,26,1656010906
201512,040021,17,4,360,1,57038981
201612,040014,5,3,10,5,48660249
201512,040014,19,1,149,122,305302107
201512,5,30,1,975,858,419184939
201612,040014,10,1,12,12,22685515
201512,040014,22,2,26,19,46580946
201512,5,5,1,764,459,253407243
201512,5,3,3,21,4,12187686
201512,040021,24,4,600,9,222168891
201512,5,2,4,420,68,1527121735
201512,040021,25,3,19,6,18158346
201612,040021,12,1,45,40,2466984
201612,040044,9,1,37,37,96353805
201612,040021,11,2,56,53,22189613
201512,5,4,2,94,48,103813141
201512,040044,32,2,1,1,2000000
201512,040021,22,3,25,3,8093131
201512,5,13,2,194,106,101447068
201612,5,15,2,2162,1062,1615427260
201512,040036,5,4,1,1,70000000
201512,5,14,1,2094,1269,1130769367
201512,5,11,4,5861,140,5543039188
201512,040044,31,3,4,2,28619972
201512,040002,12,3,1,1,4000000
201612,5,14,3,756,170,1048300875
201512,040072,9,4,94,54,4502235022
201612,040014,4,2,4,4,47746753
201512,040072,22,1,43,43,35776027
201512,040014,29,4,1,1,7569
201612,040072,14,4,130,45,712651629
201612,040044,2,2,9,8,17044150
201612,040044,1,3,1,1,8000000
201512,040044,9,2,34,34,178876206
201612,040072,12,3,1,1,98074
201612,040021,20,1,70,64,5365969
201512,040072,32,2,93,79,100573301
201512,040036,13,2,1,1,200000
201512,040014,2,2,44,35,82258623
201612,040072,16,2,97,84,64879993
201512,040014,1,3,2,2,3015069
201512,040012,31,4,164,14,386545565
201612,040072,13,2,28,26,43087580
201512,040021,17,3,1,1,734578
201612,040072,4,2,43,34,8277872
201512,040021,16,4,7063,12,325333257
201512,040044,19,4,39,30,1975758772
201612,040012,999,4,1,1,21000000
201512,040012,20,1,26,26,17720726
201512,040044,22,4,9,3,146105780
201512,040036,21,3,2,1,1740000
201612,040012,12,1,51,21,25021155
201612,5,5,4,6983,65,4778468104
201512,040002,24,3,1,1,5000000
201512,5,9,5,117,21,2819708814
201512,5,11,3,711,120,708633057
201612,5,7,2,282,204,255006085
201612,5,13,2,175,137,150702156
201512,040002,25,2,142,101,171164187
201512,040002,27,3,1,1,8000000
201612,040012,25,2,162,31,64183184
201512,040002,28,2,48,41,27830325
201612,040044,28,3,4,3,14245892
201512,040036,3,5,1,1,6270641
201512,040002,26,1,22,22,17360308
201512,040014,31,1,36,26,59045554
201512,040012,32,2,9,7,5788723
201612,040044,8,3,5,4,20547944
201512,040002,29,1,4,4,11648974
201612,040014,22,3,13,7,72948652
201512,040014,31,4,47,17,284224955
201512,040002,30,3,15,13,68519508
201512,040021,30,3,23,2,16033977
201612,5,8,1,682,548,513115061
201512,5,13,1,282,172,158547870
201512,040002,20,1,10,10,3426820
201612,040021,19,3,108,4,23155702
201512,040036,22,4,8,2,4082504
201612,040072,29,4,2,2,0
201612,040021,21,1,135,130,9660470
201612,040021,20,2,24,23,5450410
201612,040072,32,1,153,139,18649283
201612,040036,22,4,4,1,1500905
201612,040072,2,2,215,170,111569602
201512,040002,19,2,162,149,192915758
201612,5,4,4,49,14,1145250645
201512,5,18,3,64,9,42859670
201512,5,17,4,1525,16,578923854
201512,5,17,1,204,168,103986744
201512,5,20,1,207,186,91638112
201612,5,5,3,182,51,258927432
201612,5,7,1,427,370,137559945
201512,040021,9,2,682,372,214834778
201612,5,6,2,206,128,143334370
201512,5,15,3,508,127,972641582
201512,5,14,4,4541,237,10785366808
201512,5,19,2,2673,1615,3031373395
201512,5,16,2,927,425,544782812
201512,5,13,5,1,1,1336946
201512,040044,27,2,1,1,4230455
201512,040012,10,2,40,10,46498001
201612,5,19,3,588,200,1357109317
201512,040002,13,1,14,14,9366144
201612,040002,5,1,17,17,38945729
201512,040044,28,1,1,1,1000000
201612,040002,2,4,24,11,399942266
201612,040036,23,2,2,1,583000
201612,040072,32,3,6,6,45196341
201512,5,29,1,52,47,31420641
201612,5,18,4,26,6,215177041
201612,5,20,2,180,139,149598029
201512,040021,21,2,123,73,33711696
201612,040036,21,4,1,1,72167900
201512,040021,22,1,82,74,7534701
201612,040021,11,1,146,134,7288603
201612,040072,7,2,117,102,33949177
201612,040044,16,2,3,3,1065261
201512,040036,25,2,2,2,25228000
201612,040002,4,2,16,16,4241100
201512,040072,7,1,70,66,36358919
201512,040014,8,2,48,41,68483312
201612,040044,14,4,29,21,270160211
201512,040021,23,3,2,1,5000000
201512,040012,8,4,4393,39,653390984
201512,040036,23,4,2,2,55473834
201512,5,28,2,581,339,583444934
201612,040044,17,1,1,1,200000
201512,5,27,3,33,15,93575379
201512,040021,23,1,73,61,11510249
201612,040072,27,4,10,2,63655497
201512,040036,21,4,3,1,71614800
201512,040036,23,2,7,1,2551000
201512,040021,20,4,18,2,6842509
201512,040072,9,3,74,48,209650741
201512,040072,8,4,34,15,472398088
201612,040002,30,2,112,109,116697904
201612,5,24,3,390,35,171048568
201612,5,16,2,1027,418,665943565
201612,040021,9,2,753,454,319528899
201512,040072,11,1,106,105,52107110
201612,040072,999,2,1,1,17998
201612,040036,21,3,1,1,870000
201512,5,23,2,145,99,155512424
201612,040072,15,2,413,359,246701454
201612,040044,1,2,4,3,14653271
201612,040044,28,1,3,3,284932
201512,040072,2,2,98,64,136976864
201512,040014,6,3,6,5,10989730
201612,040072,32,4,1,1,30000000
201512,5,26,3,195,52,540477105
201612,5,5,1,894,621,301773696
201512,5,29,3,37,6,93932947
201512,040002,20,4,2,2,20904000
201512,040002,17,1,13,13,13599067
201512,040002,16,2,78,77,45281796
201512,040072,3,1,39,35,11808310
201612,5,3,3,10,5,25751253
201512,5,27,2,168,110,142349588
201512,5,28,1,798,581,393599813
201612,5,2,4,1400,78,1791858838
201512,5,25,4,13666,85,3704392615
201512,5,28,4,575,45,4098969544
201512,5,30,2,658,307,610693268
201612,5,4,2,132,82,122067852
201512,040014,13,2,11,11,11226020
201512,040014,14,1,196,181,296732600
201512,040044,26,2,8,8,26517578
201512,040012,8,3,70,10,69822873
201512,040012,16,1,127,53,149734909
201612,040002,4,1,3,3,2370000
201512,5,31,1,384,228,249403595
201512,040002,23,1,10,9,7203358
201512,040002,999,4,4,1,2932278983
201512,040014,15,1,130,117,176102299
201512,040002,16,4,11,5,85946659
201512,040044,31,1,3,3,9300000
201612,040072,31,1,125,122,16337754
201612,040014,5,4,11,10,1713637329
201512,040014,14,2,194,114,295011398
201612,040012,10,4,36,8,644134882
201612,040014,10,2,6,2,19900000
201612,040012,8,3,69,8,53582994
201512,040072,3,2,33,25,15288280
201612,040012,13,1,32,23,33801193
201612,040014,6,3,3,3,8647604
201512,040072,4,1,8,8,2745737
201612,040012,9,5,1,1,123108938
201612,5,4,1,106,103,23876427
201612,5,999,5,1,1,206194000
201512,040044,15,2,13,11,59530007
201512,040021,4,4,13,5,374728298
201612,040012,25,1,116,26,64141039
201512,040014,4,3,6,4,48176634
201512,040021,7,1,36,32,21252355
201612,5,2,3,173,41,249929010
201612,5,1,4,647,30,891701994
201612,5,3,2,186,112,58138331
201512,040012,5,4,6963,14,407150140
201512,040014,3,4,15,4,115217267
201512,040044,14,3,10,9,30525672
201512,040044,19,1,3,3,5000000
201512,040036,11,1,1,1,198930
201512,040002,21,2,111,103,102484133
201512,040012,6,4,120,4,108947935
201612,040002,16,4,12,7,159704997
201512,5,24,4,918,41,1616120240
201612,040002,13,4,2,2,109849233
201512,5,27,1,215,176,124880170
201512,5,26,2,531,303,497705699
201512,5,25,3,404,77,443410679
201612,5,32,4,11,6,122139858
201512,040021,11,4,188,13,299214227
201512,040021,14,1,418,299,46514756
201612,040002,14,3,15,14,112932716
201612,040002,15,4,73,45,1518656627
201512,040014,999,4,5,3,185644975
201612,040044,31,2,2,2,18455614
201612,040002,8,5,2,1,1894683
201612,040014,23,4,19,10,98693544
201512,040014,28,2,43,40,111578631
201612,040021,22,2,48,43,20362453
201612,040002,8,2,59,57,103223068
201612,040014,17,4,1,1,8919567
201612,040002,12,1,7,6,2711113
