cve_periodo,cve_institucion,Concentracion,Monto_Acumulado,Participacion_Acumulada
201604,040014,Cliente 3,19439794052,0.0802
201508,040021,Cliente 90,71896184373,0.5939
201608,040002,Cliente 160,1.14075E+11,0.5106
201501,040002,Cliente 6,14852352217,0.0855
201603,040002,Cliente 9,21869452630,0.1098
201511,040012,Cliente 500,2.14872E+11,0.6703
201601,040044,Cliente 13,23519190206,0.2841
201603,040014,Cliente 14,42985287101,0.1786
201503,040044,Cliente 11,11841274928,0.2022
201610,040002,Cliente 300,1.42686E+11,0.6153
201503,040012,Cliente 18,58888009031,0.2034
201506,040036,Cliente 8,48296278269,0.3177
201511,040044,Cliente 15,22021132441,0.2911
201505,040012,Cliente 200,1.6434E+11,0.5485
201601,040002,Cliente 130,1.08563E+11,0.501
201501,040036,Cliente 110,1.26186E+11,0.8942
201506,040044,Cliente 70,32605141484,0.5085
201511,040002,Cliente 5,24858890426,0.1209
201505,040012,Cliente 60,1.06455E+11,0.3553
201610,040036,Cliente 90,1.51463E+11,0.9002
201506,040002,Cliente 120,85868924125,0.4682
201607,040044,Cliente 9,17358715277,0.1966
201508,040021,Cliente 6,15729955596,0.1299
201605,040014,Cliente 1000,1.70463E+11,0.7022
201609,040002,Cliente 110,1.0274E+11,0.4488
201503,040072,Cliente 200,97580055883,0.5747
201511,040012,Cliente 5,26404725681,0.0824
201609,040012,Cliente 30,94069254956,0.2524
201507,040036,Cliente 19,81787957883,0.5437
201602,040021,Cliente 5,14302616946,0.1101
201604,040002,Cliente 10,24821707283,0.1253
201507,040036,Cliente 7,43361282028,0.2883
201609,040014,Cliente 140,1.38495E+11,0.485
201607,040021,Cliente 400,1.16152E+11,0.8739
201610,040012,Cliente 500,2.41791E+11,0.6646
201506,040012,Cliente 8,35072451055,0.1195
201509,040072,Cliente 5,15215375179,0.0885
201605,040044,Cliente 8,16367742099,0.1941
201605,040012,Cliente 12,56115621669,0.1591
201506,040021,Cliente 160,85609503182,0.7228
201604,040021,Cliente 9,20888526661,0.1592
201507,040012,Cliente 90,1.20138E+11,0.4011
201602,040072,Cliente 17,43738569059,0.2321
201507,040002,Cliente 110,81559953801,0.4399
201602,040044,Cliente 17,25441247134,0.3111
201510,040044,Cliente 60,37114056235,0.4958
201507,040014,Cliente 15,43008556552,0.1873
201501,040012,Cliente 4,21338124150,0.0753
201601,040044,Cliente 20,28051437438,0.3388
201511,040002,Cliente 10,35180997076,0.1711
201605,040012,Cliente 30,92559326702,0.2625
201505,040036,Cliente 160,1.48547E+11,0.9435
201606,040002,Cliente 300,1.29668E+11,0.6099
201512,040072,Cliente 60,77620330347,0.4265
201610,040072,Cliente 70,84787284303,0.4386
201501,040044,Cliente 5,7487880777,0.1253
201604,040002,Cliente 7,19356441830,0.0977
201510,040021,Cliente 300,1.01311E+11,0.8278
201507,040012,Cliente 13,49489257277,0.1652
201605,040014,Cliente 7,29819174014,0.1228
201607,040012,Cliente 180,1.91014E+11,0.519
201612,040012,Cliente 10,44714843713,0.1146
201610,040002,Cliente 50,72882118386,0.3143
201610,040021,Cliente 120,89094065952,0.6536
201510,040012,Cliente 2,12805016899,0.04
201501,040036,Cliente 1000,1.40122E+11,0.993
201608,040014,Cliente 180,1.44624E+11,0.5215
201601,040014,Cliente 30,64378559052,0.253
201605,040072,Cliente 160,1.06857E+11,0.572
201509,040044,Cliente 40,32010880338,0.4249
201512,040002,Cliente 7,31281166308,0.1476
201509,040044,Cliente 50,34900982583,0.4632
201602,040044,Cliente 500,73915336293,0.9039
201609,040036,Cliente 160,1.62678E+11,0.9523
201603,040044,Cliente 40,32627939118,0.4063
201601,040036,Cliente 190,1.54263E+11,0.9596
201501,040021,Cliente 19,37377046955,0.2982
201502,040021,Cliente 20,37995530611,0.3044
201507,040021,Cliente 200,90378171173,0.7639
201512,040002,Cliente 300,1.33002E+11,0.6276
201602,040072,Cliente 110,98049819312,0.5204
201608,040021,Cliente 4,10912722169,0.0825
201509,040002,Cliente 130,99866174022,0.4999
201504,040036,Cliente 20,87541911754,0.5596
201502,040072,Cliente 18,33463209705,0.1967
201508,040036,Cliente 11,61231096861,0.4006
201612,040012,Cliente 140,1.82669E+11,0.4683
201511,040002,Cliente 150,1.05394E+11,0.5125
201506,040012,Cliente 180,1.50879E+11,0.5142
201501,040044,Cliente 9,11122955587,0.1862
201511,040021,Cliente 5,14358741243,0.1169
201510,040002,Cliente 30,53670951784,0.2681
201509,040072,Cliente 16,35153274320,0.2044
201603,040002,Cliente 50,60142031138,0.3019
201508,040036,Cliente 110,1.38608E+11,0.9069
201503,040014,Cliente 120,91290355224,0.4155
201502,040014,Cliente 11,29047799358,0.1342
201504,040044,Cliente 30,22313035894,0.3571
201506,040021,Cliente 11,24066076763,0.2032
201608,040036,Cliente 1000,1.56275E+11,0.9935
201501,040012,Cliente 100,1.23751E+11,0.4369
201505,040002,Cliente 90,79863806368,0.4304
201506,040012,Cliente 90,1.17536E+11,0.4005
201606,040014,Cliente 1000,1.82387E+11,0.7123
201507,040012,Cliente 5,26092172632,0.0871
201605,040044,Cliente 16,22619525954,0.2683
201505,040036,Cliente 11,61053029641,0.3878
201502,040044,Cliente 200,43473220542,0.7243
201507,040021,Cliente 16,30305270339,0.2562
201512,040044,Cliente 150,52658648328,0.6758
201509,040072,Cliente 12,29982995785,0.1744
201509,040002,Cliente 30,57323948186,0.2869
201509,040012,Cliente 10,46689126543,0.1472
201612,040012,Cliente 8,37940121651,0.0973
201505,040036,Cliente 3,21307420480,0.1353
201603,040036,Cliente 400,1.54627E+11,0.984
201606,040014,Cliente 40,69670258065,0.2721
201512,040044,Cliente 70,40696464902,0.5223
201602,040012,Cliente 13,57360960884,0.1682
201612,040014,Cliente 190,1.36852E+11,0.4967
201609,040044,Cliente 10,20470644431,0.2217
201504,040002,Cliente 160,94426233762,0.5263
201507,040012,Cliente 110,1.29911E+11,0.4338
201503,040044,Cliente 6,8487930332,0.145
201509,040036,Cliente 140,1.36872E+11,0.9304
201502,040036,Cliente 30,90468579073,0.6494
201609,040012,Cliente 16,65673131889,0.1762
201502,040072,Cliente 200,96576669076,0.5677
201501,040021,Cliente 100,78083532876,0.623
201511,040072,Cliente 12,29735109940,0.1693
201603,040012,Cliente 20,72346681634,0.2119
201602,040002,Cliente 18,48440943098,0.2277
201511,040072,Cliente 110,88350897776,0.5029
201505,040072,Cliente 11,26739014588,0.1571
201503,040002,Cliente 13,34180602818,0.1884
201605,040002,Cliente 16,33692835877,0.1638
201610,040021,Cliente 17,32255954439,0.2366
201603,040021,Cliente 140,90250848596,0.6942
201506,040002,Cliente 1000,1.4419E+11,0.7862
201606,040021,Cliente 15,29768118512,0.2199
201607,040014,Cliente 18,59105236827,0.2195
201512,040014,Cliente 7,31531710073,0.1253
201602,040002,Cliente 110,99912013560,0.4696
201602,040036,Cliente 130,1.50412E+11,0.9353
201602,040014,Cliente 400,1.51792E+11,0.6005
201512,040072,Cliente 300,1.20605E+11,0.6627
201609,040002,Cliente 7,22498665679,0.0983
201507,040044,Cliente 9,13338896499,0.2033
201509,040021,Cliente 160,87138104814,0.7209
201512,040044,Cliente 19,24349972171,0.3125
201502,040002,Cliente 11,23172858169,0.1349
201611,040036,Cliente 70,1.62271E+11,0.8748
201505,040012,Cliente 8,40959267436,0.1367
201611,040002,Cliente 170,1.31336E+11,0.5347
201501,040036,Cliente 20,77298166702,0.5478
201605,040036,Cliente 1,9217525364,0.0581
201501,040002,Cliente 10,22261714529,0.1282
201507,040012,Cliente 400,1.90803E+11,0.6371
201612,040012,Cliente 14,56712034673,0.1454
201612,040002,Cliente 11,30648851876,0.1257
201502,040044,Cliente 130,37781508731,0.6295
201612,040044,Cliente 9,20850676393,0.2153
201511,040021,Cliente 7,17940468854,0.146
201501,040021,Cliente 150,89786465627,0.7164
201507,040014,Cliente 200,1.12982E+11,0.4921
201509,040036,Cliente 17,77424986239,0.5263
201509,040021,Cliente 100,74948130006,0.6201
201504,040044,Cliente 7,11537694451,0.1847
201611,040012,Cliente 3,17643411920,0.0454
201501,040012,Cliente 200,1.5476E+11,0.5464
201607,040002,Cliente 14,37121505957,0.1662
201608,040002,Cliente 140,1.08877E+11,0.4874
201609,040002,Cliente 200,1.2634E+11,0.552
201504,040044,Cliente 400,54479249701,0.8719
201602,040012,Cliente 190,1.83246E+11,0.5374
201612,040014,Cliente 170,1.32739E+11,0.4818
201507,040072,Cliente 7,20310664174,0.1184
201604,040044,Cliente 1,3512297639,0.0424
201609,040014,Cliente 12,56453684779,0.1977
201503,040036,Cliente 8,45982158117,0.3104
201508,040014,Cliente 160,1.04647E+11,0.459
201501,040002,Cliente 500,1.22085E+11,0.7032
201612,040036,Cliente 10,77082122941,0.4348
201612,040014,Cliente 500,1.72578E+11,0.6263
201603,040002,Cliente 30,45454217377,0.2282
201611,040072,Cliente 14,34017411643,0.1697
201512,040002,Cliente 110,98017930383,0.4625
201602,040036,Cliente 9,54583944095,0.3394
201508,040012,Cliente 4,22557663463,0.0734
201608,040014,Cliente 300,1.62579E+11,0.5862
201606,040021,Cliente 150,95691268191,0.7069
201501,040021,Cliente 2,8893029296,0.071
201605,040036,Cliente 160,1.49922E+11,0.9454
201506,040012,Cliente 2,12012654305,0.0409
201502,040012,Cliente 300,1.71838E+11,0.6083
201605,040072,Cliente 300,1.23678E+11,0.6621
201510,040002,Cliente 100,88682368666,0.443
201601,040012,Cliente 300,2.05249E+11,0.6042
201604,040012,Cliente 4,26212466204,0.0769
201510,040036,Cliente 40,1.06023E+11,0.744
201505,040044,Cliente 200,45161480656,0.7263
201503,040002,Cliente 30,50089797355,0.2761
201607,040002,Cliente 130,1.07137E+11,0.4798
201507,040002,Cliente 14,31655373794,0.1707
201512,040002,Cliente 9,34759363705,0.164
201604,040021,Cliente 120,86457323668,0.659
201607,040002,Cliente 80,89211490928,0.3995
201511,040036,Cliente 18,77358098159,0.5483
201501,040036,Cliente 5,29163438901,0.2067
201511,040012,Cliente 90,1.28977E+11,0.4024
201508,040044,Cliente 40,27254281063,0.4012
201503,040044,Cliente 40,22042199985,0.3765
201603,040044,Cliente 140,51891733764,0.6462
201612,040014,Cliente 19,55617861262,0.2019
201507,040021,Cliente 9,21413221612,0.181
201510,040072,Cliente 400,1.18248E+11,0.6826
201505,040072,Cliente 500,1.18487E+11,0.6961
201612,040044,Cliente 19,28686072229,0.2962
201503,040044,Cliente 130,36690282168,0.6267
201605,040012,Cliente 130,1.68143E+11,0.4768
201501,040014,Cliente 300,1.2271E+11,0.5579
201610,040072,Cliente 90,92586689139,0.4789
201604,040012,Cliente 18,67048064526,0.1966
201602,040044,Cliente 18,26072544227,0.3188
201603,040072,Cliente 15,39846461196,0.2137
201604,040036,Cliente 17,83068694412,0.5325
201501,040021,Cliente 130,85780827742,0.6844
201510,040036,Cliente 16,75572395057,0.5303
201511,040002,Cliente 16,44086614063,0.2144
201501,040021,Cliente 170,92938085982,0.7415
201505,040036,Cliente 100,1.40967E+11,0.8953
201603,040072,Cliente 17,43137368578,0.2314
201610,040014,Cliente 150,1.42083E+11,0.4955
201607,040021,Cliente 1,4698276165,0.0354
201502,040014,Cliente 1,6306676195,0.0291
201512,040012,Cliente 150,1.55483E+11,0.4816
201510,040014,Cliente 11,34156047236,0.1436
201602,040044,Cliente 10,20114441665,0.246
201606,040014,Cliente 14,43531315438,0.17
201506,040072,Cliente 150,91122441326,0.5398
201503,040014,Cliente 15,33664730472,0.1532
201507,040036,Cliente 170,1.42105E+11,0.9447
201506,040072,Cliente 15,31805872284,0.1884
201604,040002,Cliente 50,60735400421,0.3065
201511,040036,Cliente 6,39428540164,0.2794
201501,040044,Cliente 18,15963385597,0.2672
201609,040044,Cliente 11,21437214247,0.2321
201506,040012,Cliente 200,1.55722E+11,0.5307
201605,040014,Cliente 6,27650863828,0.1139
201604,040014,Cliente 150,1.08726E+11,0.4484
201501,040014,Cliente 400,1.31256E+11,0.5967
201504,040021,Cliente 4,11925224470,0.1016
201602,040002,Cliente 500,1.50376E+11,0.7068
201604,040014,Cliente 190,1.1649E+11,0.4805
201605,040002,Cliente 70,75168047011,0.3655
201505,040044,Cliente 70,31180745792,0.5015
201504,040014,Cliente 2,17933558878,0.0774
201503,040036,Cliente 40,1.0733E+11,0.7246
201509,040002,Cliente 190,1.12065E+11,0.5609
201508,040072,Cliente 11,28636864102,0.1676
201511,040012,Cliente 18,60578187924,0.189
201606,040044,Cliente 1,3511891736,0.0408
201608,040072,Cliente 3,10537454329,0.0558
201508,040072,Cliente 20,40000992080,0.2342
201508,040044,Cliente 11,15154641146,0.2231
201606,040044,Cliente 120,53041989351,0.6158
201604,040002,Cliente 12,27629394369,0.1394
201610,040072,Cliente 7,20795455805,0.1076
201604,040036,Cliente 7,47368215505,0.3036
201602,040036,Cliente 12,67477325636,0.4196
201610,040072,Cliente 100,95940241689,0.4963
201505,040002,Cliente 30,48960732133,0.2639
201506,040044,Cliente 12,14934275849,0.2329
201612,040021,Cliente 2,6581073134,0.0471
201606,040021,Cliente 1000,1.28139E+11,0.9466
201503,040072,Cliente 140,88916235534,0.5236
201511,040021,Cliente 20,34940367484,0.2844
201506,040014,Cliente 17,45457284326,0.196
201509,040036,Cliente 200,1.40672E+11,0.9562
201603,040072,Cliente 5,17349821155,0.0931
201501,040036,Cliente 1,6884783300,0.0488
201603,040002,Cliente 400,1.29161E+11,0.6484
201604,040021,Cliente 2,6899154047,0.0526
201502,040044,Cliente 10,11675976426,0.1945
201611,040072,Cliente 200,1.22084E+11,0.6091
201512,040021,Cliente 8,19367401617,0.1534
201507,040012,Cliente 30,75225608273,0.2512
201606,040021,Cliente 1,4559479340,0.0337
201508,040012,Cliente 14,52451308185,0.1707
201506,040021,Cliente 13,26540283955,0.2241
201503,040014,Cliente 150,98213353186,0.447
201510,040044,Cliente 11,19174144232,0.2562
201603,040014,Cliente 20,49174226625,0.2043
201505,040021,Cliente 15,28551764021,0.2429
201608,040012,Cliente 400,2.37164E+11,0.6466
201504,040036,Cliente 9,52221595913,0.3338
201508,040072,Cliente 300,1.10274E+11,0.6456
201503,040072,Cliente 50,60385077343,0.3556
201508,040021,Cliente 12,24731665543,0.2043
201603,040014,Cliente 500,1.47322E+11,0.6122
201607,040072,Cliente 19,44679916570,0.2312
201601,040021,Cliente 50,57970480500,0.4481
201604,040014,Cliente 20,48519963051,0.2001
201504,040012,Cliente 120,1.39918E+11,0.4731
201508,040012,Cliente 17,58224793765,0.1895
201611,040036,Cliente 9,71922787704,0.3878
201610,040021,Cliente 6,15522936768,0.1139
201604,040072,Cliente 5,17302787740,0.094
201612,040072,Cliente 200,1.27888E+11,0.6168
201507,040014,Cliente 20,47779519853,0.2081
201501,040012,Cliente 110,1.28151E+11,0.4524
201607,040072,Cliente 300,1.28587E+11,0.6654
201608,040012,Cliente 18,69922237425,0.1906
201603,040036,Cliente 90,1.39095E+11,0.8852
201512,040036,Cliente 9,53568659941,0.3537
201611,040012,Cliente 4,22721570001,0.0584
201601,040014,Cliente 150,1.18892E+11,0.4672
201612,040021,Cliente 8,20089461061,0.1438
201509,040021,Cliente 1,3679123213,0.0304
201611,040002,Cliente 100,1.0857E+11,0.442
201508,040044,Cliente 9,13706353459,0.2018
201503,040036,Cliente 200,1.41622E+11,0.9561
201506,040072,Cliente 110,82629915446,0.4895
201603,040021,Cliente 160,93918459191,0.7224
201501,040012,Cliente 500,1.93078E+11,0.6817
201503,040012,Cliente 130,1.38864E+11,0.4796
201505,040072,Cliente 110,82996369211,0.4876
201508,040014,Cliente 500,1.40755E+11,0.6174
201511,040021,Cliente 300,1.01595E+11,0.8268
201505,040012,Cliente 3,21647249590,0.0723
201601,040002,Cliente 140,1.11108E+11,0.5127
201507,040036,Cliente 160,1.41432E+11,0.9402
201602,040036,Cliente 15,78593439987,0.4887
201603,040014,Cliente 11,38548960713,0.1602
201610,040002,Cliente 40,64719256156,0.2791
201511,040014,Cliente 170,1.13461E+11,0.4662
201510,040012,Cliente 9,40477799433,0.1264
201602,040021,Cliente 200,1.00016E+11,0.77
201512,040072,Cliente 10,29583001055,0.1625
201511,040014,Cliente 7,30479931584,0.1252
201512,040012,Cliente 160,1.58902E+11,0.4922
201505,040002,Cliente 170,1.0066E+11,0.5425
201507,040012,Cliente 180,1.53725E+11,0.5133
201503,040044,Cliente 4,6295327741,0.1075
201507,040014,Cliente 12,39401642008,0.1716
201508,040002,Cliente 8,25874976770,0.1351
201512,040012,Cliente 11,44966660759,0.1393
201602,040072,Cliente 120,1.00606E+11,0.5339
201608,040012,Cliente 10,47643170046,0.1299
201605,040014,Cliente 16,43263737450,0.1782
201507,040002,Cliente 120,84403260729,0.4552
201604,040036,Cliente 150,1.46404E+11,0.9385
201602,040002,Cliente 19,49581305559,0.233
201510,040012,Cliente 19,63114472977,0.1971
201610,040021,Cliente 300,1.13569E+11,0.8331
201503,040014,Cliente 90,81949208769,0.373
201602,040012,Cliente 5,31922092085,0.0936
201501,040044,Cliente 1000,59357157571,0.9935
201611,040021,Cliente 6,16091375031,0.1151
201606,040014,Cliente 140,1.14649E+11,0.4477
201609,040072,Cliente 9,24698508924,0.1288
201605,040021,Cliente 5,14248657441,0.1046
201510,040014,Cliente 15,39828881829,0.1675
201602,040072,Cliente 30,59330497391,0.3149
201511,040072,Cliente 30,51263520565,0.2918
201503,040014,Cliente 10,27355493248,0.1245
201503,040012,Cliente 3,18603996519,0.0643
201505,040021,Cliente 100,71830057238,0.6112
201603,040021,Cliente 4,11672970738,0.0898
201506,040002,Cliente 180,98680971608,0.538
201603,040036,Cliente 11,62385831951,0.397
201603,040012,Cliente 160,1.7327E+11,0.5074
201607,040002,Cliente 180,1.19586E+11,0.5355
201509,040072,Cliente 50,64835773042,0.377
201505,040021,Cliente 30,40990616949,0.3488
201609,040014,Cliente 170,1.45489E+11,0.5095
201612,040036,Cliente 110,1.64806E+11,0.9297
201505,040044,Cliente 17,16620874378,0.2673
201605,040012,Cliente 16,66023197150,0.1872
201504,040072,Cliente 13,29021936630,0.1719
201608,040044,Cliente 5,13636336462,0.1485
201503,040012,Cliente 19,60532860073,0.2091
201509,040012,Cliente 100,1.36885E+11,0.4317
201511,040002,Cliente 90,89707334192,0.4362
201503,040072,Cliente 80,73448391046,0.4325
201502,040014,Cliente 1000,1.53787E+11,0.7102
201610,040012,Cliente 2,12929867602,0.0355
201611,040014,Cliente 400,1.73885E+11,0.6103
201605,040002,Cliente 40,55789232359,0.2713
201607,040036,Cliente 90,1.39951E+11,0.8922
201507,040021,Cliente 120,77777009502,0.6574
201608,040002,Cliente 10,27773911994,0.1243
201511,040014,Cliente 50,71172294583,0.2924
201504,040002,Cliente 11,30621230554,0.1707
201612,040044,Cliente 90,54510822143,0.5629
201508,040021,Cliente 300,1.00489E+11,0.8301
201507,040036,Cliente 6,38659041443,0.257
201602,040072,Cliente 11,32704627436,0.1736
201608,040002,Cliente 7,21792377616,0.0975
201612,040044,Cliente 10,21795889367,0.2251
201606,040021,Cliente 14,28467386807,0.2103
201509,040072,Cliente 300,1.11876E+11,0.6506
201608,040014,Cliente 70,1.09898E+11,0.3962
201512,040072,Cliente 5,17437090375,0.0958
201611,040072,Cliente 150,1.13158E+11,0.5646
201506,040072,Cliente 70,70798481739,0.4194
201510,040036,Cliente 130,1.31699E+11,0.9242
201504,040021,Cliente 13,25870919735,0.2205
201505,040036,Cliente 400,1.55247E+11,0.986
201503,040012,Cliente 90,1.21368E+11,0.4192
201608,040021,Cliente 30,43858525430,0.3315
201602,040014,Cliente 180,1.25942E+11,0.4982
201605,040072,Cliente 10,29440880258,0.1576
201509,040012,Cliente 200,1.71503E+11,0.5409
201607,040002,Cliente 40,64192169359,0.2875
201508,040014,Cliente 15,41261688888,0.181
201606,040012,Cliente 3,19176189578,0.0532
201505,040021,Cliente 13,26180700168,0.2228
201607,040072,Cliente 5,16643757548,0.0861
201606,040044,Cliente 40,34609978947,0.4018
201502,040072,Cliente 160,91266504426,0.5365
201512,040002,Cliente 40,65612177970,0.3096
201610,040021,Cliente 180,1.01044E+11,0.7412
201603,040036,Cliente 9,53847226924,0.3427
201608,040044,Cliente 8,17556656157,0.1912
201510,040014,Cliente 120,97243327235,0.4089
201607,040012,Cliente 70,1.3603E+11,0.3696
201506,040036,Cliente 5,33548771244,0.2207
201505,040072,Cliente 300,1.07953E+11,0.6342
201505,040002,Cliente 12,31757599101,0.1712
201604,040002,Cliente 500,1.35272E+11,0.6826
201503,040044,Cliente 90,31850435207,0.544
201601,040012,Cliente 170,1.7472E+11,0.5143
201608,040014,Cliente 150,1.38251E+11,0.4985
201602,040021,Cliente 90,76760071842,0.5909
201603,040014,Cliente 170,1.12956E+11,0.4694
201611,040036,Cliente 50,1.51831E+11,0.8186
201608,040002,Cliente 120,1.03087E+11,0.4615
201505,040021,Cliente 120,77067750637,0.6558
201511,040044,Cliente 180,54351533213,0.7184
201510,040044,Cliente 70,39335760436,0.5255
201503,040044,Cliente 14,13348696593,0.228
201504,040036,Cliente 1000,1.55442E+11,0.9937
201602,040072,Cliente 15,40410336704,0.2145
201505,040044,Cliente 40,24471453131,0.3936
201505,040012,Cliente 130,1.43553E+11,0.4791
201611,040002,Cliente 300,1.54163E+11,0.6277
201503,040036,Cliente 18,77751104780,0.5249
201602,040012,Cliente 200,1.86025E+11,0.5455
201506,040044,Cliente 140,41692496717,0.6502
201610,040036,Cliente 1000,1.67382E+11,0.9948
201602,040012,Cliente 70,1.30074E+11,0.3814
201611,040021,Cliente 140,96461638605,0.6902
201609,040002,Cliente 80,90106041518,0.3937
201611,040002,Cliente 80,98866305438,0.4025
201511,040072,Cliente 4,12333176547,0.0702
201611,040044,Cliente 5,14281856209,0.1478
201512,040002,Cliente 170,1.12857E+11,0.5325
201606,040012,Cliente 5,29685893935,0.0823
201503,040014,Cliente 100,85541714661,0.3893
201612,040072,Cliente 80,97619727753,0.4708
201609,040014,Cliente 1,13023169221,0.0456
201605,040012,Cliente 7,40416027451,0.1146
201609,040036,Cliente 2,19391756667,0.1135
201509,040021,Cliente 6,15720198187,0.1301
201611,040044,Cliente 12,21841491213,0.2261
201609,040036,Cliente 400,1.68969E+11,0.9891
201605,040036,Cliente 90,1.41127E+11,0.89
201609,040002,Cliente 70,84846751110,0.3707
201503,040002,Cliente 7,23986974466,0.1322
201609,040014,Cliente 11,54434538859,0.1906
201604,040072,Cliente 18,42128687155,0.229
201503,040044,Cliente 1,1755600000,0.03
201512,040012,Cliente 40,89717198688,0.2779
201509,040021,Cliente 30,43256278718,0.3579
201609,040012,Cliente 110,1.64484E+11,0.4412
201609,040036,Cliente 13,85112450269,0.4982
201602,040036,Cliente 70,1.38233E+11,0.8595
201607,040021,Cliente 180,98781673169,0.7433
201512,040072,Cliente 7,22613067514,0.1242
201607,040072,Cliente 18,43225425698,0.2237
201503,040021,Cliente 11,23110023380,0.1972
201601,040002,Cliente 13,43415595382,0.2003
201511,040036,Cliente 1,8301922080,0.0588
201512,040021,Cliente 160,90381174716,0.7159
201506,040012,Cliente 60,98846686913,0.3368
201607,040044,Cliente 60,41369453288,0.4686
201605,040021,Cliente 110,86821200403,0.6372
201509,040002,Cliente 170,1.08437E+11,0.5428
201507,040044,Cliente 180,46213889570,0.7043
201503,040036,Cliente 130,1.36405E+11,0.9208
201510,040044,Cliente 4,11608117368,0.1551
201503,040002,Cliente 19,40732658992,0.2245
201507,040072,Cliente 500,1.21067E+11,0.7059
201612,040021,Cliente 20,36940863075,0.2644
201601,040072,Cliente 4,14961907268,0.0809
201606,040072,Cliente 7,21834506709,0.1157
201606,040072,Cliente 11,30946439603,0.164
201506,040072,Cliente 80,74212253945,0.4396
201504,040072,Cliente 110,82304478357,0.4875
201503,040072,Cliente 14,29245655949,0.1722
201504,040036,Cliente 60,1.26664E+11,0.8097
201502,040036,Cliente 15,64268350005,0.4613
201604,040014,Cliente 5,26553797625,0.1095
201510,040012,Cliente 190,1.67899E+11,0.5242
201603,040012,Cliente 190,1.8287E+11,0.5355
201605,040044,Cliente 13,20509003652,0.2432
201505,040002,Cliente 10,28833885493,0.1554
201504,040014,Cliente 80,86373775703,0.373
201507,040021,Cliente 14,27921918335,0.236
201510,040036,Cliente 80,1.23496E+11,0.8666
201512,040021,Cliente 170,92020904949,0.7289
201503,040002,Cliente 8,25903912127,0.1428
201607,040036,Cliente 140,1.47088E+11,0.9377
201511,040021,Cliente 120,80822463699,0.6578
201505,040014,Cliente 13,42734410263,0.183
201607,040044,Cliente 90,48707266088,0.5517
201610,040021,Cliente 10,22290933030,0.1635
201503,040002,Cliente 190,1.01956E+11,0.5619
201504,040044,Cliente 5,9242146757,0.1479
201503,040072,Cliente 6,16513981481,0.0973
201605,040072,Cliente 170,1.08659E+11,0.5817
201512,040021,Cliente 110,79625708776,0.6307
201609,040014,Cliente 40,91416721836,0.3201
201511,040021,Cliente 200,93522470597,0.7611
201509,040014,Cliente 20,49583653804,0.2055
201607,040014,Cliente 190,1.37421E+11,0.5103
201509,040002,Cliente 160,1.0647E+11,0.5329
201612,040014,Cliente 11,42229421178,0.1533
201511,040021,Cliente 400,1.06456E+11,0.8664
201605,040072,Cliente 100,92603554577,0.4957
201605,040021,Cliente 200,1.05002E+11,0.7706
201603,040014,Cliente 120,1.0155E+11,0.422
201508,040044,Cliente 190,48410365049,0.7127
201502,040044,Cliente 100,34324570231,0.5719
201609,040036,Cliente 15,91285030627,0.5344
201603,040012,Cliente 150,1.69783E+11,0.4972
201507,040012,Cliente 160,1.47915E+11,0.4939
201505,040021,Cliente 1000,1.10746E+11,0.9423
201604,040072,Cliente 10,29033174003,0.1578
201508,040036,Cliente 9,52994440453,0.3467
201601,040021,Cliente 10,22721099627,0.1756
201501,040072,Cliente 16,31194007064,0.1817
201601,040012,Cliente 19,70119047974,0.2064
201508,040021,Cliente 15,28557158121,0.2359
201604,040002,Cliente 300,1.20132E+11,0.6062
201511,040044,Cliente 110,46878329644,0.6196
201505,040072,Cliente 7,19451473578,0.1143
201504,040014,Cliente 70,81830996862,0.3534
201501,040002,Cliente 120,81652538952,0.4703
201609,040002,Cliente 20,45271473557,0.1978
201509,040036,Cliente 130,1.35935E+11,0.924
201610,040002,Cliente 1000,1.79843E+11,0.7755
201505,040036,Cliente 8,48126197189,0.3057
201602,040036,Cliente 170,1.53422E+11,0.954
201605,040021,Cliente 18,34212500741,0.2511
201511,040044,Cliente 50,35110578183,0.4641
201602,040012,Cliente 16,64841093939,0.1901
201605,040012,Cliente 90,1.48563E+11,0.4212
201504,040044,Cliente 18,18113389810,0.2899
201506,040044,Cliente 80,34328412359,0.5353
201605,040002,Cliente 19,37071392943,0.1803
201510,040036,Cliente 3,22683785362,0.1592
201608,040021,Cliente 190,99390437201,0.7512
201506,040002,Cliente 30,46620598273,0.2542
201507,040002,Cliente 130,87031511793,0.4694
201605,040014,Cliente 400,1.39926E+11,0.5764
201603,040014,Cliente 18,47363672495,0.1968
201508,040072,Cliente 13,31368463907,0.1836
201603,040044,Cliente 16,22950795328,0.2858
201506,040014,Cliente 60,76256473759,0.3288
201511,040021,Cliente 50,56360832235,0.4587
201507,040044,Cliente 140,42797008848,0.6522
201610,040002,Cliente 18,41662521300,0.1797
201601,040021,Cliente 500,1.16114E+11,0.8975
201605,040044,Cliente 80,44790741463,0.5312
201506,040036,Cliente 4,27785691938,0.1828
201612,040021,Cliente 70,74095055528,0.5304
201505,040012,Cliente 80,1.1961E+11,0.3992
201603,040012,Cliente 400,2.21863E+11,0.6497
201508,040012,Cliente 8,37716101224,0.1228
201603,040044,Cliente 150,52998111011,0.66
201501,040072,Cliente 400,1.12534E+11,0.6556
201603,040012,Cliente 170,1.76614E+11,0.5172
201605,040014,Cliente 15,42224456231,0.1739
201507,040014,Cliente 300,1.25835E+11,0.548
