cve_periodo,cve_institucion,cve_estado,cve_TEC,dat_id_credito_met_cnbv,dat_rfc,dat_responsabilidad_total
201612,040012,14,4,10311,178,16697795774
201612,040014,14,2,1943,1189,3379889064
201612,040072,7,3,45,25,108993526
201612,040002,32,2,239,186,145018685
201512,040021,17,2,254,82,32881730
201512,040021,14,2,3681,769,851610326
201612,040014,18,4,8,3,34328838
201612,040021,15,1,2412,1185,385582368
201512,040072,8,2,875,512,1025106305
201612,5,30,5,10,2,651221335
201512,5,2,1,9300,6081,3394914594
201512,040072,32,1,694,534,239912407
201612,040072,10,3,58,19,116921696
201612,040072,25,5,12,1,734833179
201612,040012,2,4,3159,52,3871044767
201512,040036,28,4,50,5,2147291386
201612,040002,27,3,16,11,83738146
201612,5,12,2,1423,694,859692456
201612,040044,9,4,244,165,23910950375
201612,040044,11,2,26,15,146275814
201512,5,7,2,2523,1302,1942174924
201612,5,20,3,89,26,128547277
201512,040014,18,3,12,8,61114343
201612,040012,5,4,20198,52,4349105679
201612,5,9,5,565,67,56522546634
201612,040014,3,4,40,7,1570933918
201612,040002,999,4,11,5,1118187284
201612,040072,28,2,1249,648,1196375210
201612,040002,28,2,913,766,625144707
201612,5,18,2,1410,472,989493574
201612,5,11,3,2252,227,3241405658
201612,040012,3,3,12,7,30864796
201512,040072,12,4,5,4,360694061
201612,040072,26,4,172,38,2271047141
201512,040036,30,2,122,91,28041103
201612,040012,4,2,134,69,139522116
201612,040044,12,1,6,4,2074237
201512,040012,20,3,23,11,25295646
201612,5,8,2,5234,2415,5895326086
201512,5,16,3,908,62,953105319
201512,040044,31,4,26,13,1071124568
201612,040036,8,2,69,44,4915581
201612,040021,3,3,1,1,507247
201612,040002,17,4,19,12,629685770
201612,040072,20,3,20,11,27991754
201512,040021,30,2,1080,179,156110466
201512,040002,4,4,5,5,139894684
201612,040012,31,3,250,25,252263979
201512,040072,18,2,248,116,167175238
201612,040014,30,2,939,574,1330523069
201612,040021,30,2,845,170,125898264
201512,040002,6,2,228,200,132124751
201612,040072,19,4,776,227,32812059473
201512,040036,11,2,147,94,116905555
201612,040014,26,3,104,37,439037005
201512,040044,3,3,1,1,25667857
201612,040044,11,4,37,26,2463829193
201512,040036,9,4,893,162,67458580779
201612,040036,3,1,121,109,9126734
201512,040044,5,1,3,3,49687839
201612,040021,2,1,945,479,87714075
201612,040002,15,3,140,96,912509390
201612,040072,18,2,278,152,225767729
201612,040021,1,2,136,62,45010266
201612,040021,32,3,21,3,18209255
201512,040014,27,1,609,432,550796914
201612,040012,22,2,664,340,541104038
201512,040072,7,3,39,19,136221625
201612,040002,10,1,138,112,83180724
201612,040072,6,4,18,8,97166155
201512,040021,18,1,327,105,19240447
201612,040072,8,2,1114,577,969161193
201612,040002,7,4,26,13,1206919802
201612,040072,9,1,5166,3843,3070264750
201512,040021,15,4,2256,55,8926761965
201612,040044,22,3,15,9,191918728
201612,5,31,4,2219,105,14463866164
201612,040072,3,4,42,14,2157839544
201612,040012,14,1,19287,14283,5391874492
201612,040012,11,4,16553,72,5168548989
201512,040012,5,3,159,31,278775760
201612,040044,19,3,25,19,421690817
201512,040012,10,4,149,18,1968906496
201512,040014,2,4,187,40,1984085594
201512,040036,20,3,4,2,4032674
201612,040014,8,5,5,2,126532965
201512,5,25,1,8886,5155,4167147398
201512,5,21,5,8,2,2479035738
201512,040036,22,1,77,60,20191515
201512,040044,20,2,2,2,6918291
201612,040014,10,3,32,17,84430596
201612,040012,13,2,501,254,322317004
201512,040014,8,4,358,57,3712004224
201512,040012,3,5,1,1,103851508
201512,040014,30,5,4,1,136551542
201612,040044,8,3,21,12,184265557
201612,040044,30,1,30,23,53530960
201612,040012,26,1,4372,3016,1408074932
201612,040014,30,4,400,61,5086685691
201612,040014,22,3,128,21,351246942
201612,040044,10,1,7,5,38698360
201612,040036,3,3,2,1,87356
201612,5,11,4,20621,260,37144054230
201512,5,11,3,2460,220,3531090911
201512,5,10,4,512,50,6469751681
201512,040014,31,1,753,531,650245327
201612,040014,23,2,274,178,473348597
201612,040014,24,1,776,572,483143344
201512,040002,26,1,348,303,261035070
201612,040012,32,4,14,8,100693475
201512,040014,13,4,73,9,1045501583
201512,040021,17,4,1322,1,154168513
201612,040002,26,3,31,21,271606133
201612,040012,10,3,25,16,121239866
201512,040014,16,4,157,33,1628147352
201512,040072,8,1,648,502,427156549
201612,040014,3,5,14,1,665434347
201512,040044,1,3,11,5,87012618
201612,040002,28,1,267,221,171439759
201512,040072,5,4,102,29,1779617234
201512,5,30,1,12748,8114,4906548267
201512,5,4,4,187,28,8325635443
201612,040014,13,1,751,552,484029927
201612,040012,11,2,1272,662,1048347379
201612,040014,7,4,16,10,95056181
201612,040014,11,3,107,43,244820736
201612,040012,12,1,2827,2100,891681820
201612,040044,19,4,102,59,15080850180
201512,040014,15,2,1318,816,2132752499
201512,040044,2,2,17,16,126491354
201512,040021,18,3,71,2,12925502
201512,5,3,2,1330,688,799513798
201612,040012,6,4,1066,13,1740450329
201612,040012,8,2,719,410,620341413
201512,040012,9,5,12,6,1565084046
201512,040036,21,2,97,77,101262720
201612,040044,20,2,3,3,6022004
201512,040044,17,2,9,4,52347413
201512,040044,18,4,2,1,223986162
201512,040012,4,4,51,14,1253905221
201612,040044,18,4,2,1,238250960
201512,040044,16,3,1,1,6038358
201612,040072,6,1,274,208,117103103
201512,5,22,4,7641,95,11130317225
201512,040012,6,2,226,94,172380286
201512,040014,4,2,86,62,137174757
201512,040021,12,1,644,213,28166381
201512,040044,18,1,1,1,400318
201512,040012,12,2,265,115,95376600
201512,040012,32,2,259,160,233771888
201512,040012,30,4,1064,57,3538429692
201612,040014,31,3,71,26,206296556
201512,040002,24,3,19,8,137891491
201612,5,12,3,115,23,193347559
201612,040036,2,4,1,1,80872
201612,5,7,2,2694,1439,2319262133
201512,040036,6,2,23,16,8615386
201512,040012,31,3,168,27,259931820
201512,040014,30,2,894,532,1271449027
201512,040002,30,3,133,65,533769884
201612,040012,24,3,996,23,187070854
201512,040014,31,4,110,26,2201013150
201612,5,5,4,21981,167,27716212812
201512,040002,29,1,49,39,50869097
201512,040002,23,4,31,15,708250773
201512,5,4,1,1837,1101,771880992
201512,040021,19,2,1807,529,437907752
201612,040002,25,4,113,41,4338459744
201512,040072,6,3,22,12,65233575
201612,040014,10,1,533,416,374189020
201512,040014,19,1,2357,1678,2039516358
201512,040012,18,1,1559,1159,327662795
201612,040012,13,3,28,12,39547452
201612,040012,14,2,3726,1567,2749497889
201612,040012,15,1,22664,16535,6112920516
201612,040021,15,2,1137,534,575805236
201512,040012,19,3,1699,102,753699965
201512,040014,14,3,327,115,1027168879
201512,5,2,3,737,116,1541174873
201512,040036,26,4,42,13,470817644
201512,5,25,2,7400,2347,7011189860
201512,5,24,3,1408,71,1229784950
201512,5,26,1,9166,5232,3599380469
201512,040044,19,4,98,54,12627442216
201512,040014,14,5,13,1,113715454
201612,040012,999,4,1,1,21010628
201512,040014,15,4,634,123,6894168759
201612,040036,15,4,231,30,3537534364
201612,040036,16,3,1,1,400721
201512,040021,17,3,6,3,11993259
201512,040036,28,2,45,26,11104314
201512,040044,22,1,7,5,54340472
201512,040012,20,1,2011,1533,453696768
201612,5,21,2,5643,2366,5596064206
201512,5,6,3,278,32,513202176
201612,040012,5,1,4745,3100,1415425224
201512,040012,21,2,1075,435,684919323
201612,5,10,4,512,60,9137904692
201512,040002,6,3,13,6,85787415
201512,040014,19,2,1786,1032,2887559061
201612,040044,10,3,3,2,24694525
201612,040021,3,4,9,4,242178987
201612,040021,2,5,14,1,394745159
201612,040021,5,2,662,252,139934719
201512,040044,1,4,25,10,1434154565
201612,5,17,3,135,27,426848627
201612,040002,26,4,121,45,4352499905
201512,040072,17,3,15,7,31120542
201512,040044,32,3,4,1,40506263
201612,040036,9,1,2621,2180,704719682
201612,040044,31,4,42,16,1636705160
201612,040012,30,4,1340,50,2758290788
201612,040072,21,2,744,492,747324475
201612,040021,5,1,1320,552,105713922
201612,040044,5,1,17,12,114814278
201512,040036,5,2,65,50,14694220
201512,040002,7,1,347,289,198263700
201612,040002,20,1,243,193,126263360
201612,040014,31,1,856,632,683174508
201512,040044,2,1,8,7,117017795
201612,040014,29,3,8,4,24515764
201612,040002,19,2,2270,1870,2341776499
201612,040021,28,4,698,24,2086770048
201512,5,14,5,33,4,870658296
201512,040044,7,2,1,1,41456315
201612,040021,8,1,1059,555,141995444
201612,040014,28,1,1682,1250,1217135756
201512,040021,1,2,191,69,52014341
201612,040021,7,2,129,93,77276744
201612,040044,7,2,1,1,41482011
201612,040012,30,1,6684,5065,2158719640
201612,040012,27,4,279,14,563596986
201612,040036,999,4,98,17,28489889440
201512,040044,8,1,19,15,121991599
201612,040012,28,3,528,41,256383205
201512,040021,25,4,15803,29,7113011672
201512,040014,29,2,68,39,81872897
201512,040012,31,2,341,193,436414939
201512,040012,30,3,1049,62,539595437
201612,040036,2,2,46,27,23438758
201612,040012,29,2,68,50,66226351
201512,040036,12,1,17,14,3263777
201612,040002,21,3,60,33,269678030
201512,040014,25,3,195,55,672507353
201512,040072,15,2,1603,1106,1653425517
201512,040014,27,4,43,10,1080626203
201512,5,11,5,1,1,7062028
201512,5,15,1,31074,20327,10602918316
201512,040021,27,2,393,140,61483431
201612,040002,22,2,1171,953,920600621
201512,040021,15,1,3306,1354,350156479
201512,040072,31,2,499,301,600022149
201612,040012,16,2,1224,477,644102731
201612,040072,9,4,962,292,56190370267
201512,040021,16,3,542,8,40651534
201612,040072,8,5,4,3,514501407
201512,040021,14,5,4,1,243004372
201612,040012,17,1,2860,2167,646214885
201612,5,28,1,10015,6230,4072829834
201612,040072,12,1,309,238,106240716
201612,040002,9,2,9872,7903,9213239538
201612,040021,14,2,2761,756,901534142
201512,040072,30,3,104,32,191688866
201612,040002,31,3,26,21,148010744
201512,040072,6,4,6,2,66404795
201612,040002,10,4,15,10,2461161619
201612,040044,31,1,26,16,61707680
201612,040012,19,3,857,96,604448022
201512,040012,9,4,62950,537,1.12509E+11
201512,040072,25,4,200,39,5551074297
201612,040014,17,3,39,11,126295471
201512,040012,10,3,37,19,104300479
201512,040036,19,3,12,9,77742369
201612,040014,15,2,1456,903,2626991753
201612,040014,16,1,1557,1095,1008773167
201612,040014,13,4,52,11,1550667313
201512,040072,28,1,724,510,543753392
201612,040012,16,3,205,31,223652632
201612,040044,28,4,18,8,570497787
201512,040014,30,4,369,63,4919645078
201612,040012,21,1,8436,6190,2462308387
201512,040012,11,2,1266,584,968005575
201612,040036,23,4,6,6,79241894
201512,040014,31,3,63,23,236612488
201512,5,9,1,111515,66519,51005874514
201612,040036,11,2,172,95,133331566
201512,5,999,4,93,33,22915357074
201512,5,11,2,12988,3281,9249699885
201512,5,8,2,4710,2104,4979783989
201512,040012,25,2,1354,300,760907835
201612,040044,10,2,7,5,53587424
201512,040036,999,4,51,15,14818594285
201512,040002,8,3,20,16,139857393
201512,040014,20,2,200,122,168429404
201512,040012,21,3,529,55,521199884
201612,040044,9,3,71,52,811276909
201512,040012,23,4,840,38,9612127522
201512,040014,19,3,348,126,1216864769
201512,040014,23,2,236,143,318136503
201512,040021,25,2,701,186,270550734
201612,040044,14,3,19,15,180351745
201612,040002,31,4,25,15,1977724036
201612,5,19,2,22653,7478,23131478407
201612,5,18,3,366,17,312730887
201612,5,17,4,7856,42,4884559811
201512,040021,28,2,1086,268,202643484
201612,040012,4,3,10,3,61988488
201512,040021,24,3,143,4,16185064
201612,040014,1,4,113,11,652382572
201612,040072,31,3,80,25,112240388
201512,040002,6,4,46,10,905110253
201612,040012,5,2,821,376,630643722
201612,040014,3,2,113,71,106047986
201512,040012,7,3,187,22,95370294
201512,040014,6,2,241,150,275024494
201612,040021,16,4,26206,19,1361864350
201512,040044,15,3,22,15,230099097
201612,040002,16,1,451,357,342564265
201612,040002,14,3,132,85,1031141359
201612,040002,19,1,627,517,581561255
201512,040012,5,2,698,314,542392459
201512,040021,12,3,1,1,5721026
201512,040012,4,3,18,5,95728066
201512,040012,6,1,1146,857,459287272
201512,040014,4,1,259,197,191483229
201612,040002,11,3,76,40,515907482
201512,040012,32,4,144,7,64929467
201612,040002,9,5,2,1,700415455
201512,040014,7,4,18,12,123578434
201512,040014,10,1,457,328,328815454
201612,040012,17,2,364,194,268973931
201512,040014,18,4,7,4,134569498
201512,040012,22,2,707,278,559587483
201512,040014,21,1,1168,815,938155152
201612,5,13,3,128,32,496935615
201612,040036,9,4,855,154,73721276375
201512,040021,32,3,24,2,14394475
201512,040002,9,2,9573,7694,7920729915
201512,040021,3,3,1,1,507247
201612,5,17,2,1999,935,1761023516
201612,040014,30,5,4,1,131149786
201512,040012,2,2,550,318,570648635
201512,040021,4,2,122,66,71848170
201512,040021,31,4,442,12,481103559
201612,040036,10,3,5,2,74372
201612,5,16,3,1034,75,1199540240
201512,5,5,5,1,1,74619613
201512,040036,999,1,19,3,4159059
201512,040002,8,2,1127,913,643604757
201612,040014,2,3,99,49,271590414
201512,040012,21,4,2361,56,3943998126
201512,040012,24,1,2937,2180,763994258
201612,5,20,1,4974,2967,1532956387
201612,040002,32,3,3,2,16991805
201512,040014,22,1,554,405,518999000
201512,040012,22,3,180,20,179046984
201512,040036,1,1,53,43,15841346
201612,040002,21,2,1444,1159,1401479393
201612,040021,19,1,2702,873,287423368
201512,040044,14,4,79,40,2144927198
201512,040014,5,3,77,37,374749599
201512,040044,11,4,44,31,2314372356
201612,040002,13,4,11,6,622868158
201612,040002,19,4,333,131,32147967318
201512,040044,17,1,1,1,4006030
201612,040002,15,2,5503,4471,4029349114
201612,040002,22,1,312,269,222236349
201512,040012,999,2,3,2,808192
201612,040014,26,2,571,343,889597980
201612,040012,28,2,548,297,477770726
201512,040036,14,3,14,6,6053304
201512,040036,16,1,59,47,7413450
201612,040002,30,1,590,483,540192519
201612,040002,22,3,34,19,276935105
201512,5,20,3,78,30,133894171
201512,5,22,1,7967,4839,3044592125
201612,040014,27,1,699,527,636316649
201612,040014,25,3,118,48,557842197
201612,040002,28,3,47,24,183122780
201512,5,19,4,88108,592,1.71764E+11
201512,040072,9,4,798,240,40581236138
201512,5,11,1,19764,9835,7149148715
201512,5,13,2,1962,854,1456901845
201512,040002,12,3,8,5,21337284
201512,040021,22,3,92,9,44156799
201512,040036,5,1,75,63,13799835
201612,040021,29,4,22,4,382915838
201612,5,14,3,3464,381,6076776180
201512,040072,11,2,847,617,983933010
201512,040072,10,3,43,18,104059553
201512,5,14,1,31597,18675,12152162826
201512,040002,14,1,819,690,678008333
201512,040036,8,1,74,53,22464051
201512,040021,29,2,307,19,19128864
201512,5,10,2,1711,669,1602805305
201512,040044,27,4,8,5,577751948
201512,040044,30,1,5,5,27037154
201612,040044,8,2,41,30,348416454
201512,040014,22,2,325,189,530187925
201512,040021,24,4,1897,13,439061564
201512,040012,25,1,2948,2111,832336078
201512,040012,21,5,4,1,383946422
201512,040044,28,3,8,6,69357207
201612,040072,25,2,1262,742,1155003370
201612,040021,2,2,472,176,140902253
201612,040036,15,2,187,129,97551991
201512,040072,16,3,15,13,95288557
201612,040036,16,1,251,238,19792970
201612,040014,999,3,5,2,1647828
201512,040036,13,4,6,3,65204417
201512,040072,25,2,1101,652,1167354532
201612,040012,26,4,1123,58,3577044939
201512,040072,18,3,59,10,107941357
201612,040002,21,4,125,40,5525270721
201612,040021,30,3,12,8,39184944
201612,040002,32,4,3,2,61331098
201512,5,12,3,169,20,202296823
201612,040021,999,4,15,10,3318248196
201512,040002,999,2,5,4,15342159
201512,040044,1,1,3,3,17902753
201512,040072,8,5,2,2,784613242
201612,5,13,4,494,36,7365868624
201512,040021,5,3,112,15,157631824
201512,040044,13,4,5,3,122791380
201512,040002,19,4,310,122,19480647437
201612,040012,21,5,4,1,196241304
201512,040044,17,3,1,1,38938764
201612,040044,27,3,3,2,49297112
201512,040014,3,4,41,9,1208319930
201612,040012,23,3,38,13,97887816
201612,040014,21,3,88,33,373078876
201612,040014,22,2,377,219,749856008
201612,040014,23,1,1133,784,861253167
201612,040012,22,4,6756,30,2097013708
201612,040072,26,2,688,373,545965673
201612,040012,999,3,4,2,2499996
201612,040014,999,1,129,122,32167526
201512,040072,12,3,5,5,4102148
201512,040072,14,1,1467,1114,781333090
201612,040044,16,4,8,4,385775458
201612,040044,17,3,1,1,48581055
201612,040036,11,1,445,406,37326782
201512,040036,9,5,401,17,33540644950
201612,040044,3,2,1,1,451176
201612,040072,18,3,26,9,57881262
201612,040014,26,4,277,42,1873500958
201612,040014,29,1,243,180,151298949
201512,040072,29,2,48,36,72926715
201612,040072,10,2,444,232,356877553
201512,040072,30,1,508,402,256517946
201612,040072,12,3,8,6,3047448
201512,040014,2,2,518,315,657005756
201612,040036,4,1,56,48,4110108
201612,040021,17,4,1306,7,223599670
201612,040036,30,1,426,385,46289295
201512,040036,17,1,45,38,25419204
201512,040044,8,3,26,16,264848703
201512,040012,2,4,715,51,3083662483
201512,040002,28,4,56,31,2745235705
201512,040002,30,2,1726,1414,1172620878
201512,040012,30,5,4,1,271722526
201612,040036,28,3,9,2,964129
201612,040044,2,2,19,16,135236759
201612,040021,18,3,70,2,25081277
201512,040044,7,4,2,1,58413702
201512,040002,29,3,14,7,93425037
201512,040036,14,4,46,24,660714030
201512,040002,31,1,206,168,145400013
201612,040072,14,4,539,137,5178200948
201512,040014,1,3,28,16,64564076
201512,040036,15,3,63,18,219607556
201512,040012,5,1,4074,2976,1127140130
201612,040021,21,3,51,9,90959866
201612,040014,17,4,14,6,172833666
201612,040014,20,1,607,451,364500984
201512,040014,29,1,223,157,203401826
201612,040002,8,5,2,1,377146712
201612,040044,29,4,2,2,57710894
201612,040044,32,1,2,2,778100
201512,5,23,1,4244,2467,1923762537
201512,040012,1,2,561,156,318902411
201612,040012,26,3,351,42,491644361
201612,040002,15,4,324,131,15675996003
201512,040036,12,2,12,8,683467
201512,040044,9,1,65,61,459367822
201512,040021,1,3,14,6,46532523
201512,040044,7,3,3,2,50794523
201512,040012,2,3,211,28,277753569
201512,040012,27,1,2188,1568,654078525
201612,040044,1,4,31,13,2251224705
201512,040036,13,1,43,32,8006791
201512,040014,22,4,159,29,3018848610
201512,040014,8,1,1694,1232,1656815722
201512,040044,24,1,5,3,25179115
201512,040044,25,3,11,7,86042598
201512,040014,12,3,10,8,18037042
201512,040002,23,1,131,105,80950159
201512,040014,14,1,3682,2588,2830486271
201512,040014,5,4,106,34,3444669319
201612,040044,24,4,19,7,988132159
201512,040072,3,1,393,286,122990503
201512,040002,14,4,303,124,10350456743
201512,5,15,2,15648,6465,12075239087
201612,040072,21,1,598,488,433875939
201512,040012,29,2,76,48,59128971
201512,040021,5,2,817,240,182965547
201512,040002,2,2,1298,1038,1017663431
201612,5,9,3,11434,1133,16528610811
201612,040072,20,2,496,362,599196457
201512,040021,6,1,404,146,44529374
201612,040036,30,2,111,85,19654675
201612,040002,25,3,38,30,351786944
201512,040044,15,1,15,13,118280311
201512,040014,26,3,103,37,464723653
201512,040014,28,1,1558,1134,1061949350
201612,5,8,4,26875,181,33098219672
201512,5,13,4,274,32,5984197174
201612,5,10,2,1788,792,1845180238
201612,040002,5,2,932,777,598193118
201512,040012,24,2,451,204,358362496
201512,5,3,3,151,15,137012582
201512,5,4,2,689,332,853027590
201512,5,2,4,1515,129,15970564024
201612,040036,12,2,12,10,487237
201512,040036,26,3,6,4,5809508
201612,040036,9,5,371,16,33594575077
201612,040044,9,1,144,119,597428437
201512,040014,21,3,87,31,213035229
201512,5,5,1,9539,5382,3075939998
201512,5,21,2,4922,1930,4542905380
201512,040072,24,3,56,25,207531354
201512,040044,6,1,1,1,3744724
201612,040044,1,1,8,5,60277787
201612,040036,21,1,268,237,27661872
201612,040036,23,2,47,28,38632086
201512,040044,26,3,20,9,141678283
201612,040044,23,1,8,5,28677943
201612,040044,20,4,6,3,251846167
201612,040021,14,1,3038,1268,430462858
201612,040072,6,3,28,13,61419456
201512,040021,19,4,27924,55,11247617893
201612,040021,13,2,124,58,39858897
201612,5,19,3,3254,465,7769767555
201612,040021,8,4,1395,32,2102167087
201612,040036,24,1,153,136,57043797
201512,040002,12,2,389,323,172342400
201512,040002,13,1,211,187,114009296
201512,040021,24,2,416,114,167903411
201612,5,21,1,13616,8647,5453710330
201612,040002,2,4,86,39,5951402875
201612,040021,20,3,2,2,36262
201612,040072,7,4,29,15,221032362
201512,040072,5,1,710,565,380387897
201612,5,5,2,5590,2227,5163230646
201512,5,21,1,12242,7483,4408661993
201612,5,32,1,3909,2560,1186058353
201612,040014,20,3,16,10,51748444
201612,040072,7,1,940,720,370979783
201512,040044,19,2,26,20,176155181
201612,5,30,3,1378,157,2583802297
201612,040012,21,4,2898,52,6653082235
201612,040072,3,1,488,353,103039032
201612,040036,19,1,261,222,55409631
201512,040036,23,3,2,1,112531
201512,040002,18,3,7,4,29851611
201612,040036,16,4,7,7,220229
201512,040036,24,2,38,31,152357155
201612,040072,29,4,8,6,14692511
201612,040072,32,1,783,582,261413566
201612,5,2,1,10733,7051,4084001381
201612,040012,999,1,6,3,2663969
201612,5,11,2,13308,3709,10356557126
201512,040036,31,2,43,29,48988235
201512,040044,8,4,50,30,1489133360
201512,040002,3,2,491,406,210982360
201612,040072,8,4,238,53,3871685498
201612,040072,9,3,585,300,1583503851
201612,5,999,2,141,22,164824498
201612,040012,29,3,130,7,44692807
201612,040021,28,2,869,243,185003652
201512,040021,999,2,172,9,8981724
201612,040072,17,4,16,12,105592316
201512,040072,28,3,62,32,243232270
201612,040044,32,4,2,1,14293472
201612,5,9,2,46127,17055,49867231148
201512,040072,27,4,58,9,1217316634
201612,040072,11,1,1146,899,553741529
201612,040014,27,3,45,21,238367342
201512,5,16,4,29730,112,19077822130
201512,040021,6,4,944,3,95905845
201512,040044,10,3,1,1,4000710
201512,040044,9,4,226,154,19892316314
201612,040014,30,1,2739,2089,1601489336
201612,040072,14,2,3850,2019,3231283301
201612,040012,32,1,2001,1563,514977055
201612,040012,29,4,25,5,161857871
201612,040072,12,4,9,7,287204863
201512,040021,7,3,101,11,99131435
201612,040012,1,3,58,17,131175242
201512,5,19,1,26287,15218,10911977161
201512,5,17,3,140,27,334307836
201612,040021,7,3,47,9,69200833
201512,040021,1,1,538,182,29077388
201512,040012,25,4,18791,61,7629794707
201512,040014,22,5,9,1,502945047
201612,040036,7,4,5,5,350958
201512,040014,23,4,125,34,6081943776
201512,040002,2,4,57,31,2557735846
201612,040044,15,4,86,50,5982944951
201612,040012,1,2,370,177,372834422
201512,040012,26,3,193,39,549077978
201612,040012,8,4,24262,63,6931768091
201612,040044,13,3,1,1,45275702
201512,040014,24,3,194,22,216802954
201612,040044,17,2,12,6,76554340
201512,040014,26,1,1284,917,1028076021
201612,040012,11,1,9666,6772,2951522554
201612,040072,23,4,53,27,6289516933
201512,040021,32,2,225,47,81041201
201512,040002,11,1,484,406,315808230
201612,040002,4,1,71,57,53564561
201512,040044,21,4,27,17,1427488314
201512,040002,15,3,180,106,989616918
201512,040072,1,3,38,18,110059162
201512,040036,15,5,1,1,5764989098
201512,040002,21,3,63,37,248365654
201512,040044,26,2,23,19,140560806
201512,040002,16,2,1115,929,578133774
201512,040014,6,3,28,17,137308474
201512,040014,7,2,275,186,305665085
201512,040002,22,2,1056,849,719947917
201612,040044,26,2,27,21,195975654
201512,040036,19,1,136,107,58036648
201512,040036,18,2,13,10,4443672
201512,5,12,5,1,1,140236372
201612,5,11,1,21845,11056,8274711095
201512,5,16,1,13186,7588,4190683838
201612,040021,30,1,1277,524,89982791
201512,040012,1,1,2407,1728,640774780
201512,040014,27,2,209,128,333363392
201512,040036,10,1,22,14,9371189
201612,040002,27,1,206,166,139904835
201512,5,14,3,3678,358,6707902503
201512,040002,1,3,15,11,78438951
201612,040036,31,1,130,106,23817250
201612,040044,6,2,5,4,18718830
201612,040072,19,3,389,187,921566071
201512,5,999,3,16,5,51251074
201612,040002,23,2,401,333,271293669
201512,040044,5,2,14,10,139652212
201612,040012,27,3,106,24,130975067
201612,5,16,1,14144,8342,5144316141
201612,040036,14,2,207,143,167049809
201612,040044,22,2,30,18,179305714
201512,5,26,4,2821,124,15165784644
201512,040014,8,2,625,392,1088992462
201612,040036,19,3,10,7,74901425
201512,040072,3,5,1,1,10819806
201612,040036,18,4,2,2,95457
201612,040044,17,1,5,4,4363974
201612,5,18,4,125,20,1985209103
201512,040002,11,3,80,44,522133932
201512,040021,23,3,16,6,16645357
201612,040021,11,4,656,25,3528044446
201612,040002,5,1,269,225,181183465
201512,040012,11,1,8459,6206,2421166178
201612,040021,17,1,691,285,67348727
201612,5,22,2,4227,1826,4445257149
201512,5,1,1,4662,2694,1772755079
201612,040036,22,4,63,10,102352008
201512,040002,20,1,223,187,90737801
201612,040072,1,3,40,19,86449220
201512,040036,22,4,64,7,101545057
201612,5,1,2,2486,951,2573157223
201612,040072,2,2,1097,540,1035183727
201612,040036,25,1,310,276,28655977
201612,040036,18,2,14,11,3497422
201612,040072,31,2,660,377,625353010
201612,040036,6,1,84,70,5477677
201512,040036,30,3,13,6,3974455
201512,040036,29,4,1,1,61865
201512,5,30,3,1662,148,2401215628
201612,5,29,2,698,235,371952960
201512,5,31,2,2861,1166,3112619879
201612,5,28,3,1083,116,1587213123
201512,040036,17,4,1,1,33760
201612,5,27,1,5026,3194,1995248681
201612,5,27,4,980,37,4505026192
201512,040072,31,3,74,23,146584294
201512,040036,16,2,36,28,4794963
201612,040021,20,1,930,344,62671592
201512,040072,19,4,507,157,29902227221
201612,040014,2,1,1628,1205,1117239650
201512,040036,9,1,1427,1013,728998997
201512,040072,24,2,542,352,580983016
201612,040012,1,4,717,18,1327291654
201612,040012,3,5,1,1,0
201512,040072,21,2,568,362,713412172
201512,040072,21,5,2,1,52037975
201512,040002,27,4,30,8,402263900
201612,040014,1,2,171,115,277380595
201512,040002,30,1,551,459,389011594
201612,040012,2,3,239,35,316667191
201512,040036,3,1,33,27,7040990
201512,040002,10,3,33,18,93872292
201512,040036,30,4,39,10,924185795
201512,040021,23,1,1052,408,108941035
201512,5,10,1,4119,1965,1197480015
201612,5,17,1,5071,3266,1581655806
201512,040036,28,3,25,4,4108821
201612,040021,6,2,142,72,43736280
201512,040072,30,2,524,289,620812490
201612,040072,2,4,185,48,2669039059
201512,040044,21,2,24,21,158034878
201612,5,24,1,7085,4302,2877982537
201612,5,23,2,1796,861,1890691528
201612,5,22,3,771,89,1552366764
201512,040014,16,3,21,14,69196416
201512,040036,29,1,26,21,9103702
201612,040014,999,2,9,6,40732979
201512,040014,18,1,330,250,222535566
201512,040021,16,4,28568,15,1870198831
201512,5,22,5,26,2,1231923807
201512,040012,17,4,5176,14,839140787
201612,5,13,1,6568,4259,2319919475
201512,5,5,4,19516,142,21051708679
201512,5,8,1,10057,6171,5025031551
201612,040072,27,3,17,11,25316838
201612,040014,3,1,366,314,235204730
201512,040002,8,1,295,246,331006697
201512,040072,15,1,1007,800,569762402
201612,040014,2,2,541,347,709263938
201612,040012,999,2,2,2,812301
201512,040044,5,3,9,8,44138575
201512,040002,5,4,507,21,1499863952
201512,040012,22,1,4874,3625,1383570969
201512,040036,29,3,1,1,52050
201512,040036,31,1,69,49,61327169
201512,040072,13,3,19,9,117852798
201512,040014,20,1,531,354,334759450
201612,040014,6,1,967,681,678142096
201612,040014,4,3,16,7,53584746
201612,5,19,1,31565,17675,13171508137
201612,040002,29,1,47,35,51386919
201512,040002,7,2,948,760,499552536
201512,040014,17,4,17,9,345755009
201612,040036,7,3,1,1,0
201512,040002,5,3,68,44,319364027
201512,040044,1,2,13,9,57089167
201512,5,18,1,16498,5537,881003677
201612,5,7,3,424,56,643918590
201612,040014,28,4,181,27,1428015176
201612,5,6,4,2839,32,5258821612
