cve_periodo,cve_institucion,cve_tipo_moneda,cve_destino_credito,cve_TEC,tasa,responsabilidad,plazo
201612,040012,0,32,4,6.6242,5309256595,20.6321
201612,040014,0,30,4,7.6862,1882460,17.7968
201612,040014,1,29,4,3.6878,96447298,27.716
201512,040044,0,28,2,7.7216,81963901,
201512,040044,1,25,4,3.43,385787419,51
201512,040044,0,27,3,5.9606,2398531530,39.6028
201612,040002,0,29,3,0,0,0
201512,5,0,21,3,8.1086,2104821355,48.9184
201512,040044,1,21,3,4.4094,54821677,41.4572
201512,040036,1,27,3,4.4032,97296777,32.5944
201612,040072,0,32,2,11.8352,5231167,11.8464
201512,040021,0,24,3,5.02,6080000,14
201512,5,1,0,1,2.58,5929241,6
201512,5,0,30,4,6.0952,2069118735,36.5457
201512,5,0,32,2,9.4127,372210793,24.1798
201512,5,1,29,4,3.3131,103876491,33.5594
201512,5,0,0,2,9.625,601262632,39.0807
201512,5,0,0,5,7.0407,8279786657,116.2786
201612,5,2,27,4,,40540067,
201512,5,2,22,1,0,0,0
201612,5,1,30,2,4.9286,125890392,32.7863
201612,5,1,28,4,3.6853,10343608238,12.8744
201512,5,0,22,3,7.1171,6079499843,41.3869
201512,5,0,21,4,6.4588,24289421582,54.8413
201612,5,0,30,3,8.3441,322924080,30.669
201512,5,0,24,1,7.8659,100771055,28.5653
201612,5,0,29,4,8.2806,590454248,26.4923
201512,5,1,21,3,4.4887,97119809,40.6315
201612,5,1,27,5,4.6818,16295099118,93.6827
201512,5,2,21,2,,413669,20
201512,5,1,22,2,5.6367,803809097,35.7816
201612,5,1,0,5,5.14,537669375,107
201612,5,0,21,1,11.2106,1981290588,54.4221
201612,5,1,25,4,3.8651,507611548,34.0133
201612,5,0,29,1,9.1811,104522500,24.8223
201612,040002,1,24,4,3.1523,844109296,23.1849
201512,040036,0,22,3,17,1985735,
201612,040002,0,28,4,8.5853,5403331440,20.0945
201512,040072,0,25,4,6.4515,5155820153,38.0021
201512,040014,1,29,4,3.3131,103876491,33.5594
201612,040044,0,27,5,9.11,370915587,
201512,040014,0,32,2,9.9926,8543020,24.2885
201612,040044,0,28,4,9.0385,840957884,
201512,040012,0,32,4,4.7246,3447538831,34.6583
201512,5,0,23,5,6.3923,573033998,177.9898
201512,5,1,24,3,3.4383,103129617,15.7801
201512,5,0,26,2,6.7693,316915695,49.9618
201512,5,0,25,3,7.7974,1180209690,22.3171
201512,5,0,27,1,10.5354,1.38285E+11,27.0634
201612,040072,0,0,1,10.84,2142992,8
201612,040002,1,30,2,5.1623,114845270,32.9448
201512,5,0,24,5,6.8239,404072600,151.9617
201512,5,0,25,4,7.3755,12510409986,37.7414
201512,5,0,26,3,7.554,39987901,27.2432
201512,5,0,22,1,8.41,9196400273,51.6132
201512,5,0,28,1,7.8841,1137443031,7.9985
201512,5,0,27,2,9.7696,1.42072E+11,23.9622
201512,5,1,21,1,5.7854,32401631,58.4509
201512,5,1,27,1,4.9312,3129293427,17.2146
201512,5,1,24,4,3.5654,2144447138,104.9126
201512,5,0,21,2,8.8795,4556953164,47.1359
201512,040002,1,22,2,4.4755,56971074,31.0494
201512,040002,0,22,3,6.8402,246204607,36.081
201612,040021,0,24,2,9.0707,32355851,37.9604
201512,040072,0,27,5,5.3681,4598039948,76.0347
201612,040044,1,26,2,4.68,24761335,23
201612,5,0,32,4,7.0777,18493843615,32.2354
201612,5,0,31,2,7.5865,23457138,33.0494
201512,5,0,23,2,7.8484,54903220,47.8083
201612,5,0,32,1,10.4958,227118067,21.5082
201612,5,1,29,3,3.59,1457166,15
201612,040044,0,25,5,9.36,50025993,
201612,040044,0,28,2,9.6352,100126579,
201612,040044,1,27,2,3.9247,161220845,26.485
201612,040044,0,27,3,8.7326,2432467944,39.128
201512,040002,1,30,1,5.92,1283179,27
201612,040044,0,22,5,7.9,43514421,18
201612,040044,1,22,4,3.6074,4700819534,42.748
201612,040044,0,26,1,8.5078,26689521,35.5113
201612,040044,0,25,2,9.2032,92064510,17.4487
201612,040044,1,21,5,4.1,41285755,
201612,040021,1,22,4,3.3512,209237192,13.8845
201512,5,0,23,1,8.7357,36175395,2.1249
201512,5,1,21,2,4.9273,257981811,39.4841
201512,5,0,22,2,7.9956,14158104502,46.8855
201512,5,1,22,1,5.7989,383977968,49.1454
201612,5,1,30,3,4.2503,4425889,30.8234
201612,5,0,32,5,7.82,1519690514,139.6999
201612,040044,1,21,1,5.24,15162710,44
201612,040044,0,21,2,8.4194,679324597,36.7847
201612,040044,0,22,1,9.0708,261276123,53.4936
201512,5,1,0,3,4.5302,14767340,15.4251
201512,5,0,0,4,6.9364,38501000029,121.7432
201512,040002,0,28,1,6.0513,68999470,4.2097
201512,040002,1,27,1,3.4635,254009028,15.949
201512,040021,0,32,5,7.6615,49899542,23.5598
201612,040036,0,27,1,16.2537,1392317674,90.9512
201612,040036,0,22,4,9.6009,3871869403,119.3666
201512,5,1,26,2,4.29,31525437,35
201612,5,0,0,3,10.1179,109537985,26.6001
201612,040002,1,22,3,4.4819,64859505,27.3226
201612,040072,0,26,2,8.3587,61499599,50.2521
201612,040072,0,25,3,8.9255,179329324,26.4743
201512,040014,0,22,1,7.7618,2480072997,4.5874
201512,040021,1,22,1,4.7898,16734855,14.1708
201512,040021,0,21,3,13.57,12999318,0
201612,5,0,23,4,8.9544,490676212,134.1537
201612,5,1,22,4,5.4461,32481348522,61.8423
201612,5,1,21,5,4.8784,2573702577,48.2674
201612,5,0,25,2,10.3671,3572491247,25.1059
201612,5,0,24,3,8.2945,166991085,23.8121
201612,5,0,26,1,9.3475,157323261,53.9081
201612,5,1,24,2,4.8937,111832700,32.0056
201612,5,0,22,5,9.0112,1325927075,144.3582
201612,040021,0,26,1,19.5217,31680,18.8005
201512,040021,1,0,4,2.8942,2650078828,18.2728
201512,040072,0,26,2,6.3744,136684203,46.0909
201512,040072,0,25,3,6.8115,245721335,24.171
201612,5,0,28,3,9.4285,1628015353,6.7355
201612,5,0,27,4,8.0204,7.10418E+11,44.0576
201612,5,0,26,5,8.546,715299858,30.3964
201612,5,1,29,1,3.7362,51036495,18.6345
201612,5,2,27,2,10,94560,31.0856
201612,5,1,28,2,3.4373,138340454,11.3411
201612,5,1,27,3,4.7449,4776578472,12.2025
201612,5,0,29,2,8.2687,352663293,19.9187
201612,5,0,30,1,9.5794,208879968,35.8874
201612,5,1,26,4,4.319,763764367,51.825
201512,040002,0,27,2,10.8633,27447646414,22.1287
201512,040002,1,24,4,2.3475,633382386,13.5542
201512,040012,1,27,4,3.094,1.10415E+11,51.5124
201512,040012,0,27,5,7.6073,1862654885,37.7796
201612,040021,0,22,2,10.796,120287431,20.8363
201512,040014,1,27,2,5.3156,1693171726,10.3439
201512,040014,0,28,2,7.8618,610827724,29.3802
201512,040012,1,28,3,3.9214,1306025,1.6336
201512,040012,0,30,2,7.2007,181195197,33.6538
201612,040012,0,25,4,7.2483,196114089,
201512,040012,1,0,5,4.77,447795051,119
201512,040014,0,0,4,5.8961,6040834375,110.808
201512,040014,1,27,5,3.5977,1545079824,41.9741
201512,040014,0,30,3,6.2731,13142585,27.5171
201512,040014,0,27,3,7.8856,6400965163,22.3628
201512,040014,1,28,1,0,0,
201612,040012,1,27,1,4.9743,1069825074,21.6729
201512,040002,1,30,2,4.9262,111174145,38.0935
201612,040002,0,24,4,7.4707,473270722,18.9894
201512,040014,1,22,3,4.8152,167108350,8.1852
201512,040014,0,22,4,5.8511,12266478084,9.0571
201512,040012,0,25,3,8.3399,8891113,
201612,040012,1,28,4,3.6503,1041576857,2.8678
201612,040014,1,27,3,5.2311,1019457428,8.1939
201612,040014,0,30,1,8.7007,3755970,17.6065
201512,040002,0,29,4,4.8,4724069,1
201512,040044,0,32,4,4.3383,2206873425,1
201512,5,0,21,1,9.3241,1473626768,52.539
201512,040012,0,21,4,6.33,138985797,48
201612,040072,0,27,1,12.8903,11803134400,26.2861
201612,040002,0,22,4,7.759,2329865812,49.9606
201612,040002,0,30,4,7.7678,1614287221,36.7557
201512,5,0,22,4,6.2823,46702764333,53.4174
201512,5,0,23,3,11.3,6948978,
201612,5,1,28,3,3.4959,131682017,2.681
201612,5,0,27,5,7.4952,43631067260,170.1047
201612,5,0,28,4,8.4225,38253059461,11.8064
201612,5,1,29,2,3.5548,53433598,0
201512,5,0,21,5,7.3559,700507368,43.5896
201512,5,1,21,4,3.9769,8044078887,58.0103
201512,5,0,25,1,8.4093,1746199939,24.5721
201612,5,0,29,3,9.2398,145154931,20.4997
201612,5,0,30,2,8.6218,482444491,33.8913
201512,5,0,24,2,7.5509,482386328,12.9841
201612,5,1,30,1,4.7919,13399506,42.1738
201512,5,1,22,3,4.6047,541556930,35.5911
201512,5,1,24,1,4,22682424,10
201612,5,1,27,4,3.7868,4.0818E+11,47.5088
201612,5,1,26,5,4.06,556112879,7
201612,5,0,0,5,8.7643,5079227553,131.2866
201612,5,0,0,2,11.8475,502309105,59.0123
201612,5,1,0,4,4.0029,21578900196,116.184
201512,5,0,32,1,7.7761,260637627,23.622
201512,5,0,31,2,8.607,5948981,11.6666
201512,5,0,26,4,6.3773,3721911399,57.0996
201512,5,0,28,2,7.9842,1566935991,9.1014
201512,5,0,32,4,4.8908,10028798327,32.1286
201512,5,0,27,3,7.4369,49403512420,18.2682
201512,5,1,27,5,6.4253,19118128448,75.9237
201512,5,1,28,4,3.3452,10781671600,8.3651
201512,5,1,28,1,5.1327,136249581,6.5501
201512,5,1,25,4,4.6947,678280717,51.5919
201512,5,1,30,2,4.6625,118045929,38.4397
201512,5,2,27,4,,39396483,10
201512,5,1,29,3,4.75,5944853,
201512,5,1,27,2,4.7794,6726038997,21.6797
201512,5,1,26,1,5.92,43010232,119
201512,5,0,24,4,6.6763,4619543339,88.9393
201512,5,1,23,4,4.38,163747759,14
201612,040014,0,27,2,11.6127,30367460418,28.6464
201612,040012,1,27,3,4.7709,1468134878,12.2015
201612,040012,0,27,4,7.7577,1.45995E+11,38.0668
201612,040012,0,30,1,9.8402,132715523,35.0933
201612,040012,1,28,2,5.4712,3608374,2.5823
201512,040072,0,22,1,9.6163,765415104,49.4734
201512,040021,0,24,2,5.42,9543490,14
201512,040021,0,22,4,5.8443,941011652,26.1949
201512,040021,1,21,4,2.1418,83696658,19
201512,040014,0,32,3,7.91,2152349,
201512,040012,1,32,4,2.3386,680113510,1.6074
201612,040044,0,26,2,8.6424,56882990,28.8494
201512,040072,0,0,4,5.9827,1734363575,126.8197
201612,5,1,24,4,4.0978,2755673645,97.6924
201512,5,0,30,2,7.5196,394599702,33.7609
201512,5,0,28,4,6.7036,28993225290,7.8622
201512,5,0,29,3,7.3578,131110583,23.8585
201612,5,1,26,2,4.68,24761335,23
201612,5,1,24,1,4,27144751,14
201612,5,0,27,2,11.3896,1.64232E+11,25.4656
201612,5,1,23,2,4.75,43050360,2
201612,5,0,26,3,8.8369,19273585,33.0306
201612,5,1,21,4,4.2177,12708879403,73.947
201612,5,0,28,1,10.0291,1248398813,9.8708
201512,5,0,27,5,5.8139,46039033871,166.0154
201512,5,1,30,1,5.5945,4929983,22.8356
201612,5,0,24,5,9.1718,343500517,151.2434
201612,5,0,25,1,10.4816,2060235922,24.7995
201612,5,0,25,4,9.3043,16750628416,36.075
201612,5,0,24,2,9.4294,442462498,26.395
201512,5,1,27,4,3.3359,3.59822E+11,40.6507
201512,5,1,26,5,3.69,502163228,19
201612,5,0,22,4,8.5028,76939425787,60.6077
201612,5,0,21,5,9.0503,1383619747,34.0297
201512,5,1,29,2,3.5435,36457624,4.6692
201512,5,1,28,3,2.5832,209169517,10.9505
201612,5,1,27,1,5.2598,3234495078,16.1367
201612,5,1,22,3,5.013,427101282,39.184
201612,040014,1,29,1,3.7362,51036495,18.6345
201612,040014,0,28,3,8.8202,696030312,12.6731
201612,040012,0,32,1,9.57,14914513,6
201612,040012,1,27,5,2.6007,1649431817,56.563
201512,040014,1,0,2,5.48,5250401,8
201612,040012,0,22,2,8.586,8220361,33.6715
201612,5,1,32,5,8,4825458570,22.4771
201612,040021,0,0,1,0,0,0
201512,040012,0,24,2,13.1675,343819,1.8153
201512,5,1,32,2,3.38,3209256,6
201512,5,0,32,3,7.5311,63466690,15.3631
201512,5,0,31,4,9.3321,37292971,49.3912
201512,5,1,30,4,3.6226,655406788,35.5363
201512,5,0,33,2,8.62,369723,32
201512,5,1,0,5,3.872,712006065,79.2945
201612,040002,1,30,3,3.8,2093593,39
201612,040002,1,22,4,3.1016,3872340053,34.5234
201612,040002,0,24,3,7.7402,121060509,19.7534
201612,040002,1,24,2,4.8937,111832700,32.0056
201612,040072,0,26,1,8.9758,81678422,35.8341
201512,5,0,22,5,6.7357,515892448,69.5628
201512,5,0,23,4,6.0392,1040011771,109.5698
201512,5,1,24,2,4.3684,68955983,11.1314
201512,5,0,26,1,7.2632,79509108,32.4921
201512,5,0,25,2,8.2702,3038484694,22.913
201512,5,1,21,5,7.55,2109282586,70.3948
201512,5,1,22,4,3.8805,11894324568,58.2572
201512,5,0,24,3,6.237,209503253,32.9992
201512,040072,0,31,2,8.2665,4025904,10.0744
201512,040072,1,27,5,5.0195,2227459189,22.0917
