cve_institucion,cve_periodo,cve_concepto,dato
040012,201602,1,234532
040012,201602,2,49336
040012,201602,3,7.0926
040012,201602,4,3.2417
040012,201602,6,45
040012,201602,7,3.41006E+11
040012,201603,1,231728
040012,201603,2,49699
040012,201603,3,7.384
040012,201603,4,3.2836
040012,201603,6,44
040012,201603,7,3.41499E+11
040012,201604,1,238741
040012,201604,2,49666
040012,201604,3,7.4618
040012,201604,4,3.2859
040012,201604,6,44
040012,201604,7,3.40999E+11
040012,201605,1,244009
040012,201605,2,49811
040012,201605,3,7.4813
040012,201605,4,3.2853
040012,201605,6,44
040012,201605,7,3.52673E+11
040012,201606,1,253149
040012,201606,2,49746
040012,201606,3,7.5088
040012,201606,4,3.2783
040012,201606,6,44
040012,201606,7,3.60506E+11
040012,201607,1,254815
040012,201607,2,49575
040012,201607,3,7.6646
040012,201607,4,3.2887
040012,201607,6,44
040012,201607,7,3.68025E+11
040012,201608,1,260442
040012,201608,2,49091
040012,201608,3,7.9759
040012,201608,4,3.3005
040012,201608,5,9.2605
040012,201608,6,44
040012,201608,7,3.6678E+11
040012,201609,1,263482
040012,201609,2,48875
040012,201609,3,8.0423
040012,201609,4,3.3535
040012,201609,5,9.2602
040012,201609,6,45
040012,201609,7,3.72769E+11
040012,201610,1,260659
040012,201610,2,48920
040012,201610,3,8.2828
040012,201610,4,3.4452
040012,201610,5,9.2606
040012,201610,6,45
040012,201610,7,3.63789E+11
040012,201611,1,266922
040012,201611,2,48169
040012,201611,3,8.4994
040012,201611,4,3.4861
040012,201611,5,9.2614
040012,201611,6,44
040012,201611,7,3.88918E+11
040012,201612,1,265237
040012,201612,2,47352
040012,201612,3,8.908
040012,201612,4,3.5515
040012,201612,5,9.2629
040012,201612,6,44
040012,201612,7,3.90103E+11
040014,201501,1,65204
040014,201501,2,45345
040014,201501,3,7.163
040014,201501,4,3.8602
040014,201501,5,9.9296
040014,201501,6,33
040014,201501,7,2.19958E+11
040014,201502,1,65636
040014,201502,2,45275
040014,201502,3,7.2716
040014,201502,4,3.918
040014,201502,5,9.9277
040014,201502,6,33
040014,201502,7,2.16531E+11
040014,201503,1,64736
040014,201503,2,44584
040014,201503,3,7.2655
040014,201503,4,3.9906
040014,201503,5,9.9261
040014,201503,6,31
040014,201503,7,2.19712E+11
040014,201504,1,65873
040014,201504,2,45141
040014,201504,3,6.997
040014,201504,4,4.0731
040014,201504,5,9.9245
040014,201504,6,32
040014,201504,7,2.31583E+11
040014,201505,1,65733
040014,201505,2,44905
040014,201505,3,6.9636
040014,201505,4,4.0293
040014,201505,5,9.9231
040014,201505,6,32
040014,201505,7,2.33471E+11
040014,201506,1,65321
040014,201506,2,44603
040014,201506,3,7.0359
040014,201506,4,4.0233
040014,201506,5,9.9211
040014,201506,6,33
040014,201506,7,2.31949E+11
040014,201507,1,65055
040014,201507,2,44306
040014,201507,3,7.071
040014,201507,4,3.9256
040014,201507,5,9.9195
040014,201507,6,34
040014,201507,7,2.29609E+11
040014,201508,1,62087
040014,201508,2,42265
040014,201508,3,7.1011
040014,201508,4,4.0258
040014,201508,5,10
040014,201508,6,34
040014,201508,7,2.27975E+11
040014,201509,1,62328
040014,201509,2,42189
040014,201509,3,7.0917
040014,201509,4,3.8429
040014,201509,5,10
040014,201509,6,35
040014,201509,7,2.4126E+11
040014,201510,1,62544
040014,201510,2,42038
040014,201510,3,7.1719
040014,201510,4,3.7833
040014,201510,5,10
040014,201510,6,35
040014,201510,7,2.37839E+11
040014,201511,1,62628
040014,201511,2,41910
040014,201511,3,7.0883
040014,201511,4,3.3843
040014,201511,5,10
040014,201511,6,35
040014,201511,7,2.43384E+11
040014,201512,1,62665
040014,201512,2,41999
040014,201512,3,7.1745
040014,201512,4,3.427
040014,201512,5,10
040014,201512,6,36
040014,201512,7,2.51734E+11
040014,201601,1,62522
040014,201601,2,41902
040014,201601,3,7.1457
040014,201601,4,3.5023
040014,201601,5,10
040014,201601,6,35
040014,201601,7,2.54493E+11
040014,201602,1,62409
040014,201602,2,41832
040014,201602,3,7.4515
040014,201602,4,3.5344
040014,201602,5,10
040014,201602,6,36
040014,201602,7,2.52792E+11
040014,201603,1,62198
040014,201603,2,41790
040014,201603,3,7.7087
040014,201603,4,3.5251
040014,201603,5,10
040014,201603,6,39
040014,201603,7,2.40657E+11
040014,201604,1,62390
040014,201604,2,41851
040014,201604,3,7.8486
040014,201604,4,3.5846
040014,201604,5,10
040014,201604,6,38
040014,201604,7,2.42448E+11
040014,201605,1,62208
040014,201605,2,41592
040014,201605,3,8.0864
040014,201605,4,3.8353
040014,201605,5,10
040014,201605,6,40
040014,201605,7,2.42748E+11
040014,201606,1,61996
040014,201606,2,41643
040014,201606,3,7.889
040014,201606,4,3.6698
040014,201606,5,10
040014,201606,6,40
040014,201606,7,2.56064E+11
040014,201607,1,61560
040014,201607,2,41377
040014,201607,3,8.0577
040014,201607,4,3.497
040014,201607,5,10
040014,201607,6,39
040014,201607,7,2.69296E+11
040014,201608,1,61198
040014,201608,2,41183
040014,201608,3,8.0344
040014,201608,4,3.7081
040014,201608,5,10
040014,201608,6,38
040014,201608,7,2.77349E+11
040014,201609,1,61978
040014,201609,2,41039
040014,201609,3,8.0972
040014,201609,4,3.803
040014,201609,5,10
040014,201609,6,37
040014,201609,7,2.85555E+11
040014,201610,1,61579
040014,201610,2,40668
040014,201610,3,8.4318
040014,201610,4,3.5211
040014,201610,5,10
040014,201610,6,37
040014,201610,7,2.86765E+11
040014,201611,1,61403
040014,201611,2,40489
040014,201611,3,8.8981
040014,201611,4,3.6603
040014,201611,5,10
040014,201611,6,39
040014,201611,7,2.84894E+11
040014,201612,1,61125
040014,201612,2,40363
040014,201612,3,9.4081
040014,201612,4,3.7143
040014,201612,5,10
040014,201612,6,42
040014,201612,7,2.7553E+11
040021,201501,1,147149
040021,201501,2,22683
040021,201501,3,6.5092
040021,201501,4,3.2301
040021,201501,6,33
040021,201501,7,1.25337E+11
040021,201502,1,146277
040021,201502,2,22457
040021,201502,3,6.4868
040021,201502,4,3.2185
040021,201502,6,33
040021,201502,7,1.2483E+11
040021,201503,1,149504
040021,201503,2,22175
040021,201503,3,6.7001
040021,201503,4,3.1866
040021,201503,6,33
040021,201503,7,1.17205E+11
040021,201504,1,150277
040021,201504,2,22004
040021,201504,3,6.6936
040021,201504,4,3.2435
040021,201504,6,33
040021,201504,7,1.17342E+11
040021,201505,1,150700
040021,201505,2,21933
040021,201505,3,6.6862
040021,201505,4,3.2038
040021,201505,6,33
040021,201505,7,1.17523E+11
040021,201506,1,149705
040021,201506,2,21827
040021,201506,3,6.6664
040021,201506,4,3.184
040021,201506,6,32
040021,201506,7,1.18436E+11
040021,201507,1,154004
040021,201507,2,21868
040021,201507,3,6.6791
040021,201507,4,3.2224
040021,201507,6,32
040021,201507,7,1.18306E+11
040021,201508,1,149268
040021,201508,2,21965
040021,201508,3,6.5949
040021,201508,4,3.1771
040021,201508,6,31
040021,201508,7,1.21063E+11
040021,201509,1,146201
040021,201509,2,21944
040021,201509,3,6.7031
040021,201509,4,3.2941
040021,201509,6,31
040021,201509,7,1.20867E+11
040021,201510,1,145385
040021,201510,2,22041
040021,201510,3,6.7518
040021,201510,4,3.3805
040021,201510,6,31
040021,201510,7,1.22385E+11
040021,201511,1,141517
040021,201511,2,22126
040021,201511,3,6.7107
040021,201511,4,3.4108
040021,201511,6,30
040021,201511,7,1.22876E+11
040021,201512,1,141514
040021,201512,2,21747
040021,201512,3,6.781
040021,201512,4,3.4279
040021,201512,6,30
040021,201512,7,1.26254E+11
040021,201601,1,138283
040021,201601,2,21661
040021,201601,3,6.8521
040021,201601,4,3.4407
040021,201601,6,29
040021,201601,7,1.2937E+11
040021,201602,1,137170
040021,201602,2,22901
040021,201602,3,7.0363
040021,201602,4,3.4936
040021,201602,6,29
040021,201602,7,1.29895E+11
040021,201603,1,135093
040021,201603,2,22720
040021,201603,3,7.272
040021,201603,4,3.5997
040021,201603,6,28
040021,201603,7,1.30013E+11
040021,201604,1,135028
040021,201604,2,22658
040021,201604,3,7.2077
040021,201604,4,3.6205
040021,201604,6,28
040021,201604,7,1.3119E+11
040021,201605,1,135919
040021,201605,2,22501
040021,201605,3,7.2071
040021,201605,4,3.6102
040021,201605,6,27
040021,201605,7,1.36254E+11
040021,201606,1,137342
040021,201606,2,22451
040021,201606,3,7.2251
040021,201606,4,3.6529
040021,201606,6,27
040021,201606,7,1.35365E+11
040021,201607,1,136262
040021,201607,2,22182
040021,201607,3,7.5087
040021,201607,4,3.4967
040021,201607,6,26
040021,201607,7,1.32905E+11
040021,201608,1,129023
040021,201608,2,21932
040021,201608,3,7.5674
040021,201608,4,3.5366
040021,201608,6,23
040021,201608,7,1.32303E+11
040021,201609,1,124222
040021,201609,2,21820
040021,201609,3,7.5852
040021,201609,4,3.5866
040021,201609,6,24
040021,201609,7,1.36029E+11
040021,201610,1,118719
040021,201610,2,21784
040021,201610,3,7.8858
040021,201610,4,3.634
040021,201610,6,25
040021,201610,7,1.36321E+11
040021,201611,1,120758
040021,201611,2,21664
040021,201611,3,8.0643
040021,201611,4,3.6984
040021,201611,6,25
040021,201611,7,1.39767E+11
040021,201612,1,119396
040021,201612,2,21305
040021,201612,3,8.5389
040021,201612,4,3.8313
040021,201612,6,25
040021,201612,7,1.39699E+11
040036,201501,1,11134
040036,201501,2,6812
040036,201501,3,6.7561
040036,201501,4,5.1381
040036,201501,6,82
040036,201501,7,1.41116E+11
040036,201502,1,11052
040036,201502,2,6775
040036,201502,3,6.7701
040036,201502,4,5.1599
040036,201502,6,82
040036,201502,7,1.39313E+11
040036,201503,1,11084
040036,201503,2,6758
040036,201503,3,6.7669
040036,201503,4,4.9613
040036,201503,6,82
040036,201503,7,1.4813E+11
040036,201504,1,11017
040036,201504,2,6686
040036,201504,3,6.6613
040036,201504,4,4.9599
040036,201504,6,89
040036,201504,7,1.56426E+11
040036,201505,1,10925
040036,201505,2,6653
040036,201505,3,6.6527
040036,201505,4,4.9414
040036,201505,6,89
040036,201505,7,1.5745E+11
040036,201506,1,10778
040036,201506,2,6549
040036,201506,3,6.7611
040036,201506,4,4.9562
040036,201506,6,91
040036,201506,7,1.51995E+11
040036,201507,1,10598
040036,201507,2,6405
040036,201507,3,6.7215
040036,201507,4,5.0263
040036,201507,6,92
040036,201507,7,1.50423E+11
040036,201508,1,10278
040036,201508,2,6182
040036,201508,3,6.7208
040036,201508,4,5.096
040036,201508,6,90
040036,201508,7,1.52841E+11
040036,201509,1,9827
040036,201509,2,5938
040036,201509,3,6.7962
040036,201509,4,5.1085
040036,201509,6,92
040036,201509,7,1.47113E+11
040036,201510,1,9505
040036,201510,2,5694
040036,201510,3,6.7651
040036,201510,4,5.1036
040036,201510,6,92
040036,201510,7,1.42507E+11
040036,201511,1,9037
040036,201511,2,5447
040036,201511,3,6.7809
040036,201511,4,4.935
040036,201511,6,93
040036,201511,7,1.41093E+11
040036,201512,1,8700
040036,201512,2,5208
040036,201512,3,6.8347
040036,201512,4,4.8015
040036,201512,6,90
040036,201512,7,1.51433E+11
040036,201601,1,8468
040036,201601,2,5052
040036,201601,3,6.8383
040036,201601,4,4.7656
040036,201601,6,87
040036,201601,7,1.60754E+11
040036,201602,1,8251
040036,201602,2,4891
040036,201602,3,6.9034
040036,201602,4,4.7646
040036,201602,6,87
040036,201602,7,1.60822E+11
040036,201603,1,18806
040036,201603,2,14472
040036,201603,3,7.2945
040036,201603,4,4.9685
040036,201603,6,105
040036,201603,7,1.57141E+11
040036,201604,1,18156
040036,201604,2,13929
040036,201604,3,7.3731
040036,201604,4,4.9692
040036,201604,6,111
040036,201604,7,1.56E+11
040036,201605,1,17516
040036,201605,2,13416
040036,201605,3,7.3862
040036,201605,4,4.7875
040036,201605,6,111
040036,201605,7,1.58576E+11
040036,201606,1,16918
040036,201606,2,12895
040036,201606,3,7.3608
040036,201606,4,4.9276
040036,201606,6,109
040036,201606,7,1.5976E+11
040036,201607,1,16403
040036,201607,2,12426
040036,201607,3,7.6448
040036,201607,4,5.0772
040036,201607,6,112
040036,201607,7,1.56865E+11
040036,201608,1,15792
040036,201608,2,12030
040036,201608,3,7.5861
040036,201608,4,5.0918
040036,201608,6,110
040036,201608,7,1.57298E+11
040036,201609,1,15388
040036,201609,2,11667
040036,201609,3,7.5968
040036,201609,4,5.1257
040036,201609,6,106
040036,201609,7,1.70831E+11
040036,201610,1,15034
040036,201610,2,11350
040036,201610,3,7.9429
040036,201610,4,5.1931
040036,201610,6,103
040036,201610,7,1.68261E+11
040036,201611,1,14608
040036,201611,2,11000
040036,201611,3,8.0856
040036,201611,4,5.26
040036,201611,6,99
040036,201611,7,1.85487E+11
040036,201612,1,14016
040036,201612,2,10538
040036,201612,3,8.5423
040036,201612,4,5.2902
040036,201612,6,100
040036,201612,7,1.77262E+11
040044,201501,1,1841
040044,201501,2,1249
040044,201501,3,5.5918
040044,201501,4,3.1279
040044,201501,6,39
040044,201501,7,59744145001
040044,201502,1,1863
040044,201502,2,1258
040044,201502,3,5.5543
040044,201502,4,3.1923
040044,201502,6,39
040044,201502,7,60017989284
040044,201503,1,1849
040044,201503,2,1263
040044,201503,3,5.5816
040044,201503,4,3.1982
040044,201503,6,39
040044,201503,7,58548188251
040044,201504,1,1878
040044,201504,2,1272
040044,201504,3,5.5386
040044,201504,4,3.2009
040044,201504,6,40
040044,201504,7,62483952438
040044,201505,1,1907
040044,201505,2,1291
040044,201505,3,5.6069
040044,201505,4,3.2054
040044,201505,6,40
040044,201505,7,62176023496
040044,201506,1,1911
040044,201506,2,1301
040044,201506,3,5.5936
040044,201506,4,3.179
040044,201506,6,39
040044,201506,7,64125405600
040044,201507,1,1941
040044,201507,2,1323
040044,201507,3,5.5783
040044,201507,4,3.1294
040044,201507,6,39
040044,201507,7,65620080122
040044,201508,1,1961
040044,201508,2,1326
040044,201508,3,5.6002
040044,201508,4,3.1539
040044,201508,6,39
040044,201508,7,67925498744
040044,201509,1,2016
040044,201509,2,1361
040044,201509,3,5.6065
040044,201509,4,2.4095
040044,201509,6,41
040044,201509,7,75340609711
040044,201510,1,1987
040044,201510,2,1339
040044,201510,3,5.5802
040044,201510,4,2.4035
040044,201510,6,41
040044,201510,7,74852295650
040044,201511,1,2006
040044,201511,2,1347
040044,201511,3,5.5777
040044,201511,4,2.4304
040044,201511,6,41
040044,201511,7,75656365151
040044,201512,1,2023
040044,201512,2,1356
040044,201512,3,5.539
040044,201512,4,2.5576
040044,201512,6,41
040044,201512,7,77923820204
040044,201601,1,2052
040044,201601,2,1371
040044,201601,3,5.7133
040044,201601,4,2.6318
040044,201601,6,42
040044,201601,7,82792823111
040044,201602,1,2073
040044,201602,2,1382
040044,201602,3,5.9764
040044,201602,4,2.5723
040044,201602,6,45
040044,201602,7,81775136317
040044,201603,1,2115
040044,201603,2,1395
040044,201603,3,6.2065
040044,201603,4,3.26
040044,201603,6,46
040044,201603,7,80301496335
040044,201604,1,2138
040044,201604,2,1404
040044,201604,3,6.2356
040044,201604,4,3.276
040044,201604,6,46
040044,201604,7,82803248631
040044,201605,1,2164
040044,201605,2,1423
040044,201605,3,6.2643
040044,201605,4,3.2604
040044,201605,6,45
040044,201605,7,84319830729
040044,201606,1,2193
040044,201606,2,1452
040044,201606,3,6.3066
040044,201606,4,3.2895
040044,201606,6,45
040044,201606,7,86128729027
040044,201607,1,2205
040044,201607,2,1454
040044,201607,3,6.6052
040044,201607,4,3.2862
040044,201607,6,44
040044,201607,7,88288767056
040044,201608,1,2209
040044,201608,2,1456
040044,201608,3,6.6814
040044,201608,4,3.2707
040044,201608,6,45
040044,201608,7,91817106964
040044,201609,1,2417
040044,201609,2,1591
040044,201609,3,6.7455
040044,201609,4,3.3645
040044,201609,6,44
040044,201609,7,92345435833
040044,201610,1,2528
040044,201610,2,1674
040044,201610,3,7.1289
040044,201610,4,3.3392
040044,201610,6,44
040044,201610,7,93070196058
040044,201611,1,2694
040044,201611,2,1805
040044,201611,3,7.4214
040044,201611,4,3.5334
040044,201611,6,44
040044,201611,7,96614638117
040044,201612,1,2736
040044,201612,2,1832
040044,201612,3,7.7485
040044,201612,4,3.6967
040044,201612,6,44
040044,201612,7,96847198816
040072,201501,1,56351
040072,201501,2,36343
040072,201501,3,7.4658
040072,201501,4,3.9358
040072,201501,5,12.2591
040072,201501,6,50
040072,201501,7,1.71641E+11
040072,201502,1,55205
040072,201502,2,35573
040072,201502,3,7.4378
040072,201502,4,3.9405
040072,201502,5,12.0282
040072,201502,6,50
040072,201502,7,1.70119E+11
040072,201503,1,52970
040072,201503,2,33843
040072,201503,3,7.4146
040072,201503,4,3.9271
040072,201503,5,12.0306
040072,201503,6,52
040072,201503,7,1.69804E+11
040072,201504,1,51685
040072,201504,2,33005
040072,201504,3,7.3749
040072,201504,4,3.9343
040072,201504,5,10
040072,201504,6,56
040072,201504,7,1.68845E+11
040072,201505,1,51454
040072,201505,2,32895
040072,201505,3,7.3459
040072,201505,4,3.9378
040072,201505,5,10
040072,201505,6,56
040072,201505,7,1.70226E+11
040072,201506,1,50785
040072,201506,2,32570
040072,201506,3,7.3489
040072,201506,4,3.9265
040072,201506,5,10
040072,201506,6,57
040072,201506,7,1.68815E+11
040072,201507,1,51153
040072,201507,2,33021
040072,201507,3,7.3339
040072,201507,4,3.9206
040072,201507,5,10
040072,201507,6,58
040072,201507,7,1.7151E+11
040072,201508,1,51110
040072,201508,2,33209
040072,201508,3,7.3454
040072,201508,4,3.914
040072,201508,5,10
040072,201508,6,58
040072,201508,7,1.70817E+11
040072,201509,1,50761
040072,201509,2,33131
040072,201509,3,7.3417
040072,201509,4,3.9477
040072,201509,5,10
040072,201509,6,58
040072,201509,7,1.71966E+11
040072,201510,1,50662
040072,201510,2,33107
040072,201510,3,7.3141
040072,201510,4,3.9576
040072,201510,5,10
040072,201510,6,58
040072,201510,7,1.73222E+11
040072,201511,1,49898
040072,201511,2,32579
040072,201511,3,7.2743
040072,201511,4,3.9368
040072,201511,5,10
040072,201511,6,58
040072,201511,7,1.75673E+11
040072,201512,1,50304
040072,201512,2,33126
040072,201512,3,7.2643
040072,201512,4,4.0268
040072,201512,5,10
040072,201512,6,60
040072,201512,7,1.81997E+11
040072,201601,1,50842
040072,201601,2,33621
040072,201601,3,7.3262
040072,201601,4,4.1077
040072,201601,5,10
040072,201601,6,61
040072,201601,7,1.84939E+11
040072,201602,1,67657
040072,201602,2,44209
040072,201602,3,7.6473
040072,201602,4,4.0612
040072,201602,5,10
040072,201602,6,61
040072,201602,7,1.88429E+11
040072,201603,1,67313
040072,201603,2,43986
040072,201603,3,7.8638
040072,201603,4,4.025
040072,201603,5,10
040072,201603,6,61
040072,201603,7,1.86423E+11
040072,201604,1,67396
040072,201604,2,44025
040072,201604,3,7.9133
040072,201604,4,4.0684
040072,201604,5,10
040072,201604,6,61
040072,201604,7,1.84002E+11
040072,201605,1,67618
040072,201605,2,44287
040072,201605,3,7.9458
040072,201605,4,4.0483
040072,201605,5,10
040072,201605,6,64
040072,201605,7,1.86805E+11
040072,201606,1,67880
040072,201606,2,44593
040072,201606,3,7.9463
040072,201606,4,4.0635
040072,201606,5,10
040072,201606,6,64
040072,201606,7,1.8875E+11
040072,201607,1,67973
040072,201607,2,44734
040072,201607,3,8.2002
040072,201607,4,4.0937
040072,201607,5,10
040072,201607,6,64
040072,201607,7,1.93246E+11
040072,201608,1,67609
040072,201608,2,44606
040072,201608,3,8.3745
040072,201608,4,4.128
040072,201608,5,10
040072,201608,6,65
040072,201608,7,1.88838E+11
040072,201609,1,67746
040072,201609,2,44722
040072,201609,3,8.4269
040072,201609,4,4.1972
040072,201609,5,10
040072,201609,6,65
040072,201609,7,1.91808E+11
040072,201610,1,67594
040072,201610,2,44634
040072,201610,3,8.6876
040072,201610,4,4.2024
040072,201610,5,10
040072,201610,6,65
040072,201610,7,1.9333E+11
040072,201611,1,67472
040072,201611,2,44387
040072,201611,3,8.944
040072,201611,4,4.2691
040072,201611,5,10
040072,201611,6,66
040072,201611,7,2.00431E+11
040072,201612,1,67294
040072,201612,2,44155
040072,201612,3,9.269
040072,201612,4,4.3745
040072,201612,6,67
040072,201612,7,2.07349E+11
5,201501,1,660075
5,201501,2,194546
5,201501,3,7.006
5,201501,4,3.775
5,201501,5,11.6376
5,201501,6,44
5,201501,7,1.42415E+12
5,201502,1,661264
5,201502,2,193990
5,201502,3,7.0051
5,201502,4,3.8076
5,201502,5,11.3537
5,201502,6,44
5,201502,7,1.41493E+12
5,201503,1,668640
5,201503,2,192318
5,201503,3,6.9851
5,201503,4,3.9144
5,201503,5,11.3868
5,201503,6,44
5,201503,7,1.44312E+12
5,201504,1,676668
5,201504,2,192391
5,201504,3,6.9131
5,201504,4,3.8065
5,201504,5,9.746
5,201504,6,45
5,201504,7,1.47247E+12
5,201505,1,683787
5,201505,2,192613
5,201505,3,6.901
5,201505,4,3.7872
5,201505,5,9.7356
5,201505,6,45
5,201505,7,1.49494E+12
5,201506,1,680838
5,201506,2,191861
5,201506,3,6.9702
5,201506,4,3.788
5,201506,5,9.7459
5,201506,6,46
5,201506,7,1.48674E+12
5,201507,1,679829
5,201507,2,192954
5,201507,3,6.961
5,201507,4,3.7454
5,201507,5,9.746
5,201507,6,46
5,201507,7,1.49629E+12
5,201508,1,678138
5,201508,2,192218
5,201508,3,6.9645
5,201508,4,3.7493
5,201508,5,7.4119
5,201508,6,46
5,201508,7,1.52094E+12
5,201509,1,680306
5,201509,2,192492
5,201509,3,6.9722
5,201509,4,3.6921
5,201509,5,9.7777
5,201509,6,46
5,201509,7,1.566E+12
5,201510,1,688523
5,201510,2,193289
5,201510,3,6.9878
5,201510,4,3.6005
